URL,Institution,Conference,S,MP,Kills,Errors,Total Attacks,Hit Pct,Assists,Aces,SErr,Digs,RetAtt,RErr,Block Solos,Block Assists,BErr,PTS,BHE,SrvAtt
http://stats.ncaa.org/team/529/16620,Oregon,Big Ten,18,,243,88,553,0.28,229,23,43,231,320,29,9,80,6,315,,
http://stats.ncaa.org/team/528/16620,Oregon St.,WCC,20,,239,115,698,0.178,222,37,46,236,413,30,9,65,6,317.5,2,
http://stats.ncaa.org/team/534/16620,Pacific,WCC,27,,347,131,973,0.222,298,39,58,379,514,35,7,69,5,427.5,,
http://stats.ncaa.org/team/540/16620,Penn,Ivy League,17,,208,87,547,0.221,187,23,39,214,317,28,6,54,9,264,1,
http://stats.ncaa.org/team/539/16620,Penn St.,Big Ten,18,,254,72,566,0.322,234,30,48,243,302,13,16,56,1,328,1,
http://stats.ncaa.org/team/541/16620,Pepperdine,WCC,21,,259,93,743,0.223,245,23,55,281,430,22,5,59,4,316.5,1,
http://stats.ncaa.org/team/545/16620,Pittsburgh,ACC,12,,166,47,357,0.333,157,33,22,144,188,7,3,66,2,235,,
http://stats.ncaa.org/team/551/16620,Portland,WCC,27,,355,146,880,0.238,335,41,72,364,508,28,5,108,10,455,,
http://stats.ncaa.org/team/550/16620,Portland St.,Big Sky,22,,269,124,785,0.185,246,31,52,285,462,33,13,64,11,345,1,
http://stats.ncaa.org/team/553/16620,Prairie View,SWAC,22,,248,119,758,0.17,237,19,49,348,474,44,9,74,13,313,7,
http://stats.ncaa.org/team/1320/16620,Presbyterian,Big South,31,,302,135,"1,101",0.152,281,35,54,514,606,61,22,84,12,401,,
http://stats.ncaa.org/team/554/16620,Princeton,Ivy League,13,,162,61,425,0.238,144,17,23,163,260,25,4,50,5,208,1,
http://stats.ncaa.org/team/556/16620,Providence,Big East,20,,230,104,650,0.194,206,28,39,242,412,44,13,56,5,299,3,
http://stats.ncaa.org/team/559/16620,Purdue,Big Ten,20,,291,82,710,0.294,271,28,50,311,371,25,14,118,20,392,,
http://stats.ncaa.org/team/308/16620,Purdue Fort Wayne,Horizon,24,,338,113,862,0.261,306,33,58,361,475,33,9,49,9,404.5,4,
http://stats.ncaa.org/team/11504/16620,Queens (NC),ASUN,23,,257,138,879,0.135,234,30,41,414,477,37,14,44,10,323,,
http://stats.ncaa.org/team/562/16620,Quinnipiac,MAAC,28,,341,211,964,0.135,308,45,63,348,570,48,8,52,15,420,1,
http://stats.ncaa.org/team/563/16620,Radford,Big South,24,,321,119,827,0.244,301,36,65,354,503,46,14,68,19,405,1,
http://stats.ncaa.org/team/572/16620,Rhode Island,Atlantic 10,27,,280,140,792,0.177,261,55,39,265,564,66,7,93,14,388.5,1,
http://stats.ncaa.org/team/574/16620,Rice,AAC,18,,251,93,642,0.246,235,29,43,312,328,10,21,32,,317,,
http://stats.ncaa.org/team/576/16620,Rider,MAAC,22,,239,141,737,0.133,210,31,37,258,467,39,7,38,3,296,,
http://stats.ncaa.org/team/579/16620,Robert Morris,Horizon,25,,284,145,878,0.158,257,49,41,378,504,28,8,115,6,398.5,,
http://stats.ncaa.org/team/587/16620,Rutgers,Big Ten,24,,288,115,786,0.22,273,46,86,295,485,40,4,102,8,389,3,
http://stats.ncaa.org/team/102/16620,Sacramento St.,Big Sky,23,,310,134,863,0.204,282,45,63,354,465,40,9,58,5,393,2,
http://stats.ncaa.org/team/590/16620,Sacred Heart,MAAC,25,,296,169,883,0.144,282,43,66,386,494,32,17,71,3,391.5,1,
http://stats.ncaa.org/team/600/16620,Saint Francis ,NEC,22,,247,145,685,0.149,232,65,66,234,424,35,9,44,8,343,5,
http://stats.ncaa.org/team/609/16620,Saint Louis,Atlantic 10,23,,289,141,784,0.189,272,35,47,320,444,39,12,90,7,381,1,
http://stats.ncaa.org/team/610/16620,Saint Mary's (CA),WCC,17,,206,93,602,0.188,191,24,34,236,357,21,11,42,10,262,,
http://stats.ncaa.org/team/617/16620,Saint Peter's,MAAC,5,,57,31,173,0.15,59,5,9,75,102,11,3,24,,77,,
http://stats.ncaa.org/team/624/16620,Sam Houston,CUSA,21,,283,135,844,0.175,266,36,40,373,434,25,9,60,4,358,10,
http://stats.ncaa.org/team/625/16620,Samford,SoCon,22,,290,99,683,0.28,276,35,48,296,369,25,10,58,4,364,2,
http://stats.ncaa.org/team/627/16620,San Diego,WCC,22,,243,97,730,0.2,226,28,61,290,430,36,4,92,17,321,2,
http://stats.ncaa.org/team/626/16620,San Diego St.,Mountain West,24,,346,112,808,0.29,323,33,55,311,461,32,13,80,2,432,,
http://stats.ncaa.org/team/629/16620,San Francisco,WCC,27,,354,127,988,0.23,332,38,53,402,530,34,10,100,13,452,1,
http://stats.ncaa.org/team/630/16620,San Jose St.,Mountain West,17,,244,75,606,0.279,214,25,33,268,295,19,9,78,6,317,,
http://stats.ncaa.org/team/631/16620,Santa Clara,WCC,19,,238,96,594,0.239,223,46,54,243,330,22,6,58,4,319,1,
http://stats.ncaa.org/team/1356/16620,Seattle U,WAC,22,,202,123,666,0.119,187,39,28,264,435,38,5,88,5,290,2,
http://stats.ncaa.org/team/635/16620,Seton Hall,Big East,20,,214,103,672,0.165,205,43,58,296,379,36,2,54,3,286,,
http://stats.ncaa.org/team/676/16620,SFA,Southland,25,,324,122,890,0.227,298,32,48,377,447,23,10,82,16,407,,
http://stats.ncaa.org/team/639/16620,Siena,MAAC,24,,236,132,694,0.15,220,46,58,286,464,52,10,52,5,318,10,
http://stats.ncaa.org/team/660/16620,SIUE,OVC,26,,281,134,827,0.178,258,47,43,310,516,47,18,82,13,387,,
http://stats.ncaa.org/team/663/16620,SMU,ACC,26,,335,119,783,0.276,307,49,84,330,420,28,15,108,5,453,,
http://stats.ncaa.org/team/646/16620,South Alabama,Sun Belt,16,,183,97,532,0.162,170,24,49,192,344,19,13,24,6,232,,
http://stats.ncaa.org/team/648/16620,South Carolina,SEC,19,,242,88,619,0.249,233,21,35,264,325,16,16,66,3,312,,
http://stats.ncaa.org/team/647/16620,South Carolina St.,MEAC,10,,93,73,348,0.057,83,12,14,154,225,28,,32,11,121,,
http://stats.ncaa.org/team/650/16620,South Dakota,Summit League,17,,227,101,578,0.218,209,24,42,238,351,24,9,38,4,279,1,
http://stats.ncaa.org/team/649/16620,South Dakota St.,Summit League,22,,300,91,773,0.27,275,40,44,304,428,24,13,104,11,405,1,
http://stats.ncaa.org/team/651/16620,South Fla.,AAC,23,,279,128,737,0.205,257,28,76,279,457,32,2,52,4,335,1,
http://stats.ncaa.org/team/654/16620,Southeast Mo. St.,OVC,23,,250,113,785,0.175,237,35,44,317,460,46,22,58,14,336,2,
http://stats.ncaa.org/team/655/16620,Southeastern La.,Southland,27,,319,167,924,0.165,289,24,55,347,529,31,13,130,18,421,2,
http://stats.ncaa.org/team/657/16620,Southern California,Big Ten,18,,258,105,686,0.223,241,18,41,281,377,23,8,91,7,329.5,1,
http://stats.ncaa.org/team/659/16620,Southern Ill.,MVC,29,,349,144,"1,016",0.202,328,52,62,465,550,44,9,95,9,457.5,,
http://stats.ncaa.org/team/661/16620,Southern Ind.,OVC,22,,258,139,836,0.142,245,20,29,374,469,34,10,70,4,323,1,
http://stats.ncaa.org/team/664/16620,Southern Miss.,Sun Belt,20,,241,102,735,0.189,222,23,55,299,405,35,4,70,10,303,1,
http://stats.ncaa.org/team/665/16620,Southern U.,SWAC,24,,248,133,805,0.143,216,48,64,289,511,41,10,56,14,334,2,
http://stats.ncaa.org/team/667/16620,Southern Utah,WAC,21,,261,118,728,0.196,244,31,50,305,397,27,6,62,10,329,,
http://stats.ncaa.org/team/603/16620,St. John's (NY),Big East,27,,350,147,916,0.222,326,37,41,376,486,39,21,79,7,447.5,1,
http://stats.ncaa.org/team/620/16620,St. Thomas (MN),Summit League,25,,305,135,"1,024",0.166,299,32,49,473,518,40,15,74,5,389,3,
http://stats.ncaa.org/team/674/16620,Stanford,ACC,23,,335,103,750,0.309,312,43,76,307,414,30,6,56,18,412,,
http://stats.ncaa.org/team/678/16620,Stetson,ASUN,17,,219,94,651,0.192,209,25,32,303,332,17,13,62,11,288,,
http://stats.ncaa.org/team/682/16620,Stonehill,NEC,25,,266,133,780,0.171,239,47,65,262,509,48,10,62,12,354,1,
http://stats.ncaa.org/team/683/16620,Stony Brook,CAA,28,,357,132,"1,033",0.218,337,40,84,479,525,33,8,100,21,455,,
http://stats.ncaa.org/team/688/16620,Syracuse,ACC,21,,262,88,604,0.288,238,57,49,259,339,27,9,107,12,381.5,,
http://stats.ncaa.org/team/1395/16620,Tarleton St.,WAC,23,,276,113,858,0.19,261,21,38,392,475,37,4,40,12,321,2,
http://stats.ncaa.org/team/698/16620,TCU,Big 12,18,,215,88,643,0.198,207,19,46,254,370,24,4,54,11,265,,
http://stats.ncaa.org/team/690/16620,Temple,AAC,25,,313,139,827,0.21,299,45,70,307,510,62,26,70,9,419,,
http://stats.ncaa.org/team/694/16620,Tennessee,SEC,18,,236,83,567,0.27,214,21,41,229,318,23,15,52,,298,,
http://stats.ncaa.org/team/691/16620,Tennessee St.,OVC,19,,186,134,645,0.081,168,22,24,259,407,29,16,48,9,248,,
http://stats.ncaa.org/team/692/16620,Tennessee Tech,OVC,20,,267,103,659,0.249,247,44,55,296,343,24,18,36,4,347,1,
http://stats.ncaa.org/team/199/16620,Tex. A&M-Commerce,Southland,24,,273,116,883,0.178,252,32,47,437,491,39,8,78,10,352,,
http://stats.ncaa.org/team/703/16620,Texas,SEC,20,,261,93,663,0.253,247,33,45,291,342,25,7,75,7,338.5,1,
http://stats.ncaa.org/team/697/16620,Texas A&M,SEC,13,,210,70,423,0.331,196,20,40,157,224,8,5,48,4,259,,
http://stats.ncaa.org/team/699/16620,Texas Southern,SWAC,21,,227,132,721,0.132,212,23,47,270,472,42,21,48,8,295,3,
http://stats.ncaa.org/team/670/16620,Texas St.,Sun Belt,23,,272,114,753,0.21,247,33,45,289,445,33,11,64,4,348,,
http://stats.ncaa.org/team/700/16620,Texas Tech,Big 12,20,,281,115,791,0.21,263,33,40,373,375,21,11,85,3,367.5,2,
http://stats.ncaa.org/team/141/16620,The Citadel,SoCon,23,,296,118,864,0.206,277,34,65,386,446,38,6,64,4,368,,
http://stats.ncaa.org/team/709/16620,Toledo,MAC,22,,241,107,681,0.197,217,51,53,279,416,43,11,67,5,336.5,4,
http://stats.ncaa.org/team/711/16620,Towson,CAA,27,,309,116,783,0.246,291,59,61,353,433,36,20,85,7,430.5,1,
http://stats.ncaa.org/team/716/16620,Troy,Sun Belt,21,,273,130,736,0.194,258,32,48,272,413,19,11,64,3,348,1,
http://stats.ncaa.org/team/718/16620,Tulane,AAC,24,,306,119,854,0.219,287,32,46,330,513,40,9,88,14,391,,
http://stats.ncaa.org/team/719/16620,Tulsa,AAC,23,,309,111,860,0.23,289,51,56,403,410,27,6,93,10,412.5,10,
http://stats.ncaa.org/team/9/16620,UAB,AAC,19,,236,93,565,0.253,209,36,36,206,345,28,17,58,7,318,1,
http://stats.ncaa.org/team/14/16620,UAlbany,America East,22,,245,113,698,0.189,225,23,37,304,409,35,2,44,8,292,,
http://stats.ncaa.org/team/108/16620,UC Davis,Big West,24,,294,125,878,0.192,283,39,63,371,486,35,9,86,8,385,,
http://stats.ncaa.org/team/109/16620,UC Irvine,Big West,25,,326,146,860,0.209,299,41,36,340,440,26,9,114,8,433,1,
http://stats.ncaa.org/team/111/16620,UC Riverside,Big West,23,,245,134,739,0.15,219,35,56,306,447,31,6,58,7,315,6,
http://stats.ncaa.org/team/112/16620,UC San Diego,Big West,24,,302,111,750,0.255,279,43,41,331,404,41,16,76,4,399,,
http://stats.ncaa.org/team/104/16620,UC Santa Barbara,Big West,30,,337,156,943,0.192,305,44,58,364,599,56,12,119,5,452.5,6,
http://stats.ncaa.org/team/128/16620,UCF,Big 12,14,,193,66,454,0.28,181,24,41,186,247,24,8,36,2,243,,
http://stats.ncaa.org/team/110/16620,UCLA,Big Ten,14,,180,62,447,0.264,168,20,37,177,250,17,11,30,7,226,,
http://stats.ncaa.org/team/164/16620,UConn,Big East,24,,316,114,770,0.262,297,41,77,325,424,22,9,86,16,409,2,
http://stats.ncaa.org/team/302/16620,UIC,MVC,25,,351,134,808,0.269,327,35,57,321,482,38,9,86,14,438,1,
http://stats.ncaa.org/team/2743/16620,UIW,Southland,22,,288,95,821,0.235,271,23,47,357,410,28,10,72,4,357,1,
http://stats.ncaa.org/team/498/16620,ULM,Sun Belt,19,,200,118,692,0.118,189,27,47,275,398,31,4,32,7,247,4,
http://stats.ncaa.org/team/391/16620,UMBC,America East,19,,193,108,624,0.136,180,32,40,230,412,52,2,57,21,255.5,2,
http://stats.ncaa.org/team/393/16620,UMES,MEAC,18,,175,101,550,0.135,160,20,35,259,358,44,20,14,11,222,1,
http://stats.ncaa.org/team/456/16620,UNC Asheville,Big South,15,,191,88,564,0.183,173,26,44,241,303,27,5,56,11,250,2,
http://stats.ncaa.org/team/459/16620,UNC Greensboro,SoCon,24,,303,104,807,0.247,272,43,52,311,468,35,6,84,4,394,,
http://stats.ncaa.org/team/460/16620,UNCW,CAA,16,,192,81,567,0.196,177,19,36,248,323,30,5,56,11,244,1,
http://stats.ncaa.org/team/504/16620,UNI,MVC,23,,330,130,801,0.25,299,36,42,345,404,19,3,72,12,405,1,
http://stats.ncaa.org/team/465/16620,UNLV,Mountain West,20,,246,81,640,0.258,225,22,49,242,372,29,13,80,1,321,,
http://stats.ncaa.org/team/10411/16620,USC Upstate,Big South,29,,324,144,"1,090",0.165,293,42,55,486,586,40,9,75,9,412.5,3,
http://stats.ncaa.org/team/702/16620,UT Arlington,WAC,20,,258,97,622,0.259,241,40,40,263,180,26,10,76,3,346,2,
http://stats.ncaa.org/team/695/16620,UT Martin,OVC,26,,307,135,983,0.175,276,42,57,444,513,46,11,46,20,383,1,
http://stats.ncaa.org/team/732/16620,Utah,Big 12,16,,211,76,552,0.245,184,26,38,221,288,21,5,82,5,283,2,
http://stats.ncaa.org/team/731/16620,Utah St.,Mountain West,19,,226,120,641,0.165,214,24,52,230,402,32,11,46,9,284,,
http://stats.ncaa.org/team/30095/16620,Utah Tech,WAC,20,,244,101,615,0.233,216,34,51,240,355,24,12,74,5,327,,
http://stats.ncaa.org/team/30024/16620,Utah Valley,WAC,21,,287,110,725,0.244,262,37,56,280,427,39,8,114,6,389,,
http://stats.ncaa.org/team/704/16620,UTEP,CUSA,19,,250,78,580,0.297,227,41,58,230,330,21,17,104,6,360,,
http://stats.ncaa.org/team/536/16620,UTRGV,Southland,23,,302,125,768,0.23,285,55,56,339,442,36,7,40,6,384,1,
http://stats.ncaa.org/team/706/16620,UTSA,AAC,25,,312,117,836,0.233,289,39,51,360,453,34,9,97,13,408.5,,
http://stats.ncaa.org/team/735/16620,Valparaiso,MVC,25,,327,161,938,0.177,310,46,48,398,482,22,11,86,8,427,1,
http://stats.ncaa.org/team/740/16620,VCU,Atlantic 10,14,,166,78,455,0.193,156,13,37,182,296,39,6,31,4,200.5,,
http://stats.ncaa.org/team/739/16620,Villanova,Big East,22,,260,120,728,0.192,233,36,46,282,449,45,5,74,11,338,1,
http://stats.ncaa.org/team/746/16620,Virginia,ACC,21,,283,103,704,0.256,256,36,57,282,368,19,9,74,11,365,4,
http://stats.ncaa.org/team/742/16620,Virginia Tech,ACC,21,,225,128,676,0.143,202,38,57,242,418,31,9,75,6,309.5,,
http://stats.ncaa.org/team/749/16620,Wake Forest,ACC,26,,287,146,823,0.171,255,43,48,305,479,46,9,96,12,387,5,
http://stats.ncaa.org/team/756/16620,Washington,Big Ten,20,,257,94,629,0.259,243,33,40,276,369,45,6,108,8,350,1,
http://stats.ncaa.org/team/754/16620,Washington St.,WCC,23,,284,156,853,0.15,267,35,51,370,444,28,13,70,4,367,,
http://stats.ncaa.org/team/758/16620,Weber St.,Big Sky,20,,201,110,681,0.134,187,30,55,292,385,31,7,76,11,276,1,
http://stats.ncaa.org/team/768/16620,West Virginia,Big 12,27,,312,146,834,0.199,291,45,64,325,535,50,7,88,15,408,2,
http://stats.ncaa.org/team/769/16620,Western Caro.,SoCon,25,,282,165,997,0.117,260,26,61,461,554,38,19,80,12,367,2,
http://stats.ncaa.org/team/771/16620,Western Ill.,OVC,21,,290,105,911,0.203,242,23,21,435,421,32,10,40,4,343,,
http://stats.ncaa.org/team/772/16620,Western Ky.,CUSA,27,,333,111,871,0.255,310,42,60,376,500,46,15,108,10,444,,
http://stats.ncaa.org/team/774/16620,Western Mich.,MAC,22,,313,115,894,0.221,299,27,38,413,422,25,4,38,3,363,,
http://stats.ncaa.org/team/782/16620,Wichita St.,AAC,24,,294,120,758,0.23,270,36,33,313,459,39,10,89,8,384.5,1,
http://stats.ncaa.org/team/786/16620,William & Mary,CAA,26,,300,144,850,0.184,277,36,32,344,500,40,17,114,6,410,1,
http://stats.ncaa.org/team/792/16620,Winthrop,Big South,14,,176,79,476,0.204,163,19,29,208,255,14,4,28,2,213,,
http://stats.ncaa.org/team/796/16620,Wisconsin,Big Ten,25,,335,113,867,0.256,305,32,68,388,460,30,11,92,10,424,3,
http://stats.ncaa.org/team/2915/16620,Wofford,SoCon,22,,318,99,856,0.256,292,19,38,446,373,17,11,48,8,372,1,
http://stats.ncaa.org/team/810/16620,Wright St.,Horizon,19,,277,115,729,0.222,255,37,52,316,357,14,5,60,5,349,,
http://stats.ncaa.org/team/811/16620,Wyoming,Mountain West,20,,245,99,683,0.214,237,33,50,305,376,25,15,94,9,340,,
http://stats.ncaa.org/team/812/16620,Xavier,Big East,24,,279,135,840,0.171,260,23,53,350,485,26,14,68,12,350,2,
http://stats.ncaa.org/team/813/16620,Yale,Ivy League,13,,167,64,456,0.226,136,24,25,191,239,12,4,16,8,203,,
http://stats.ncaa.org/team/817/16620,Youngstown St.,Horizon,23,,262,144,879,0.134,251,37,46,388,473,39,6,63,1,336.5,1,
