URL,Institution,Conference,S,MP,Kills,Errors,Total Attacks,Hit Pct,Assists,Aces,SErr,Digs,RetAtt,RErr,Block Solos,Block Assists,BErr,PTS,BHE,SrvAtt
http://stats.ncaa.org/team/71/16620,Bowling Green,MAC,19,,217,104,609,0.186,198,38,53,252,393,52,6,73,8,297.5,,
http://stats.ncaa.org/team/72/16620,Bradley,MVC,23,,264,145,861,0.138,242,39,56,332,457,33,13,60,4,346,1,
http://stats.ncaa.org/team/80/16620,Brown,Ivy League,12,,154,66,378,0.233,135,29,22,144,215,17,3,36,1,204,2,
http://stats.ncaa.org/team/81/16620,Bryant,America East,28,,359,164,904,0.216,330,53,67,366,521,38,6,86,6,461,3,
http://stats.ncaa.org/team/83/16620,Bucknell,Patriot,21,,236,99,674,0.203,212,44,35,320,358,37,9,78,1,328,4,
http://stats.ncaa.org/team/86/16620,Buffalo,MAC,26,,317,151,843,0.197,287,44,70,354,490,52,19,46,5,403,,
http://stats.ncaa.org/team/87/16620,Butler,Big East,22,,244,127,713,0.164,231,33,47,302,438,49,16,88,10,337,2,
http://stats.ncaa.org/team/77/16620,BYU,Big 12,19,,250,58,538,0.357,228,34,47,199,320,28,13,72,6,333,,
http://stats.ncaa.org/team/90/16620,Cal Poly,Big West,20,,273,96,721,0.245,251,27,52,305,414,34,8,64,7,340,1,
http://stats.ncaa.org/team/97/16620,Cal St. Fullerton,Big West,17,,217,105,578,0.194,198,23,35,219,339,25,6,36,9,264,,
http://stats.ncaa.org/team/107/16620,California,ACC,27,,366,143,958,0.233,351,37,32,424,501,29,11,98,7,463,2,
http://stats.ncaa.org/team/30135/16620,California Baptist,WAC,20,,203,116,664,0.131,192,25,46,255,436,40,2,52,8,256,,
http://stats.ncaa.org/team/115/16620,Campbell,CAA,28,,259,193,926,0.071,237,42,62,383,564,44,17,72,15,354,2,
http://stats.ncaa.org/team/116/16620,Canisius,MAAC,21,,282,104,706,0.252,259,37,63,314,405,47,9,46,7,351,,
http://stats.ncaa.org/team/1004/16620,Central Ark.,ASUN,23,,292,145,780,0.188,275,30,31,301,460,31,4,58,5,355,,
http://stats.ncaa.org/team/127/16620,Central Conn. St.,NEC,15,,152,81,512,0.139,139,26,40,181,341,36,6,16,9,192,3,
http://stats.ncaa.org/team/129/16620,Central Mich.,MAC,24,,311,114,891,0.221,297,40,56,416,410,13,16,90,7,412,2,
http://stats.ncaa.org/team/48/16620,Charleston So.,Big South,23,,273,123,805,0.186,254,34,55,325,476,37,14,68,13,355,,
http://stats.ncaa.org/team/458/16620,Charlotte,AAC,27,,276,120,776,0.201,252,43,51,289,554,72,18,56,17,365,,
http://stats.ncaa.org/team/693/16620,Chattanooga,SoCon,33,,427,168,"1,193",0.217,399,57,44,578,595,58,23,79,13,546.5,1,
http://stats.ncaa.org/team/136/16620,Chicago St.,NEC,20,,233,135,708,0.138,201,27,56,274,405,41,8,42,6,289,,
http://stats.ncaa.org/team/140/16620,Cincinnati,Big 12,19,,238,90,604,0.245,220,29,41,241,346,30,14,84,8,323,2,
http://stats.ncaa.org/team/147/16620,Clemson,ACC,19,,250,90,704,0.227,213,31,43,305,360,22,19,52,8,326,6,
http://stats.ncaa.org/team/148/16620,Cleveland St.,Horizon,22,,274,106,811,0.207,243,24,45,339,438,29,13,82,16,352,,
http://stats.ncaa.org/team/149/16620,Coastal Carolina,Sun Belt,22,,258,107,721,0.209,246,20,60,302,430,32,4,60,15,312,3,
http://stats.ncaa.org/team/1014/16620,Col. of Charleston,CAA,25,,270,142,858,0.149,238,20,29,382,499,40,17,100,8,357,,
http://stats.ncaa.org/team/153/16620,Colgate,Patriot,25,,295,134,851,0.189,266,22,56,342,504,45,5,74,15,359,,
http://stats.ncaa.org/team/157/16620,Colorado,Big 12,29,,325,142,879,0.208,294,52,37,324,532,46,12,68,10,423,3,
http://stats.ncaa.org/team/156/16620,Colorado St.,Mountain West,23,,294,100,686,0.283,276,28,60,273,453,40,8,72,3,366,1,
http://stats.ncaa.org/team/158/16620,Columbia,Ivy League,10,,108,66,303,0.139,102,19,27,100,208,16,4,20,3,141,,
http://stats.ncaa.org/team/165/16620,Coppin St.,MEAC,29,,380,178,"1,021",0.198,355,46,59,409,584,38,11,76,12,475,,
http://stats.ncaa.org/team/167/16620,Cornell,Ivy League,10,,124,49,320,0.234,109,25,29,119,197,23,7,56,2,184,,
http://stats.ncaa.org/team/169/16620,Creighton,Big East,21,,298,88,740,0.284,276,25,50,320,373,14,8,94,13,378,,
http://stats.ncaa.org/team/94/16620,CSU Bakersfield,Big West,22,,278,119,721,0.221,261,47,59,273,445,39,10,72,5,371,3,
http://stats.ncaa.org/team/101/16620,CSUN,Big West,26,,338,154,943,0.195,318,36,60,407,536,42,5,78,3,418,1,
http://stats.ncaa.org/team/172/16620,Dartmouth,Ivy League,13,,168,73,468,0.203,156,15,28,213,259,19,8,44,6,213,,
http://stats.ncaa.org/team/173/16620,Davidson,Atlantic 10,22,,309,123,801,0.232,290,28,40,316,449,22,14,30,9,366,,
http://stats.ncaa.org/team/175/16620,Dayton,Atlantic 10,17,,243,62,562,0.322,226,29,34,237,305,27,3,83,4,316.5,,
http://stats.ncaa.org/team/180/16620,Delaware,CAA,19,,222,100,636,0.192,206,30,38,248,357,27,8,66,5,293,,
http://stats.ncaa.org/team/178/16620,Delaware St.,MEAC,24,,258,146,802,0.14,241,39,63,304,487,46,14,44,16,333,,
http://stats.ncaa.org/team/183/16620,Denver,Summit League,26,,316,148,834,0.201,306,35,53,354,499,37,5,106,11,409,1,
http://stats.ncaa.org/team/176/16620,DePaul,Big East,24,,314,138,904,0.195,302,37,25,428,465,30,17,60,5,398,1,
http://stats.ncaa.org/team/189/16620,Drake,MVC,16,,186,91,608,0.156,175,21,37,267,334,22,6,38,4,232,,
http://stats.ncaa.org/team/193/16620,Duke,ACC,24,,326,128,917,0.216,302,31,59,381,501,23,7,78,3,403,2,
http://stats.ncaa.org/team/194/16620,Duquesne,Atlantic 10,21,,292,106,654,0.284,274,50,70,251,416,44,16,76,8,396,3,
http://stats.ncaa.org/team/196/16620,East Carolina,AAC,25,,328,116,828,0.256,311,47,57,398,406,32,11,79,9,425.5,1,
http://stats.ncaa.org/team/201/16620,Eastern Ill.,OVC,14,,187,67,484,0.248,171,26,29,199,260,21,7,46,2,243,2,
http://stats.ncaa.org/team/202/16620,Eastern Ky.,ASUN,21,,267,108,751,0.212,247,37,36,310,412,29,15,80,4,359,2,
http://stats.ncaa.org/team/204/16620,Eastern Mich.,MAC,28,,303,134,877,0.193,280,38,50,361,547,66,12,120,11,413,,
http://stats.ncaa.org/team/207/16620,Eastern Wash.,Big Sky,19,,210,102,710,0.152,192,28,41,320,391,31,8,82,3,287,7,
http://stats.ncaa.org/team/1068/16620,Elon,CAA,29,,365,145,974,0.226,348,44,82,415,581,54,11,90,12,465,3,
http://stats.ncaa.org/team/198/16620,ETSU,SoCon,21,,268,90,690,0.258,234,42,70,261,376,29,15,72,3,361,1,
http://stats.ncaa.org/team/219/16620,Evansville,MVC,22,,268,103,764,0.216,250,21,49,314,471,45,6,54,10,322,,
http://stats.ncaa.org/team/220/16620,Fairfield,MAAC,21,,261,102,739,0.215,246,22,23,336,421,46,2,61,4,315.5,,
http://stats.ncaa.org/team/222/16620,Fairleigh Dickinson,NEC,26,,303,117,917,0.203,288,42,53,360,522,49,15,46,8,383,6,
http://stats.ncaa.org/team/28755/16620,FGCU,ASUN,26,,325,129,837,0.234,296,44,65,321,452,22,14,112,9,439,,
http://stats.ncaa.org/team/231/16620,FIU,CUSA,25,,280,139,869,0.162,250,20,40,329,535,43,3,68,7,337,,
http://stats.ncaa.org/team/229/16620,Fla. Atlantic,AAC,27,,359,135,972,0.23,336,41,68,447,492,27,16,78,12,455,,
http://stats.ncaa.org/team/235/16620,Florida,SEC,26,,353,115,802,0.297,328,43,66,295,483,37,17,90,7,458,,
http://stats.ncaa.org/team/228/16620,Florida A&M,SWAC,25,,314,92,820,0.271,289,51,49,339,457,42,12,80,16,417,2,
http://stats.ncaa.org/team/234/16620,Florida St.,ACC,21,,290,96,727,0.267,271,37,47,319,370,16,14,79,3,380.5,4,
http://stats.ncaa.org/team/236/16620,Fordham,Atlantic 10,17,,205,74,577,0.227,187,15,39,259,312,33,13,63,3,264.5,,
http://stats.ncaa.org/team/96/16620,Fresno St.,Mountain West,23,,280,122,770,0.205,261,32,54,287,472,42,9,72,4,357,1,
http://stats.ncaa.org/team/244/16620,Furman,SoCon,20,,261,97,792,0.207,240,19,34,362,369,34,10,72,10,326,1,
http://stats.ncaa.org/team/253/16620,Ga. Southern,Sun Belt,19,,252,91,725,0.222,237,24,50,340,366,16,13,51,9,314.5,,
http://stats.ncaa.org/team/1092/16620,Gardner-Webb,Big South,27,,278,152,984,0.128,260,40,35,421,561,49,8,61,4,356.5,1,
http://stats.ncaa.org/team/248/16620,George Mason,Atlantic 10,24,,267,165,806,0.127,248,34,61,301,483,43,4,78,4,344,,
http://stats.ncaa.org/team/249/16620,George Washington,Atlantic 10,25,,337,130,890,0.233,312,52,77,348,489,32,25,64,12,446,2,
http://stats.ncaa.org/team/251/16620,Georgetown,Big East,20,,271,106,717,0.23,257,30,39,316,387,29,6,80,1,347,1,
http://stats.ncaa.org/team/257/16620,Georgia,SEC,27,,320,117,814,0.249,285,49,57,327,503,38,6,104,2,427,8,
http://stats.ncaa.org/team/254/16620,Georgia St.,Sun Belt,22,,305,127,781,0.228,292,41,47,335,414,31,16,50,10,387,,
http://stats.ncaa.org/team/255/16620,Georgia Tech,ACC,23,,321,102,754,0.29,304,41,55,339,365,19,7,75,7,406.5,,
http://stats.ncaa.org/team/260/16620,Gonzaga,WCC,18,,179,92,609,0.143,166,21,45,247,369,35,10,40,7,230,,
http://stats.ncaa.org/team/261/16620,Grambling,SWAC,26,,247,105,771,0.184,225,50,61,370,473,55,12,56,10,337,1,
http://stats.ncaa.org/team/1104/16620,Grand Canyon,WAC,25,,299,127,844,0.204,274,36,37,332,486,33,9,89,11,388.5,1,
http://stats.ncaa.org/team/794/16620,Green Bay,Horizon,23,,239,126,779,0.145,217,38,46,318,444,31,4,52,7,307,,
http://stats.ncaa.org/team/270/16620,Hampton,CAA,21,,148,106,566,0.074,138,18,39,207,450,61,8,20,,184,,
http://stats.ncaa.org/team/275/16620,Harvard,Ivy League,13,,150,57,405,0.23,137,23,36,164,229,23,8,44,6,203,,
http://stats.ncaa.org/team/277/16620,Hawaii,Big West,23,,290,136,792,0.194,273,26,45,338,418,32,9,56,11,353,1,
http://stats.ncaa.org/team/19651/16620,High Point,Big South,25,,308,141,832,0.201,294,27,49,360,502,36,9,110,6,399,4,
http://stats.ncaa.org/team/283/16620,Hofstra,CAA,23,,305,126,816,0.219,286,45,64,359,468,26,18,54,14,395,2,
http://stats.ncaa.org/team/285/16620,Holy Cross,Patriot,26,,264,144,809,0.148,251,28,44,353,518,61,14,66,12,339,3,
http://stats.ncaa.org/team/288/16620,Houston,Big 12,20,,248,88,671,0.238,233,29,46,267,364,29,9,50,13,311,2,
http://stats.ncaa.org/team/287/16620,Houston Christian,Southland,24,,304,135,865,0.195,276,25,35,363,480,35,15,64,5,376,,
http://stats.ncaa.org/team/290/16620,Howard,MEAC,28,,322,146,934,0.188,302,54,81,414,552,47,8,94,9,431,,
http://stats.ncaa.org/team/295/16620,Idaho,Big Sky,19,,171,106,561,0.116,154,25,53,213,413,57,4,42,10,221,1,
http://stats.ncaa.org/team/294/16620,Idaho St.,Big Sky,25,,298,103,741,0.263,274,37,50,294,456,42,15,158,7,429,,
http://stats.ncaa.org/team/301/16620,Illinois,Big Ten,23,,287,99,720,0.261,259,55,48,273,373,27,7,90,6,394,,
http://stats.ncaa.org/team/299/16620,Illinois St.,MVC,28,,352,145,953,0.217,329,37,54,428,548,32,16,80,12,445,,
http://stats.ncaa.org/team/306/16620,Indiana,Big Ten,19,,234,93,582,0.242,221,41,61,208,353,36,8,52,6,309,,
http://stats.ncaa.org/team/305/16620,Indiana St.,MVC,19,,226,113,643,0.176,202,40,44,245,398,33,6,47,9,295.5,,
http://stats.ncaa.org/team/310/16620,Iona,MAAC,20,,190,144,743,0.062,177,17,30,321,450,30,3,48,5,234,,
http://stats.ncaa.org/team/312/16620,Iowa,Big Ten,23,,294,107,768,0.243,241,43,73,299,444,35,4,79,8,380.5,4,
http://stats.ncaa.org/team/311/16620,Iowa St.,Big 12,27,,330,125,858,0.239,290,47,74,331,484,40,10,96,5,435,2,
http://stats.ncaa.org/team/2699/16620,IU Indy,Horizon,28,,328,188,933,0.15,303,49,73,345,576,50,14,58,3,420,,
http://stats.ncaa.org/team/314/16620,Jackson St.,SWAC,27,,336,152,972,0.189,307,38,52,379,342,49,15,84,14,431,,
http://stats.ncaa.org/team/316/16620,Jacksonville,ASUN,21,,277,131,707,0.207,252,46,49,315,383,35,5,60,5,358,2,
http://stats.ncaa.org/team/315/16620,Jacksonville St.,CUSA,25,,354,136,867,0.251,326,62,64,382,443,23,16,78,12,471,,
http://stats.ncaa.org/team/317/16620,James Madison,Sun Belt,18,,213,83,602,0.216,191,32,43,248,329,21,15,70,8,295,,
http://stats.ncaa.org/team/328/16620,Kansas,Big 12,20,,292,67,656,0.343,276,26,40,303,336,11,6,102,6,375,,
http://stats.ncaa.org/team/2707/16620,Kansas City,Summit League,21,,249,121,777,0.165,236,31,54,333,443,49,10,72,11,326,,
http://stats.ncaa.org/team/327/16620,Kansas St.,Big 12,19,,254,109,721,0.201,232,23,32,322,356,23,7,68,3,318,,
http://stats.ncaa.org/team/1157/16620,Kennesaw St.,CUSA,25,,307,136,822,0.208,280,40,57,286,509,42,11,70,3,393,,
http://stats.ncaa.org/team/331/16620,Kent St.,MAC,22,,233,129,749,0.139,223,30,43,333,449,46,7,76,3,308,,
http://stats.ncaa.org/team/334/16620,Kentucky,SEC,25,,330,115,797,0.27,313,56,86,299,412,20,10,86,10,439,,
http://stats.ncaa.org/team/342/16620,Lafayette,Patriot,23,,254,107,703,0.209,233,43,49,288,452,44,8,72,4,341,1,
http://stats.ncaa.org/team/346/16620,Lamar University,Southland,21,,268,108,773,0.207,245,45,56,339,441,44,4,48,4,341,,
http://stats.ncaa.org/team/352/16620,Lehigh,Patriot,24,,294,113,790,0.229,264,38,68,298,466,36,15,80,17,387,,
http://stats.ncaa.org/team/355/16620,Liberty,CUSA,22,,266,108,716,0.221,249,38,57,262,429,37,11,82,3,356,3,
http://stats.ncaa.org/team/30136/16620,Lindenwood,OVC,26,,318,186,996,0.133,300,39,60,427,516,31,13,52,7,396,,
http://stats.ncaa.org/team/28600/16620,Lipscomb,ASUN,20,,243,105,668,0.207,231,42,55,232,404,31,15,42,23,321,,
http://stats.ncaa.org/team/32/16620,Little Rock,OVC,27,,368,161,"1,025",0.202,346,39,46,461,523,40,5,90,24,457,1,
http://stats.ncaa.org/team/361/16620,LIU,NEC,27,,237,114,858,0.143,221,28,47,346,535,67,7,99,8,321.5,1,
http://stats.ncaa.org/team/370/16620,LMU (CA),WCC,24,,296,138,817,0.193,275,37,68,339,468,26,12,102,9,396,1,
http://stats.ncaa.org/team/99/16620,Long Beach St.,Big West,18,,182,99,570,0.146,167,26,61,202,343,28,11,58,4,248,1,
http://stats.ncaa.org/team/671/16620,Louisiana,Sun Belt,21,,247,130,749,0.156,235,35,42,322,181,32,8,76,16,328,2,
http://stats.ncaa.org/team/366/16620,Louisiana Tech,CUSA,22,,231,117,737,0.155,209,30,54,312,441,39,8,60,11,299,1,
http://stats.ncaa.org/team/367/16620,Louisville,ACC,20,,268,89,625,0.286,240,28,47,265,334,20,16,80,9,352,,
http://stats.ncaa.org/team/371/16620,Loyola Chicago,Atlantic 10,21,,236,120,718,0.162,219,33,55,293,425,42,12,88,5,325,,
http://stats.ncaa.org/team/369/16620,Loyola Maryland,Patriot,24,,278,138,803,0.174,255,50,57,327,489,49,12,38,5,359,2,
http://stats.ncaa.org/team/365/16620,LSU,SEC,26,,351,126,866,0.26,334,37,71,353,463,14,9,92,13,443,1,
http://stats.ncaa.org/team/381/16620,Manhattan,MAAC,21,,220,152,689,0.099,207,27,37,235,462,55,3,36,9,268,,
http://stats.ncaa.org/team/386/16620,Marist,MAAC,18,,133,128,484,0.01,124,17,42,140,404,58,5,16,2,163,,
http://stats.ncaa.org/team/387/16620,Marquette,Big East,14,,194,71,552,0.223,182,19,33,238,293,16,8,34,6,238,,
http://stats.ncaa.org/team/388/16620,Marshall,Sun Belt,22,,258,107,816,0.185,235,38,24,371,404,33,21,60,14,347,2,
http://stats.ncaa.org/team/392/16620,Maryland,Big Ten,23,,279,108,749,0.228,249,42,52,301,411,35,8,115,1,386.5,1,
http://stats.ncaa.org/team/402/16620,McNeese,Southland,20,,222,109,633,0.179,196,20,47,260,404,44,7,70,7,284,1,
http://stats.ncaa.org/team/404/16620,Memphis,AAC,21,,261,107,708,0.218,241,41,46,307,397,33,10,42,5,333,,
http://stats.ncaa.org/team/406/16620,Mercer,SoCon,26,,314,135,847,0.211,293,73,64,321,458,31,8,94,12,442,2,
http://stats.ncaa.org/team/410/16620,Merrimack,MAAC,27,,281,157,843,0.147,256,51,72,303,566,68,7,66,4,372,9,
http://stats.ncaa.org/team/415/16620,Miami (FL),ACC,19,,256,91,558,0.296,248,43,54,234,340,28,8,55,3,334.5,,
http://stats.ncaa.org/team/414/16620,Miami (OH),MAC,24,,267,136,753,0.174,246,69,34,298,420,24,12,68,10,382,,
http://stats.ncaa.org/team/418/16620,Michigan,Big Ten,22,,313,115,807,0.245,291,48,65,349,401,20,7,72,12,404,,
http://stats.ncaa.org/team/416/16620,Michigan St.,Big Ten,25,,322,127,824,0.237,281,48,67,277,482,37,6,117,8,434.5,,
http://stats.ncaa.org/team/419/16620,Middle Tenn.,CUSA,23,,292,113,750,0.239,263,35,76,299,472,40,6,88,28,377,3,
http://stats.ncaa.org/team/797/16620,Milwaukee,Horizon,26,,283,118,945,0.175,245,36,50,350,525,49,9,68,4,362,2,
http://stats.ncaa.org/team/428/16620,Minnesota,Big Ten,23,,278,101,839,0.211,248,35,65,387,434,31,10,96,8,371,,
http://stats.ncaa.org/team/430/16620,Mississippi St.,SEC,17,,230,91,636,0.219,224,18,35,275,347,23,7,68,11,289,,
http://stats.ncaa.org/team/432/16620,Mississippi Val.,SWAC,14,,136,89,442,0.106,126,24,29,156,292,36,1,44,9,183,,
http://stats.ncaa.org/team/434/16620,Missouri,SEC,20,,299,95,736,0.277,282,28,61,318,398,30,4,56,3,359,,
http://stats.ncaa.org/team/669/16620,Missouri St.,MVC,27,,394,130,"1,052",0.251,362,29,47,541,508,36,10,70,11,468,,
http://stats.ncaa.org/team/441/16620,Montana,Big Sky,20,,218,121,664,0.146,207,27,35,268,398,30,9,106,3,307,1,
http://stats.ncaa.org/team/440/16620,Montana St.,Big Sky,20,,227,100,666,0.191,214,28,40,255,414,34,6,89,13,305.5,2,
http://stats.ncaa.org/team/444/16620,Morehead St.,OVC,23,,260,132,817,0.157,238,30,46,361,449,43,10,58,6,329,1,
http://stats.ncaa.org/team/446/16620,Morgan St.,MEAC,29,,276,170,806,0.132,251,46,52,289,600,85,24,80,8,386,4,
http://stats.ncaa.org/team/454/16620,Murray St.,MVC,24,,310,127,811,0.226,283,38,18,371,199,40,14,48,5,386,,
http://stats.ncaa.org/team/488/16620,N.C. A&T,CAA,17,,221,102,672,0.177,203,28,39,293,349,24,17,28,11,280,,
http://stats.ncaa.org/team/489/16620,N.C. Central,MEAC,20,,215,127,669,0.132,203,31,33,259,418,44,9,42,7,276,,
http://stats.ncaa.org/team/726/16620,Navy,Patriot,20,,191,129,597,0.104,181,32,37,218,428,70,3,54,11,253,3,
http://stats.ncaa.org/team/490/16620,NC State,ACC,14,,178,78,515,0.194,161,15,36,221,278,16,3,48,5,220,,
http://stats.ncaa.org/team/463/16620,Nebraska,Big Ten,25,,349,111,843,0.282,324,36,60,358,395,21,10,121,18,455.5,,
http://stats.ncaa.org/team/466/16620,Nevada,Mountain West,27,,334,157,880,0.201,320,30,71,358,514,42,6,106,15,423,,
http://stats.ncaa.org/team/469/16620,New Hampshire,America East,25,,308,111,823,0.239,283,36,50,367,468,32,10,99,8,403.5,1,
http://stats.ncaa.org/team/473/16620,New Mexico,Mountain West,23,,305,141,859,0.191,289,33,43,365,474,35,17,72,8,391,1,
http://stats.ncaa.org/team/472/16620,New Mexico St.,CUSA,22,,265,96,744,0.227,242,21,61,333,428,34,11,68,7,331,,
http://stats.ncaa.org/team/474/16620,New Orleans,Southland,21,,208,130,706,0.11,188,26,30,294,453,59,10,32,5,260,,
http://stats.ncaa.org/team/482/16620,Niagara,MAAC,20,,210,131,724,0.109,191,21,26,333,427,52,23,40,7,274,,
http://stats.ncaa.org/team/483/16620,Nicholls,Southland,21,,245,94,681,0.222,220,50,52,316,384,35,5,40,6,320,3,
http://stats.ncaa.org/team/503/16620,NIU,MAC,23,,286,131,943,0.164,255,36,42,407,466,33,17,56,1,367,3,
http://stats.ncaa.org/team/471/16620,NJIT,America East,34,,332,210,"1,165",0.105,319,56,47,470,669,54,19,96,3,455,1,
http://stats.ncaa.org/team/485/16620,Norfolk St.,MEAC,17,,218,91,528,0.241,201,24,52,217,346,41,5,33,7,263.5,,
http://stats.ncaa.org/team/487/16620,North Ala.,ASUN,25,,321,123,972,0.204,298,28,56,467,469,24,8,66,11,390,,
http://stats.ncaa.org/team/457/16620,North Carolina,ACC,16,,238,101,535,0.256,222,33,41,233,272,11,7,62,5,309,,
http://stats.ncaa.org/team/494/16620,North Dakota,Summit League,26,,305,132,825,0.21,287,34,52,303,498,34,12,107,6,404.5,1,
http://stats.ncaa.org/team/493/16620,North Dakota St.,Summit League,22,,239,123,656,0.177,222,40,43,233,426,33,6,48,10,309,2,
http://stats.ncaa.org/team/2711/16620,North Florida,ASUN,33,,402,163,"1,127",0.212,373,49,69,440,668,80,12,98,10,512,1,
http://stats.ncaa.org/team/497/16620,North Texas,AAC,25,,331,111,837,0.263,296,34,60,328,495,44,11,89,6,420.5,5,
http://stats.ncaa.org/team/500/16620,Northeastern,CAA,23,,243,110,812,0.164,221,22,41,351,481,40,20,102,12,336,,
http://stats.ncaa.org/team/501/16620,Northern Ariz.,Big Sky,20,,245,95,754,0.199,237,26,45,362,400,32,12,75,11,320.5,,
http://stats.ncaa.org/team/502/16620,Northern Colo.,Big Sky,32,,430,172,"1,023",0.252,378,60,99,383,605,52,12,68,3,536,1,
http://stats.ncaa.org/team/505/16620,Northern Ky.,Horizon,20,,224,121,711,0.145,219,27,26,309,419,34,11,50,3,287,1,
http://stats.ncaa.org/team/509/16620,Northwestern,Big Ten,19,,209,116,586,0.159,182,26,41,221,348,29,12,52,5,273,1,
http://stats.ncaa.org/team/508/16620,Northwestern St.,Southland,27,,324,151,919,0.188,293,32,69,383,556,47,14,114,8,427,2,
http://stats.ncaa.org/team/513/16620,Notre Dame,ACC,16,,204,75,590,0.219,194,28,33,261,299,19,7,66,12,272,,
http://stats.ncaa.org/team/514/16620,Oakland,Horizon,22,,288,117,837,0.204,269,35,44,349,431,40,10,54,5,360,,
http://stats.ncaa.org/team/519/16620,Ohio,MAC,19,,231,116,686,0.168,218,17,60,259,389,18,10,58,12,287,2,
http://stats.ncaa.org/team/518/16620,Ohio St.,Big Ten,20,,264,98,659,0.252,244,37,39,235,383,29,10,71,1,346.5,1,
http://stats.ncaa.org/team/522/16620,Oklahoma,SEC,15,,215,77,505,0.273,208,27,40,200,286,24,9,66,16,284,2,
http://stats.ncaa.org/team/523/16620,Old Dominion,Sun Belt,28,,363,135,909,0.251,333,56,51,367,530,32,12,88,6,475,,
http://stats.ncaa.org/team/433/16620,Ole Miss,SEC,22,,264,111,720,0.213,244,41,69,305,386,26,12,79,19,356.5,2,
http://stats.ncaa.org/team/464/16620,Omaha,Summit League,23,,244,145,784,0.126,229,35,58,306,457,42,1,64,12,312,1,
http://stats.ncaa.org/team/527/16620,Oral Roberts,Summit League,25,,274,146,886,0.144,257,38,60,376,527,48,6,48,8,342,7,
