school,playerstatsurl,matchstatsurl
Central Ark.,http://stats.ncaa.org/team/1004/stats/16920,https://stats.ncaa.org/player/game_by_game?org_id=1004&game_sport_year_ctl_id=16920&stats_player_seq=-100
Central Conn. St.,http://stats.ncaa.org/team/127/stats/16920,https://stats.ncaa.org/player/game_by_game?org_id=127&game_sport_year_ctl_id=16920&stats_player_seq=-100
Central Mich.,http://stats.ncaa.org/team/129/stats/16920,https://stats.ncaa.org/player/game_by_game?org_id=129&game_sport_year_ctl_id=16920&stats_player_seq=-100
Charleston So.,http://stats.ncaa.org/team/48/stats/16920,https://stats.ncaa.org/player/game_by_game?org_id=48&game_sport_year_ctl_id=16920&stats_player_seq=-100
Charlotte,http://stats.ncaa.org/team/458/stats/16920,https://stats.ncaa.org/player/game_by_game?org_id=458&game_sport_year_ctl_id=16920&stats_player_seq=-100
Chattanooga,http://stats.ncaa.org/team/693/stats/16920,https://stats.ncaa.org/player/game_by_game?org_id=693&game_sport_year_ctl_id=16920&stats_player_seq=-100
Chicago St.,http://stats.ncaa.org/team/136/stats/16920,https://stats.ncaa.org/player/game_by_game?org_id=136&game_sport_year_ctl_id=16920&stats_player_seq=-100
Cincinnati,http://stats.ncaa.org/team/140/stats/16920,https://stats.ncaa.org/player/game_by_game?org_id=140&game_sport_year_ctl_id=16920&stats_player_seq=-100
Clemson,http://stats.ncaa.org/team/147/stats/16920,https://stats.ncaa.org/player/game_by_game?org_id=147&game_sport_year_ctl_id=16920&stats_player_seq=-100
Cleveland St.,http://stats.ncaa.org/team/148/stats/16920,https://stats.ncaa.org/player/game_by_game?org_id=148&game_sport_year_ctl_id=16920&stats_player_seq=-100
Coastal Carolina,http://stats.ncaa.org/team/149/stats/16920,https://stats.ncaa.org/player/game_by_game?org_id=149&game_sport_year_ctl_id=16920&stats_player_seq=-100
Col. of Charleston,http://stats.ncaa.org/team/1014/stats/16920,https://stats.ncaa.org/player/game_by_game?org_id=1014&game_sport_year_ctl_id=16920&stats_player_seq=-100
Colgate,http://stats.ncaa.org/team/153/stats/16920,https://stats.ncaa.org/player/game_by_game?org_id=153&game_sport_year_ctl_id=16920&stats_player_seq=-100
Colorado,http://stats.ncaa.org/team/157/stats/16920,https://stats.ncaa.org/player/game_by_game?org_id=157&game_sport_year_ctl_id=16920&stats_player_seq=-100
Colorado St.,http://stats.ncaa.org/team/156/stats/16920,https://stats.ncaa.org/player/game_by_game?org_id=156&game_sport_year_ctl_id=16920&stats_player_seq=-100
Columbia,http://stats.ncaa.org/team/158/stats/16920,https://stats.ncaa.org/player/game_by_game?org_id=158&game_sport_year_ctl_id=16920&stats_player_seq=-100
Coppin St.,http://stats.ncaa.org/team/165/stats/16920,https://stats.ncaa.org/player/game_by_game?org_id=165&game_sport_year_ctl_id=16920&stats_player_seq=-100
Cornell,http://stats.ncaa.org/team/167/stats/16920,https://stats.ncaa.org/player/game_by_game?org_id=167&game_sport_year_ctl_id=16920&stats_player_seq=-100
Creighton,http://stats.ncaa.org/team/169/stats/16920,https://stats.ncaa.org/player/game_by_game?org_id=169&game_sport_year_ctl_id=16920&stats_player_seq=-100
CSU Bakersfield,http://stats.ncaa.org/team/94/stats/16920,https://stats.ncaa.org/player/game_by_game?org_id=94&game_sport_year_ctl_id=16920&stats_player_seq=-100
CSUN,http://stats.ncaa.org/team/101/stats/16920,https://stats.ncaa.org/player/game_by_game?org_id=101&game_sport_year_ctl_id=16920&stats_player_seq=-100
Dartmouth,http://stats.ncaa.org/team/172/stats/16920,https://stats.ncaa.org/player/game_by_game?org_id=172&game_sport_year_ctl_id=16920&stats_player_seq=-100
Davidson,http://stats.ncaa.org/team/173/stats/16920,https://stats.ncaa.org/player/game_by_game?org_id=173&game_sport_year_ctl_id=16920&stats_player_seq=-100
Dayton,http://stats.ncaa.org/team/175/stats/16920,https://stats.ncaa.org/player/game_by_game?org_id=175&game_sport_year_ctl_id=16920&stats_player_seq=-100
Delaware,http://stats.ncaa.org/team/180/stats/16920,https://stats.ncaa.org/player/game_by_game?org_id=180&game_sport_year_ctl_id=16920&stats_player_seq=-100
Delaware St.,http://stats.ncaa.org/team/178/stats/16920,https://stats.ncaa.org/player/game_by_game?org_id=178&game_sport_year_ctl_id=16920&stats_player_seq=-100
Denver,http://stats.ncaa.org/team/183/stats/16920,https://stats.ncaa.org/player/game_by_game?org_id=183&game_sport_year_ctl_id=16920&stats_player_seq=-100
DePaul,http://stats.ncaa.org/team/176/stats/16920,https://stats.ncaa.org/player/game_by_game?org_id=176&game_sport_year_ctl_id=16920&stats_player_seq=-100
Drake,http://stats.ncaa.org/team/189/stats/16920,https://stats.ncaa.org/player/game_by_game?org_id=189&game_sport_year_ctl_id=16920&stats_player_seq=-100
Duke,http://stats.ncaa.org/team/193/stats/16920,https://stats.ncaa.org/player/game_by_game?org_id=193&game_sport_year_ctl_id=16920&stats_player_seq=-100
Duquesne,http://stats.ncaa.org/team/194/stats/16920,https://stats.ncaa.org/player/game_by_game?org_id=194&game_sport_year_ctl_id=16920&stats_player_seq=-100
East Carolina,http://stats.ncaa.org/team/196/stats/16920,https://stats.ncaa.org/player/game_by_game?org_id=196&game_sport_year_ctl_id=16920&stats_player_seq=-100
Eastern Ill.,http://stats.ncaa.org/team/201/stats/16920,https://stats.ncaa.org/player/game_by_game?org_id=201&game_sport_year_ctl_id=16920&stats_player_seq=-100
Eastern Ky.,http://stats.ncaa.org/team/202/stats/16920,https://stats.ncaa.org/player/game_by_game?org_id=202&game_sport_year_ctl_id=16920&stats_player_seq=-100
Eastern Mich.,http://stats.ncaa.org/team/204/stats/16920,https://stats.ncaa.org/player/game_by_game?org_id=204&game_sport_year_ctl_id=16920&stats_player_seq=-100
Eastern Wash.,http://stats.ncaa.org/team/207/stats/16920,https://stats.ncaa.org/player/game_by_game?org_id=207&game_sport_year_ctl_id=16920&stats_player_seq=-100
Elon,http://stats.ncaa.org/team/1068/stats/16920,https://stats.ncaa.org/player/game_by_game?org_id=1068&game_sport_year_ctl_id=16920&stats_player_seq=-100
ETSU,http://stats.ncaa.org/team/198/stats/16920,https://stats.ncaa.org/player/game_by_game?org_id=198&game_sport_year_ctl_id=16920&stats_player_seq=-100
Evansville,http://stats.ncaa.org/team/219/stats/16920,https://stats.ncaa.org/player/game_by_game?org_id=219&game_sport_year_ctl_id=16920&stats_player_seq=-100
Fairfield,http://stats.ncaa.org/team/220/stats/16920,https://stats.ncaa.org/player/game_by_game?org_id=220&game_sport_year_ctl_id=16920&stats_player_seq=-100
Fairleigh Dickinson,http://stats.ncaa.org/team/222/stats/16920,https://stats.ncaa.org/player/game_by_game?org_id=222&game_sport_year_ctl_id=16920&stats_player_seq=-100
FGCU,http://stats.ncaa.org/team/28755/stats/16920,https://stats.ncaa.org/player/game_by_game?org_id=28755&game_sport_year_ctl_id=16920&stats_player_seq=-100
FIU,http://stats.ncaa.org/team/231/stats/16920,https://stats.ncaa.org/player/game_by_game?org_id=231&game_sport_year_ctl_id=16920&stats_player_seq=-100
Fla. Atlantic,http://stats.ncaa.org/team/229/stats/16920,https://stats.ncaa.org/player/game_by_game?org_id=229&game_sport_year_ctl_id=16920&stats_player_seq=-100
Florida,http://stats.ncaa.org/team/235/stats/16920,https://stats.ncaa.org/player/game_by_game?org_id=235&game_sport_year_ctl_id=16920&stats_player_seq=-100
Florida A&M,http://stats.ncaa.org/team/228/stats/16920,https://stats.ncaa.org/player/game_by_game?org_id=228&game_sport_year_ctl_id=16920&stats_player_seq=-100
Florida St.,http://stats.ncaa.org/team/234/stats/16920,https://stats.ncaa.org/player/game_by_game?org_id=234&game_sport_year_ctl_id=16920&stats_player_seq=-100
Fordham,http://stats.ncaa.org/team/236/stats/16920,https://stats.ncaa.org/player/game_by_game?org_id=236&game_sport_year_ctl_id=16920&stats_player_seq=-100
Fresno St.,http://stats.ncaa.org/team/96/stats/16920,https://stats.ncaa.org/player/game_by_game?org_id=96&game_sport_year_ctl_id=16920&stats_player_seq=-100
Furman,http://stats.ncaa.org/team/244/stats/16920,https://stats.ncaa.org/player/game_by_game?org_id=244&game_sport_year_ctl_id=16920&stats_player_seq=-100
Ga. Southern,http://stats.ncaa.org/team/253/stats/16920,https://stats.ncaa.org/player/game_by_game?org_id=253&game_sport_year_ctl_id=16920&stats_player_seq=-100
Gardner-Webb,http://stats.ncaa.org/team/1092/stats/16920,https://stats.ncaa.org/player/game_by_game?org_id=1092&game_sport_year_ctl_id=16920&stats_player_seq=-100
George Mason,http://stats.ncaa.org/team/248/stats/16920,https://stats.ncaa.org/player/game_by_game?org_id=248&game_sport_year_ctl_id=16920&stats_player_seq=-100
George Washington,http://stats.ncaa.org/team/249/stats/16920,https://stats.ncaa.org/player/game_by_game?org_id=249&game_sport_year_ctl_id=16920&stats_player_seq=-100
Georgetown,http://stats.ncaa.org/team/251/stats/16920,https://stats.ncaa.org/player/game_by_game?org_id=251&game_sport_year_ctl_id=16920&stats_player_seq=-100
Georgia,http://stats.ncaa.org/team/257/stats/16920,https://stats.ncaa.org/player/game_by_game?org_id=257&game_sport_year_ctl_id=16920&stats_player_seq=-100
Georgia St.,http://stats.ncaa.org/team/254/stats/16920,https://stats.ncaa.org/player/game_by_game?org_id=254&game_sport_year_ctl_id=16920&stats_player_seq=-100
Georgia Tech,http://stats.ncaa.org/team/255/stats/16920,https://stats.ncaa.org/player/game_by_game?org_id=255&game_sport_year_ctl_id=16920&stats_player_seq=-100
Gonzaga,http://stats.ncaa.org/team/260/stats/16920,https://stats.ncaa.org/player/game_by_game?org_id=260&game_sport_year_ctl_id=16920&stats_player_seq=-100
Grambling,http://stats.ncaa.org/team/261/stats/16920,https://stats.ncaa.org/player/game_by_game?org_id=261&game_sport_year_ctl_id=16920&stats_player_seq=-100
Grand Canyon,http://stats.ncaa.org/team/1104/stats/16920,https://stats.ncaa.org/player/game_by_game?org_id=1104&game_sport_year_ctl_id=16920&stats_player_seq=-100
Green Bay,http://stats.ncaa.org/team/794/stats/16920,https://stats.ncaa.org/player/game_by_game?org_id=794&game_sport_year_ctl_id=16920&stats_player_seq=-100
Hampton,http://stats.ncaa.org/team/270/stats/16920,https://stats.ncaa.org/player/game_by_game?org_id=270&game_sport_year_ctl_id=16920&stats_player_seq=-100
Harvard,http://stats.ncaa.org/team/275/stats/16920,https://stats.ncaa.org/player/game_by_game?org_id=275&game_sport_year_ctl_id=16920&stats_player_seq=-100
Hawaii,http://stats.ncaa.org/team/277/stats/16920,https://stats.ncaa.org/player/game_by_game?org_id=277&game_sport_year_ctl_id=16920&stats_player_seq=-100
High Point,http://stats.ncaa.org/team/19651/stats/16920,https://stats.ncaa.org/player/game_by_game?org_id=19651&game_sport_year_ctl_id=16920&stats_player_seq=-100
Hofstra,http://stats.ncaa.org/team/283/stats/16920,https://stats.ncaa.org/player/game_by_game?org_id=283&game_sport_year_ctl_id=16920&stats_player_seq=-100
Holy Cross,http://stats.ncaa.org/team/285/stats/16920,https://stats.ncaa.org/player/game_by_game?org_id=285&game_sport_year_ctl_id=16920&stats_player_seq=-100
Houston,http://stats.ncaa.org/team/288/stats/16920,https://stats.ncaa.org/player/game_by_game?org_id=288&game_sport_year_ctl_id=16920&stats_player_seq=-100
Houston Christian,http://stats.ncaa.org/team/287/stats/16920,https://stats.ncaa.org/player/game_by_game?org_id=287&game_sport_year_ctl_id=16920&stats_player_seq=-100
Howard,http://stats.ncaa.org/team/290/stats/16920,https://stats.ncaa.org/player/game_by_game?org_id=290&game_sport_year_ctl_id=16920&stats_player_seq=-100
Idaho,http://stats.ncaa.org/team/295/stats/16920,https://stats.ncaa.org/player/game_by_game?org_id=295&game_sport_year_ctl_id=16920&stats_player_seq=-100
Idaho St.,http://stats.ncaa.org/team/294/stats/16920,https://stats.ncaa.org/player/game_by_game?org_id=294&game_sport_year_ctl_id=16920&stats_player_seq=-100
Illinois,http://stats.ncaa.org/team/301/stats/16920,https://stats.ncaa.org/player/game_by_game?org_id=301&game_sport_year_ctl_id=16920&stats_player_seq=-100
Illinois St.,http://stats.ncaa.org/team/299/stats/16920,https://stats.ncaa.org/player/game_by_game?org_id=299&game_sport_year_ctl_id=16920&stats_player_seq=-100
Indiana,http://stats.ncaa.org/team/306/stats/16920,https://stats.ncaa.org/player/game_by_game?org_id=306&game_sport_year_ctl_id=16920&stats_player_seq=-100
Indiana St.,http://stats.ncaa.org/team/305/stats/16920,https://stats.ncaa.org/player/game_by_game?org_id=305&game_sport_year_ctl_id=16920&stats_player_seq=-100
Iona,http://stats.ncaa.org/team/310/stats/16920,https://stats.ncaa.org/player/game_by_game?org_id=310&game_sport_year_ctl_id=16920&stats_player_seq=-100
Iowa,http://stats.ncaa.org/team/312/stats/16920,https://stats.ncaa.org/player/game_by_game?org_id=312&game_sport_year_ctl_id=16920&stats_player_seq=-100
Iowa St.,http://stats.ncaa.org/team/311/stats/16920,https://stats.ncaa.org/player/game_by_game?org_id=311&game_sport_year_ctl_id=16920&stats_player_seq=-100
IU Indy,http://stats.ncaa.org/team/2699/stats/16920,https://stats.ncaa.org/player/game_by_game?org_id=2699&game_sport_year_ctl_id=16920&stats_player_seq=-100
Jackson St.,http://stats.ncaa.org/team/314/stats/16920,https://stats.ncaa.org/player/game_by_game?org_id=314&game_sport_year_ctl_id=16920&stats_player_seq=-100
Jacksonville,http://stats.ncaa.org/team/316/stats/16920,https://stats.ncaa.org/player/game_by_game?org_id=316&game_sport_year_ctl_id=16920&stats_player_seq=-100
Jacksonville St.,http://stats.ncaa.org/team/315/stats/16920,https://stats.ncaa.org/player/game_by_game?org_id=315&game_sport_year_ctl_id=16920&stats_player_seq=-100
James Madison,http://stats.ncaa.org/team/317/stats/16920,https://stats.ncaa.org/player/game_by_game?org_id=317&game_sport_year_ctl_id=16920&stats_player_seq=-100
Kansas,http://stats.ncaa.org/team/328/stats/16920,https://stats.ncaa.org/player/game_by_game?org_id=328&game_sport_year_ctl_id=16920&stats_player_seq=-100
Kansas City,http://stats.ncaa.org/team/2707/stats/16920,https://stats.ncaa.org/player/game_by_game?org_id=2707&game_sport_year_ctl_id=16920&stats_player_seq=-100
Kansas St.,http://stats.ncaa.org/team/327/stats/16920,https://stats.ncaa.org/player/game_by_game?org_id=327&game_sport_year_ctl_id=16920&stats_player_seq=-100
Kennesaw St.,http://stats.ncaa.org/team/1157/stats/16920,https://stats.ncaa.org/player/game_by_game?org_id=1157&game_sport_year_ctl_id=16920&stats_player_seq=-100
Kent St.,http://stats.ncaa.org/team/331/stats/16920,https://stats.ncaa.org/player/game_by_game?org_id=331&game_sport_year_ctl_id=16920&stats_player_seq=-100
Kentucky,http://stats.ncaa.org/team/334/stats/16920,https://stats.ncaa.org/player/game_by_game?org_id=334&game_sport_year_ctl_id=16920&stats_player_seq=-100
Lafayette,http://stats.ncaa.org/team/342/stats/16920,https://stats.ncaa.org/player/game_by_game?org_id=342&game_sport_year_ctl_id=16920&stats_player_seq=-100
Lamar University,http://stats.ncaa.org/team/346/stats/16920,https://stats.ncaa.org/player/game_by_game?org_id=346&game_sport_year_ctl_id=16920&stats_player_seq=-100
Lehigh,http://stats.ncaa.org/team/352/stats/16920,https://stats.ncaa.org/player/game_by_game?org_id=352&game_sport_year_ctl_id=16920&stats_player_seq=-100
Liberty,http://stats.ncaa.org/team/355/stats/16920,https://stats.ncaa.org/player/game_by_game?org_id=355&game_sport_year_ctl_id=16920&stats_player_seq=-100
Lindenwood,http://stats.ncaa.org/team/30136/stats/16920,https://stats.ncaa.org/player/game_by_game?org_id=30136&game_sport_year_ctl_id=16920&stats_player_seq=-100
Lipscomb,http://stats.ncaa.org/team/28600/stats/16920,https://stats.ncaa.org/player/game_by_game?org_id=28600&game_sport_year_ctl_id=16920&stats_player_seq=-100
Little Rock,http://stats.ncaa.org/team/32/stats/16920,https://stats.ncaa.org/player/game_by_game?org_id=32&game_sport_year_ctl_id=16920&stats_player_seq=-100
LIU,http://stats.ncaa.org/team/361/stats/16920,https://stats.ncaa.org/player/game_by_game?org_id=361&game_sport_year_ctl_id=16920&stats_player_seq=-100
LMU (CA),http://stats.ncaa.org/team/370/stats/16920,https://stats.ncaa.org/player/game_by_game?org_id=370&game_sport_year_ctl_id=16920&stats_player_seq=-100
Long Beach St.,http://stats.ncaa.org/team/99/stats/16920,https://stats.ncaa.org/player/game_by_game?org_id=99&game_sport_year_ctl_id=16920&stats_player_seq=-100
Louisiana,http://stats.ncaa.org/team/671/stats/16920,https://stats.ncaa.org/player/game_by_game?org_id=671&game_sport_year_ctl_id=16920&stats_player_seq=-100
Louisiana Tech,http://stats.ncaa.org/team/366/stats/16920,https://stats.ncaa.org/player/game_by_game?org_id=366&game_sport_year_ctl_id=16920&stats_player_seq=-100
Louisville,http://stats.ncaa.org/team/367/stats/16920,https://stats.ncaa.org/player/game_by_game?org_id=367&game_sport_year_ctl_id=16920&stats_player_seq=-100
Loyola Chicago,http://stats.ncaa.org/team/371/stats/16920,https://stats.ncaa.org/player/game_by_game?org_id=371&game_sport_year_ctl_id=16920&stats_player_seq=-100
Loyola Maryland,http://stats.ncaa.org/team/369/stats/16920,https://stats.ncaa.org/player/game_by_game?org_id=369&game_sport_year_ctl_id=16920&stats_player_seq=-100
LSU,http://stats.ncaa.org/team/365/stats/16920,https://stats.ncaa.org/player/game_by_game?org_id=365&game_sport_year_ctl_id=16920&stats_player_seq=-100
Manhattan,http://stats.ncaa.org/team/381/stats/16920,https://stats.ncaa.org/player/game_by_game?org_id=381&game_sport_year_ctl_id=16920&stats_player_seq=-100
Marist,http://stats.ncaa.org/team/386/stats/16920,https://stats.ncaa.org/player/game_by_game?org_id=386&game_sport_year_ctl_id=16920&stats_player_seq=-100
Marquette,http://stats.ncaa.org/team/387/stats/16920,https://stats.ncaa.org/player/game_by_game?org_id=387&game_sport_year_ctl_id=16920&stats_player_seq=-100
Marshall,http://stats.ncaa.org/team/388/stats/16920,https://stats.ncaa.org/player/game_by_game?org_id=388&game_sport_year_ctl_id=16920&stats_player_seq=-100
Maryland,http://stats.ncaa.org/team/392/stats/16920,https://stats.ncaa.org/player/game_by_game?org_id=392&game_sport_year_ctl_id=16920&stats_player_seq=-100
McNeese,http://stats.ncaa.org/team/402/stats/16920,https://stats.ncaa.org/player/game_by_game?org_id=402&game_sport_year_ctl_id=16920&stats_player_seq=-100
Memphis,http://stats.ncaa.org/team/404/stats/16920,https://stats.ncaa.org/player/game_by_game?org_id=404&game_sport_year_ctl_id=16920&stats_player_seq=-100
Mercer,http://stats.ncaa.org/team/406/stats/16920,https://stats.ncaa.org/player/game_by_game?org_id=406&game_sport_year_ctl_id=16920&stats_player_seq=-100
Merrimack,http://stats.ncaa.org/team/410/stats/16920,https://stats.ncaa.org/player/game_by_game?org_id=410&game_sport_year_ctl_id=16920&stats_player_seq=-100
Miami (FL),http://stats.ncaa.org/team/415/stats/16920,https://stats.ncaa.org/player/game_by_game?org_id=415&game_sport_year_ctl_id=16920&stats_player_seq=-100
Miami (OH),http://stats.ncaa.org/team/414/stats/16920,https://stats.ncaa.org/player/game_by_game?org_id=414&game_sport_year_ctl_id=16920&stats_player_seq=-100
Michigan,http://stats.ncaa.org/team/418/stats/16920,https://stats.ncaa.org/player/game_by_game?org_id=418&game_sport_year_ctl_id=16920&stats_player_seq=-100
Michigan St.,http://stats.ncaa.org/team/416/stats/16920,https://stats.ncaa.org/player/game_by_game?org_id=416&game_sport_year_ctl_id=16920&stats_player_seq=-100
Middle Tenn.,http://stats.ncaa.org/team/419/stats/16920,https://stats.ncaa.org/player/game_by_game?org_id=419&game_sport_year_ctl_id=16920&stats_player_seq=-100
Milwaukee,http://stats.ncaa.org/team/797/stats/16920,https://stats.ncaa.org/player/game_by_game?org_id=797&game_sport_year_ctl_id=16920&stats_player_seq=-100
Minnesota,http://stats.ncaa.org/team/428/stats/16920,https://stats.ncaa.org/player/game_by_game?org_id=428&game_sport_year_ctl_id=16920&stats_player_seq=-100
Mississippi St.,http://stats.ncaa.org/team/430/stats/16920,https://stats.ncaa.org/player/game_by_game?org_id=430&game_sport_year_ctl_id=16920&stats_player_seq=-100
Mississippi Val.,http://stats.ncaa.org/team/432/stats/16920,https://stats.ncaa.org/player/game_by_game?org_id=432&game_sport_year_ctl_id=16920&stats_player_seq=-100
Missouri,http://stats.ncaa.org/team/434/stats/16920,https://stats.ncaa.org/player/game_by_game?org_id=434&game_sport_year_ctl_id=16920&stats_player_seq=-100
Missouri St.,http://stats.ncaa.org/team/669/stats/16920,https://stats.ncaa.org/player/game_by_game?org_id=669&game_sport_year_ctl_id=16920&stats_player_seq=-100
Montana,http://stats.ncaa.org/team/441/stats/16920,https://stats.ncaa.org/player/game_by_game?org_id=441&game_sport_year_ctl_id=16920&stats_player_seq=-100
Montana St.,http://stats.ncaa.org/team/440/stats/16920,https://stats.ncaa.org/player/game_by_game?org_id=440&game_sport_year_ctl_id=16920&stats_player_seq=-100
Morehead St.,http://stats.ncaa.org/team/444/stats/16920,https://stats.ncaa.org/player/game_by_game?org_id=444&game_sport_year_ctl_id=16920&stats_player_seq=-100
Morgan St.,http://stats.ncaa.org/team/446/stats/16920,https://stats.ncaa.org/player/game_by_game?org_id=446&game_sport_year_ctl_id=16920&stats_player_seq=-100
