URL,Institution,Conference,S,MP,Kills,Errors,Total Attacks,Hit Pct,Assists,Aces,SErr,Digs,RetAtt,RErr,Block Solos,Block Assists,BErr,TB,PTS,BHE,SrvAtt
https://stats.ncaa.org/team/61/16480,Binghamton,America East,10,,115,35,305,0.262,108,26,22,143,152,7,3,56,2,31,172,10,
https://stats.ncaa.org/team/62/16480,Boise St.,Mountain West,6,,93,28,224,0.29,85,6,14,95,114,8,4,32,3,20,119,1,
https://stats.ncaa.org/team/66/16480,Boston College,ACC,6,,85,26,198,0.298,77,12,8,86,96,12,1,12,,7,104,2,
https://stats.ncaa.org/team/67/16480,Bowling Green,MAC,11,,127,49,319,0.245,116,24,15,115,205,15,12,32,,28,179,,
https://stats.ncaa.org/team/71/16480,Bradley,MVC,10,,115,56,351,0.168,108,19,16,166,187,11,7,29,8,21.5,155.5,2,
https://stats.ncaa.org/team/72/16480,Bryant,America East,12,,136,100,377,0.095,127,14,16,131,260,17,2,40,4,22,172,1,
https://stats.ncaa.org/team/81/16480,Bucknell,Patriot,10,,117,56,386,0.158,110,6,26,168,215,21,3,36,5,21,144,1,
https://stats.ncaa.org/team/83/16480,Buffalo,MAC,12,,155,56,404,0.245,136,16,31,178,219,12,12,20,7,22,193,7,
https://stats.ncaa.org/team/86/16480,Butler,Big East,12,,155,64,430,0.212,143,13,32,163,238,16,4,42,6,25,193,2,
https://stats.ncaa.org/team/87/16480,BYU,Big 12,12,,158,59,388,0.255,137,18,34,157,222,15,3,74,2,40,216,2,
https://stats.ncaa.org/team/94/16480,Cal Poly,Big West,11,,136,63,411,0.178,125,19,32,167,219,20,5,46,5,28,183,2,
https://stats.ncaa.org/team/101/16480,Cal St. Fullerton,Big West,10,,85,67,309,0.058,82,10,19,121,218,29,2,24,9,14,109,1,
https://stats.ncaa.org/team/90/16480,California,Pac-12,10,,142,53,346,0.257,132,24,28,145,158,7,5,28,5,19,185,1,
https://stats.ncaa.org/team/97/16480,California Baptist,WAC,13,,163,55,447,0.242,153,33,38,194,251,19,1,36,5,19,215,,
https://stats.ncaa.org/team/107/16480,Campbell,CAA,12,,126,67,380,0.155,118,11,17,155,249,21,6,40,,26,163,1,
https://stats.ncaa.org/team/30135/16480,Canisius,MAAC,12,,136,51,390,0.218,130,20,26,160,217,16,5,30,3,20,176,,
https://stats.ncaa.org/team/115/16480,Central Ark.,ASUN,15,,173,81,509,0.181,156,22,28,200,305,25,4,28,,18,213,1,
https://stats.ncaa.org/team/116/16480,Central Conn. St.,NEC,10,,89,57,309,0.104,86,13,20,141,205,22,4,14,,11,113,4,
https://stats.ncaa.org/team/1004/16480,Central Mich.,MAC,13,,143,72,405,0.175,129,32,28,149,265,33,10,24,2,22,197,,
https://stats.ncaa.org/team/127/16480,Charleston So.,Big South,12,,130,68,415,0.149,116,11,11,191,232,18,2,36,4,20,161,3,
https://stats.ncaa.org/team/129/16480,Charlotte,AAC,12,,143,75,428,0.159,138,21,19,208,224,17,7,64,2,39,203,4,
https://stats.ncaa.org/team/48/16480,Chattanooga,SoCon,11,,155,54,412,0.245,144,22,10,201,180,11,4,23,3,15.5,192.5,2,
https://stats.ncaa.org/team/458/16480,Chicago St.,DI Independent,9,,133,44,318,0.28,121,10,21,124,185,11,1,24,1,13,156,1,
https://stats.ncaa.org/team/693/16480,Cincinnati,Big 12,10,,150,45,371,0.283,142,27,17,163,189,9,4,36,4,22,199,3,
https://stats.ncaa.org/team/136/16480,Clemson,ACC,7,,95,35,238,0.252,82,17,15,103,132,7,7,20,1,17,129,,
https://stats.ncaa.org/team/140/16480,Cleveland St.,Horizon,11,,122,39,357,0.232,101,23,17,162,165,10,8,40,,28,173,4,
https://stats.ncaa.org/team/147/16480,Coastal Carolina,Sun Belt,13,,172,75,470,0.206,157,22,31,200,241,14,3,42,5,24,218,3,
https://stats.ncaa.org/team/148/16480,Col. of Charleston,CAA,11,,151,49,419,0.243,129,25,19,160,216,11,10,28,5,24,200,,
https://stats.ncaa.org/team/149/16480,Colgate,Patriot,12,,136,44,382,0.241,123,14,28,142,220,18,6,72,,42,192,,
https://stats.ncaa.org/team/1014/16480,Colorado,Pac-12,10,,131,45,301,0.286,121,13,16,112,189,13,9,32,,25,169,1,
https://stats.ncaa.org/team/153/16480,Colorado St.,Mountain West,8,,91,26,253,0.257,82,11,23,92,157,11,2,22,3,13,115,,
https://stats.ncaa.org/team/157/16480,Coppin St.,MEAC,10,,127,66,369,0.165,112,10,23,166,194,12,7,20,2,17,154,1,
https://stats.ncaa.org/team/156/16480,Creighton,Big East,11,,169,51,445,0.265,145,15,35,209,224,13,1,38,7,20,204,4,
https://stats.ncaa.org/team/165/16480,CSU Bakersfield,Big West,10,,140,59,347,0.233,124,24,24,144,191,15,,44,7,22,186,2,
https://stats.ncaa.org/team/169/16480,CSUN,Big West,14,,146,71,442,0.17,136,16,27,181,282,34,4,40,1,24,186,3,
https://stats.ncaa.org/team/173/16480,Davidson,Atlantic 10,10,,137,42,316,0.301,126,17,17,148,160,15,4,26,2,17,171,,
https://stats.ncaa.org/team/175/16480,Dayton,Atlantic 10,13,,163,50,427,0.265,150,19,33,183,224,17,3,62,6,34,216,3,
https://stats.ncaa.org/team/176/16480,Delaware,CAA,11,,143,43,327,0.306,127,23,28,160,181,8,4,63,8,35.5,201.5,2,
https://stats.ncaa.org/team/180/16480,Delaware St.,MEAC,11,,128,47,323,0.251,123,30,25,158,203,31,2,38,5,21,179,,
https://stats.ncaa.org/team/178/16480,Denver,Summit League,10,,107,54,322,0.165,105,15,25,116,217,19,5,28,8,19,141,2,
https://stats.ncaa.org/team/183/16480,DePaul,Big East,6,,59,47,245,0.049,56,5,9,94,135,2,,26,6,13,77,1,
https://stats.ncaa.org/team/189/16480,Drake,MVC,13,,166,63,437,0.236,159,12,35,193,256,16,1,38,4,20,198,1,
https://stats.ncaa.org/team/193/16480,Duke,ACC,12,,144,62,440,0.186,135,14,40,178,251,14,2,38,4,21,179,1,
https://stats.ncaa.org/team/194/16480,Duquesne,Atlantic 10,10,,136,54,325,0.252,126,19,21,139,181,18,1,30,,16,171,4,
https://stats.ncaa.org/team/198/16480,East Carolina,AAC,9,,113,39,304,0.243,103,16,17,142,159,10,13,12,3,19,148,3,
https://stats.ncaa.org/team/196/16480,Eastern Ill.,OVC,12,,165,47,380,0.311,154,27,34,172,201,19,4,37,6,22.5,214.5,1,
https://stats.ncaa.org/team/201/16480,Eastern Ky.,ASUN,10,,147,60,400,0.218,137,9,24,164,216,10,6,22,5,17,173,,
https://stats.ncaa.org/team/202/16480,Eastern Mich.,MAC,13,,148,66,447,0.183,135,20,29,176,262,22,13,26,25,26,194,7,
https://stats.ncaa.org/team/204/16480,Eastern Wash.,Big Sky,12,,139,51,393,0.224,119,24,22,155,241,23,3,49,5,27.5,190.5,7,
https://stats.ncaa.org/team/207/16480,Elon,CAA,11,,110,73,393,0.094,97,14,30,157,244,19,4,34,2,21,145,2,
https://stats.ncaa.org/team/1068/16480,ETSU,SoCon,10,,96,80,303,0.053,89,10,18,111,221,21,10,18,,19,125,,
https://stats.ncaa.org/team/219/16480,Evansville,MVC,8,,93,39,238,0.227,90,20,15,100,167,19,9,22,1,20,133,,
https://stats.ncaa.org/team/222/16480,Fairfield,MAAC,13,,122,62,408,0.147,109,14,21,178,245,26,7,36,5,25,161,2,
https://stats.ncaa.org/team/28755/16480,FDU,NEC,12,,140,59,397,0.204,129,19,32,157,270,34,7,34,1,24,183,,
https://stats.ncaa.org/team/231/16480,FGCU,ASUN,13,,125,65,403,0.149,118,14,27,151,247,25,2,42,5,23,162,2,
https://stats.ncaa.org/team/220/16480,FIU,CUSA,10,,107,53,285,0.189,86,17,27,90,190,22,,40,,20,144,,
https://stats.ncaa.org/team/229/16480,Fla. Atlantic,AAC,11,,155,64,401,0.227,150,25,31,170,216,10,4,24,4,16,196,,
https://stats.ncaa.org/team/235/16480,Florida,SEC,9,,115,37,262,0.298,113,18,22,102,166,15,2,52,1,28,161,2,
https://stats.ncaa.org/team/228/16480,Florida A&M,SWAC,13,,154,57,443,0.219,149,12,28,186,271,14,8,26,10,21,187,13,
https://stats.ncaa.org/team/234/16480,Florida St.,ACC,9,,140,23,266,0.44,131,24,15,119,130,5,1,37,3,19.5,183.5,1,
https://stats.ncaa.org/team/236/16480,Fordham,Atlantic 10,12,,165,72,483,0.193,153,10,20,233,220,10,2,32,1,18,193,2,
https://stats.ncaa.org/team/96/16480,Fresno St.,Mountain West,12,,145,70,400,0.188,135,25,23,164,234,26,6,36,2,24,194,,
https://stats.ncaa.org/team/244/16480,Furman,SoCon,11,,129,59,365,0.192,121,14,22,131,221,21,5,24,1,17,160,2,
https://stats.ncaa.org/team/253/16480,Ga. Southern,Sun Belt,6,,75,26,193,0.254,69,11,12,93,98,7,17,6,4,20,106,1,
https://stats.ncaa.org/team/1092/16480,Gardner-Webb,Big South,10,,117,73,380,0.116,116,12,9,174,207,15,5,26,6,18,147,2,
https://stats.ncaa.org/team/248/16480,George Mason,Atlantic 10,13,,147,79,456,0.149,131,21,37,185,252,15,10,42,23,31,199,4,
https://stats.ncaa.org/team/249/16480,George Washington,Atlantic 10,8,,85,39,269,0.171,80,9,18,106,161,10,2,28,6,16,110,1,
https://stats.ncaa.org/team/251/16480,Georgetown,Big East,12,,133,47,359,0.24,119,18,31,147,220,25,4,53,8,30.5,181.5,3,
https://stats.ncaa.org/team/257/16480,Georgia,SEC,9,,108,38,261,0.268,101,14,28,102,160,17,3,30,,18,140,6,
https://stats.ncaa.org/team/254/16480,Georgia St.,Sun Belt,12,,164,54,423,0.26,152,15,28,196,221,17,5,37,2,23.5,202.5,4,
https://stats.ncaa.org/team/255/16480,Georgia Tech,ACC,7,,100,36,243,0.263,95,7,13,105,117,9,7,20,3,17,124,,
https://stats.ncaa.org/team/260/16480,Gonzaga,WCC,9,,95,48,296,0.159,89,13,21,116,185,14,,28,2,14,122,6,
https://stats.ncaa.org/team/261/16480,Grambling,SWAC,9,,79,53,291,0.089,75,9,24,111,202,27,4,14,5,11,99,1,
https://stats.ncaa.org/team/1104/16480,Grand Canyon,WAC,10,,128,37,340,0.268,120,26,32,145,184,10,10,32,7,26,180,1,
https://stats.ncaa.org/team/794/16480,Green Bay,Horizon,9,,120,50,311,0.225,114,16,19,117,182,5,7,36,1,25,161,,
https://stats.ncaa.org/team/277/16480,Hawaii,Big West,12,,144,73,417,0.17,136,8,26,168,238,15,9,42,6,30,182,,
https://stats.ncaa.org/team/19651/16480,High Point,Big South,13,,146,57,426,0.209,130,21,24,180,266,25,5,50,1,30,197,5,
https://stats.ncaa.org/team/283/16480,Hofstra,CAA,11,,141,50,340,0.268,127,36,35,124,184,23,4,38,3,23,200,1,
https://stats.ncaa.org/team/285/16480,Holy Cross,Patriot,10,,101,64,305,0.121,91,16,14,121,204,35,2,28,1,16,133,1,
https://stats.ncaa.org/team/288/16480,Houston,Big 12,11,,151,48,377,0.273,139,17,21,193,179,15,8,44,1,30,198,1,
https://stats.ncaa.org/team/287/16480,Houston Christian,Southland,13,,138,92,527,0.087,124,13,7,259,277,19,2,56,8,30,181,2,
https://stats.ncaa.org/team/290/16480,Howard,MEAC,14,,176,81,473,0.201,163,19,33,208,272,19,6,40,12,26,221,1,
https://stats.ncaa.org/team/2699/16480,Idaho,Big Sky,10,,117,50,340,0.197,105,18,22,142,204,11,2,16,4,10,145,,
https://stats.ncaa.org/team/295/16480,Idaho St.,Big Sky,6,,71,46,222,0.113,68,8,14,82,144,6,3,10,1,8,87,,
https://stats.ncaa.org/team/294/16480,Illinois,Big Ten,4,,58,18,143,0.28,54,8,13,61,84,9,1,16,1,9,75,,
https://stats.ncaa.org/team/301/16480,Illinois St.,MVC,10,,122,62,363,0.165,108,13,25,142,233,26,2,32,2,18,153,,
https://stats.ncaa.org/team/299/16480,Indiana,Big Ten,9,,123,39,272,0.309,111,26,22,113,113,6,7,34,1,24,173,,
https://stats.ncaa.org/team/306/16480,Indiana St.,MVC,11,,136,47,399,0.223,132,18,27,156,226,12,,22,4,11,165,3,
https://stats.ncaa.org/team/305/16480,Iona,MAAC,11,,109,56,345,0.154,101,27,25,150,202,23,4,14,3,11,147,7,
https://stats.ncaa.org/team/310/16480,Iowa,Big Ten,12,,143,55,423,0.208,135,23,25,215,240,24,3,40,3,23,189,4,
https://stats.ncaa.org/team/312/16480,Iowa St.,Big 12,6,,92,22,219,0.32,85,5,20,93,93,3,3,32,5,19,116,,
https://stats.ncaa.org/team/311/16480,IUPUI,Horizon,13,,153,92,474,0.129,127,25,47,186,268,20,10,16,19,18,196,5,
https://stats.ncaa.org/team/314/16480,Jackson St.,SWAC,10,,100,67,351,0.094,92,4,17,133,232,18,5,26,9,18,122,,
https://stats.ncaa.org/team/316/16480,Jacksonville,ASUN,11,,124,38,345,0.249,116,14,36,117,217,26,2,28,2,16,154,,
https://stats.ncaa.org/team/315/16480,Jacksonville St.,CUSA,11,,121,62,344,0.172,112,14,26,141,226,15,6,28,2,20,155,3,
https://stats.ncaa.org/team/317/16480,James Madison,Sun Belt,12,,144,55,418,0.213,132,27,33,170,232,24,10,46,3,33,204,2,
https://stats.ncaa.org/team/328/16480,Kansas,Big 12,6,,95,26,227,0.304,88,10,16,117,104,3,5,16,1,13,118,,
https://stats.ncaa.org/team/2707/16480,Kansas City,Summit League,11,,131,45,378,0.228,118,34,16,173,186,15,9,53,3,35.5,200.5,3,
https://stats.ncaa.org/team/327/16480,Kansas St.,Big 12,10,,139,34,329,0.319,124,19,22,138,169,11,6,49,6,30.5,188.5,,
https://stats.ncaa.org/team/1157/16480,Kennesaw St.,ASUN,11,,161,53,360,0.3,151,20,27,145,220,11,6,40,4,26,207,3,
https://stats.ncaa.org/team/331/16480,Kent St.,MAC,11,,109,69,387,0.103,103,21,17,178,239,24,10,16,4,18,148,4,
https://stats.ncaa.org/team/334/16480,Kentucky,SEC,8,,120,40,262,0.305,106,15,23,96,154,9,2,20,2,12,147,,
https://stats.ncaa.org/team/361/16480,Lamar University,Southland,6,,43,33,162,0.062,37,3,10,57,131,19,4,24,,16,62,1,
https://stats.ncaa.org/team/370/16480,Le Moyne,NEC,9,,40,61,248,-0.085,34,5,8,84,196,27,2,12,4,8,53,,
https://stats.ncaa.org/team/365/16480,Lehigh,Patriot,13,,149,71,425,0.184,138,24,28,201,252,28,12,22,4,23,196,6,
https://stats.ncaa.org/team/346/16480,Liberty,CUSA,9,,131,47,336,0.25,124,11,25,132,165,8,3,52,2,29,171,,
https://stats.ncaa.org/team/349/16480,Lindenwood,OVC,12,,153,62,432,0.211,143,19,29,178,251,18,3,48,15,27,199,2,
https://stats.ncaa.org/team/352/16480,Lipscomb,ASUN,10,,89,61,322,0.087,86,15,43,112,212,13,4,32,10,20,124,2,
https://stats.ncaa.org/team/355/16480,Little Rock,OVC,9,,84,69,310,0.048,81,14,15,129,203,24,4,18,4,13,111,,
https://stats.ncaa.org/team/30136/16480,LIU,NEC,11,,107,63,398,0.111,99,13,20,162,238,24,15,10,5,20,140,3,
https://stats.ncaa.org/team/28600/16480,LMU (CA),WCC,6,,68,43,193,0.13,61,13,23,66,117,7,4,39,1,23.5,104.5,4,
https://stats.ncaa.org/team/32/16480,Long Beach St.,Big West,7,,83,46,233,0.159,74,6,20,77,133,7,4,18,1,13,102,1,
https://stats.ncaa.org/team/99/16480,Louisiana,Sun Belt,11,,150,68,403,0.203,140,12,21,166,200,7,2,30,2,17,179,,
https://stats.ncaa.org/team/671/16480,Louisiana Tech,CUSA,11,,108,58,380,0.132,101,32,23,180,197,14,3,38,7,22,162,5,
https://stats.ncaa.org/team/366/16480,Louisville,ACC,10,,145,42,331,0.311,130,18,26,140,165,8,3,39,3,22.5,185.5,1,
https://stats.ncaa.org/team/367/16480,Loyola Chicago,Atlantic 10,11,,144,57,381,0.228,133,21,30,173,222,18,3,28,4,17,182,3,
https://stats.ncaa.org/team/371/16480,Loyola Maryland,Patriot,11,,152,65,393,0.221,125,10,31,152,226,19,3,22,3,14,176,3,
https://stats.ncaa.org/team/369/16480,LSU,SEC,10,,122,49,288,0.253,116,20,19,109,170,14,7,24,1,19,161,3,
https://stats.ncaa.org/team/381/16480,Manhattan,MAAC,9,,74,53,239,0.088,71,5,23,78,200,16,2,12,7,8,87,3,
https://stats.ncaa.org/team/386/16480,Marist,MAAC,10,,113,75,313,0.121,108,9,20,109,228,22,2,10,,7,129,1,
https://stats.ncaa.org/team/387/16480,Marquette,Big East,14,,156,68,478,0.184,149,20,34,211,273,19,6,30,6,21,197,1,
https://stats.ncaa.org/team/388/16480,Marshall,Sun Belt,9,,113,37,283,0.269,108,19,12,132,149,16,6,28,2,20,152,2,
https://stats.ncaa.org/team/392/16480,Maryland,Big Ten,11,,148,58,349,0.258,129,22,38,131,202,12,3,42,2,24,194,3,
https://stats.ncaa.org/team/402/16480,McNeese,Southland,14,,134,79,473,0.116,126,10,21,174,297,21,7,30,12,22,166,2,
https://stats.ncaa.org/team/404/16480,Memphis,AAC,11,,130,45,319,0.266,119,15,21,134,178,18,11,18,3,20,165,2,
https://stats.ncaa.org/team/406/16480,Mercer,SoCon,11,,122,45,309,0.249,108,18,22,123,188,22,5,22,4,16,156,2,
https://stats.ncaa.org/team/410/16480,Merrimack,NEC,10,,115,61,350,0.154,101,15,31,120,215,16,,8,2,4,134,5,
https://stats.ncaa.org/team/415/16480,Miami (FL),ACC,7,,101,30,216,0.329,90,21,21,85,124,10,,26,2,13,135,1,
https://stats.ncaa.org/team/414/16480,Miami (OH),MAC,9,,112,31,269,0.301,99,20,31,103,168,18,2,20,,12,144,,
https://stats.ncaa.org/team/418/16480,Michigan,Big Ten,6,,72,30,191,0.22,66,18,16,73,115,9,3,16,2,11,101,,
https://stats.ncaa.org/team/416/16480,Michigan St.,Big Ten,10,,129,52,361,0.213,115,15,32,159,192,12,6,28,1,20,164,2,
https://stats.ncaa.org/team/419/16480,Middle Tenn.,CUSA,8,,109,44,277,0.235,102,11,22,102,178,13,5,20,5,15,135,,
https://stats.ncaa.org/team/797/16480,Milwaukee,Horizon,12,,131,54,381,0.202,121,12,25,137,243,20,12,32,4,28,171,6,
https://stats.ncaa.org/team/428/16480,Minnesota,Big Ten,7,,88,27,219,0.279,83,9,17,112,117,16,4,34,3,21,118,,
https://stats.ncaa.org/team/430/16480,Mississippi St.,SEC,11,,144,41,360,0.286,130,16,25,171,183,8,11,44,3,33,193,,
https://stats.ncaa.org/team/432/16480,Mississippi Val.,SWAC,9,,40,50,198,-0.051,35,8,18,72,195,32,,14,5,7,55,3,
https://stats.ncaa.org/team/434/16480,Missouri,SEC,14,,178,66,450,0.249,166,34,31,191,257,19,3,30,3,18,230,,
https://stats.ncaa.org/team/669/16480,Missouri St.,MVC,9,,100,46,271,0.199,91,21,16,113,147,14,,45,2,22.5,143.5,3,
https://stats.ncaa.org/team/441/16480,Montana,Big Sky,10,,97,59,270,0.141,85,10,22,88,216,29,3,24,1,15,122,2,
https://stats.ncaa.org/team/440/16480,Montana St.,Big Sky,13,,151,60,399,0.228,143,24,28,134,244,16,6,46,8,29,204,3,
https://stats.ncaa.org/team/444/16480,Morehead St.,OVC,9,,133,38,339,0.28,124,19,19,175,136,6,7,26,2,20,172,3,
https://stats.ncaa.org/team/446/16480,Morgan St.,MEAC,9,,79,63,279,0.057,73,14,24,86,205,12,2,30,2,17,110,,
https://stats.ncaa.org/team/454/16480,Murray St.,MVC,14,,186,76,492,0.224,160,24,35,223,257,28,1,16,,9,219,,
https://stats.ncaa.org/team/488/16480,N.C. A&T,CAA,6,,78,29,216,0.227,69,12,22,84,123,12,1,18,2,10,100,1,
https://stats.ncaa.org/team/489/16480,N.C. Central,MEAC,10,,135,68,327,0.205,125,19,33,123,203,17,5,16,,13,167,1,
https://stats.ncaa.org/team/490/16480,Navy,Patriot,10,,121,53,324,0.21,108,21,28,139,175,17,4,22,3,15,157,3,
https://stats.ncaa.org/team/503/16480,NC State,ACC,12,,157,52,397,0.264,149,22,33,139,219,15,,44,,22,201,2,
https://stats.ncaa.org/team/471/16480,Nebraska,Big Ten,9,,116,46,277,0.253,108,12,22,129,122,11,2,52,4,28,156,,
https://stats.ncaa.org/team/726/16480,Nevada,Mountain West,14,,144,71,493,0.148,126,28,22,207,276,22,4,48,7,28,200,4,
https://stats.ncaa.org/team/463/16480,New Hampshire,America East,10,,116,45,336,0.211,105,12,28,158,196,28,3,28,4,17,145,,
https://stats.ncaa.org/team/466/16480,New Mexico,Mountain West,12,,154,61,480,0.194,143,15,14,239,233,7,1,48,7,25,194,5,
https://stats.ncaa.org/team/469/16480,New Mexico St.,CUSA,9,,115,38,301,0.256,106,20,31,138,189,10,7,42,5,28,163,6,
https://stats.ncaa.org/team/473/16480,New Orleans,Southland,10,,117,40,351,0.219,108,18,21,144,202,9,4,22,4,15,150,5,
https://stats.ncaa.org/team/472/16480,Niagara,MAAC,10,,82,63,321,0.059,72,9,9,123,219,15,2,40,2,22,113,5,
https://stats.ncaa.org/team/474/16480,Nicholls,Southland,11,,93,46,342,0.137,80,13,19,125,229,25,1,38,4,20,126,3,
https://stats.ncaa.org/team/482/16480,NIU,MAC,13,,157,60,441,0.22,149,20,14,178,254,18,6,36,1,24,201,2,
https://stats.ncaa.org/team/483/16480,NJIT,America East,10,,107,57,317,0.158,99,24,16,129,209,26,4,26,5,17,148,1,
https://stats.ncaa.org/team/485/16480,Norfolk St.,MEAC,6,,74,36,192,0.198,69,5,25,62,140,16,,8,5,4,83,2,
https://stats.ncaa.org/team/487/16480,North Ala.,ASUN,13,,167,52,439,0.262,156,15,27,181,248,25,3,34,2,20,202,6,
https://stats.ncaa.org/team/457/16480,North Carolina,ACC,14,,179,86,465,0.2,163,26,27,181,272,12,6,36,9,24,229,8,
https://stats.ncaa.org/team/494/16480,North Dakota,Summit League,10,,110,68,310,0.135,98,10,25,96,233,23,2,20,3,12,132,1,
https://stats.ncaa.org/team/493/16480,North Dakota St.,Summit League,12,,165,51,400,0.285,151,20,22,202,211,23,6,42,2,27,212,,
https://stats.ncaa.org/team/2711/16480,North Florida,ASUN,10,,125,52,313,0.233,114,13,21,120,193,20,2,16,3,10,148,1,
https://stats.ncaa.org/team/497/16480,North Texas,AAC,11,,154,57,355,0.273,142,13,15,144,220,15,10,16,,18,185,,
https://stats.ncaa.org/team/500/16480,Northeastern,CAA,11,,109,58,342,0.149,98,16,17,154,219,19,2,26,3,15,140,4,
https://stats.ncaa.org/team/501/16480,Northern Ariz.,Big Sky,12,,146,45,399,0.253,136,19,31,157,211,19,9,34,,26,191,4,
https://stats.ncaa.org/team/502/16480,Northern Colo.,Big Sky,7,,78,28,202,0.248,71,5,22,55,156,17,4,12,,10,93,1,
https://stats.ncaa.org/team/505/16480,Northern Ky.,Horizon,10,,122,55,330,0.203,114,17,20,123,210,16,12,34,,29,168,,
https://stats.ncaa.org/team/509/16480,Northwestern,Big Ten,12,,132,71,374,0.163,114,12,27,147,221,10,4,37,5,22.5,166.5,,
https://stats.ncaa.org/team/508/16480,Northwestern St.,Southland,10,,98,50,346,0.139,91,6,19,134,227,18,8,30,3,23,127,1,
https://stats.ncaa.org/team/513/16480,Notre Dame,ACC,9,,111,62,313,0.157,103,16,17,123,177,6,1,30,4,16,143,,
https://stats.ncaa.org/team/514/16480,Oakland,Horizon,12,,155,54,412,0.245,145,9,17,180,236,23,4,20,13,14,178,2,
https://stats.ncaa.org/team/519/16480,Ohio,MAC,12,,166,59,447,0.239,149,15,31,189,246,17,3,48,1,27,208,6,
https://stats.ncaa.org/team/518/16480,Ohio St.,Big Ten,11,,158,50,321,0.336,149,17,20,129,187,16,10,16,1,18,193,,
https://stats.ncaa.org/team/522/16480,Oklahoma,Big 12,11,,152,54,344,0.285,144,20,41,132,194,16,3,56,7,31,203,,
https://stats.ncaa.org/team/523/16480,Old Dominion,Sun Belt,7,,96,31,211,0.308,90,15,10,86,116,11,,12,2,6,117,,
https://stats.ncaa.org/team/433/16480,Ole Miss,SEC,12,,153,80,409,0.178,149,12,31,174,259,19,2,54,3,29,194,12,
https://stats.ncaa.org/team/464/16480,Omaha,Summit League,7,,71,45,220,0.118,68,7,21,70,148,11,,22,1,11,89,,
https://stats.ncaa.org/team/527/16480,Oral Roberts,Summit League,11,,131,66,444,0.146,117,13,29,175,224,18,2,30,1,17,161,1,
