URL,Institution,Conference,S,MP,Kills,Errors,Total Attacks,Hit Pct,Assists,Aces,SErr,Digs,RetAtt,RErr,Block Solos,Block Assists,BErr,TB,PTS,BHE,SrvAtt
https://stats.ncaa.org/team/529/16480,Oregon,Pac-12,9,,133,34,297,0.333,125,14,28,121,154,7,6,50,4,31,178,,
https://stats.ncaa.org/team/528/16480,Oregon St.,Pac-12,12,,141,58,353,0.235,134,17,21,153,202,21,5,32,1,21,179,6,
https://stats.ncaa.org/team/534/16480,Pacific,WCC,9,,115,57,347,0.167,109,8,21,135,191,9,2,18,,11,134,1,
https://stats.ncaa.org/team/539/16480,Penn St.,Big Ten,8,,90,44,267,0.172,84,7,16,96,168,8,7,50,,32,129,5,
https://stats.ncaa.org/team/541/16480,Pepperdine,WCC,6,,60,34,208,0.125,58,6,10,73,131,7,,22,2,11,77,2,
https://stats.ncaa.org/team/545/16480,Pittsburgh,ACC,10,,121,50,293,0.242,115,16,22,109,160,7,1,54,3,28,165,4,
https://stats.ncaa.org/team/551/16480,Portland,WCC,13,,150,81,408,0.169,137,32,29,160,240,21,7,32,1,23,205,2,
https://stats.ncaa.org/team/550/16480,Portland St.,Big Sky,10,,132,54,337,0.231,124,27,18,153,185,12,9,16,3,17,176,3,
https://stats.ncaa.org/team/553/16480,Prairie View,SWAC,13,,135,62,414,0.176,122,24,21,165,267,18,3,36,2,21,180,11,
https://stats.ncaa.org/team/1320/16480,Presbyterian,Big South,11,,101,60,410,0.1,93,15,22,198,243,14,10,26,,23,139,8,
https://stats.ncaa.org/team/556/16480,Providence,Big East,11,,109,68,370,0.111,103,15,24,149,235,26,5,20,7,15,139,3,
https://stats.ncaa.org/team/559/16480,Purdue,Big Ten,12,,144,59,416,0.204,132,17,26,190,221,22,5,32,5,21,182,2,
https://stats.ncaa.org/team/308/16480,Purdue Fort Wayne,Horizon,10,,105,53,306,0.17,101,17,25,116,218,19,2,23,5,13.5,135.5,2,
https://stats.ncaa.org/team/11504/16480,Queens (NC),ASUN,11,,109,66,406,0.106,103,16,19,193,223,18,5,22,4,16,141,1,
https://stats.ncaa.org/team/562/16480,Quinnipiac,MAAC,11,,125,86,375,0.104,119,16,11,171,221,24,3,14,3,10,151,6,
https://stats.ncaa.org/team/563/16480,Radford,Big South,9,,77,60,278,0.061,74,11,22,98,198,23,1,20,1,11,99,,
https://stats.ncaa.org/team/572/16480,Rhode Island,Atlantic 10,10,,108,66,326,0.129,102,12,28,109,227,18,1,42,5,22,142,5,
https://stats.ncaa.org/team/574/16480,Rice,AAC,7,,93,33,260,0.231,83,13,15,126,123,4,7,14,1,14,120,3,
https://stats.ncaa.org/team/576/16480,Rider,MAAC,6,,44,29,169,0.089,42,8,18,63,119,14,2,16,3,10,62,2,
https://stats.ncaa.org/team/579/16480,Robert Morris,Horizon,12,,144,72,443,0.163,124,20,21,163,257,20,2,20,,12,176,4,
https://stats.ncaa.org/team/587/16480,Rutgers,Big Ten,8,,92,34,254,0.228,84,11,20,115,144,12,6,25,4,18.5,121.5,,
https://stats.ncaa.org/team/676/16480,Sacramento St.,Big Sky,11,,143,64,393,0.201,131,12,16,168,201,16,8,34,4,25,180,1,
https://stats.ncaa.org/team/660/16480,Sacred Heart,NEC,6,,63,28,188,0.186,59,11,18,66,142,20,,20,1,10,84,1,
https://stats.ncaa.org/team/663/16480,Saint Francis (PA),NEC,13,,162,80,430,0.191,152,20,33,158,262,20,1,42,11,22,204,3,
https://stats.ncaa.org/team/102/16480,Saint Louis,Atlantic 10,11,,136,62,339,0.218,126,24,28,134,191,22,5,22,5,16,176,1,
https://stats.ncaa.org/team/590/16480,Saint Mary's (CA),WCC,12,,169,61,375,0.288,163,21,16,156,214,10,7,44,4,29,219,,
https://stats.ncaa.org/team/600/16480,Saint Peter's,MAAC,10,,85,47,290,0.131,81,12,15,128,218,31,3,22,3,14,111,6,
https://stats.ncaa.org/team/609/16480,Sam Houston,CUSA,17,,207,91,605,0.192,179,26,27,238,311,23,9,46,3,32,265,5,
https://stats.ncaa.org/team/610/16480,Samford,SoCon,11,,150,45,316,0.332,129,28,38,122,181,15,4,17,1,12.5,190.5,1,
https://stats.ncaa.org/team/617/16480,San Diego,WCC,11,,129,73,392,0.143,121,12,25,143,230,14,3,28,3,17,158,1,
https://stats.ncaa.org/team/624/16480,San Diego St.,Mountain West,10,,128,58,328,0.213,117,16,26,124,215,20,8,27,13,21.5,165.5,4,
https://stats.ncaa.org/team/625/16480,San Francisco,WCC,11,,147,58,446,0.2,138,15,19,212,230,16,5,47,2,28.5,190.5,2,
https://stats.ncaa.org/team/627/16480,San Jose St.,Mountain West,11,,134,70,341,0.188,121,17,29,136,196,15,6,38,3,25,176,,
https://stats.ncaa.org/team/626/16480,Santa Clara,WCC,15,,179,84,460,0.207,165,47,45,188,280,33,2,67,7,35.5,261.5,3,
https://stats.ncaa.org/team/629/16480,Seattle U,WAC,10,,113,42,348,0.204,103,17,13,154,189,17,8,32,1,24,154,,
https://stats.ncaa.org/team/630/16480,Seton Hall,Big East,9,,124,54,377,0.186,114,6,11,180,183,11,1,46,,24,154,8,
https://stats.ncaa.org/team/631/16480,SFA,WAC,11,,149,71,419,0.186,133,12,10,192,212,11,2,64,2,34,195,,
https://stats.ncaa.org/team/1356/16480,Siena,MAAC,10,,94,60,305,0.111,88,23,32,98,219,33,2,24,11,14,131,2,
https://stats.ncaa.org/team/635/16480,SIUE,OVC,12,,121,61,398,0.151,111,14,29,152,233,25,15,26,15,28,163,9,
https://stats.ncaa.org/team/639/16480,SMU,AAC,10,,104,57,353,0.133,91,11,31,151,191,11,4,40,3,24,139,,
https://stats.ncaa.org/team/646/16480,South Alabama,Sun Belt,11,,166,50,401,0.289,157,21,20,188,195,7,7,54,7,34,221,2,
https://stats.ncaa.org/team/648/16480,South Carolina,SEC,7,,85,41,244,0.18,81,7,12,98,141,7,4,14,3,11,103,2,
https://stats.ncaa.org/team/647/16480,South Carolina St.,MEAC,9,,76,50,292,0.089,65,6,20,115,198,24,,8,3,4,86,,
https://stats.ncaa.org/team/650/16480,South Dakota,Summit League,6,,73,38,223,0.157,72,2,10,102,118,7,6,20,1,16,91,1,
https://stats.ncaa.org/team/649/16480,South Dakota St.,Summit League,11,,145,55,346,0.26,135,8,12,143,220,17,8,42,4,29,182,,
https://stats.ncaa.org/team/651/16480,South Fla.,AAC,8,,82,47,240,0.146,79,17,15,82,165,17,1,16,1,9,108,1,
https://stats.ncaa.org/team/654/16480,Southeast Mo. St.,OVC,11,,138,52,400,0.215,127,18,23,159,225,25,8,36,,26,182,,
https://stats.ncaa.org/team/655/16480,Southeastern La.,Southland,11,,138,55,363,0.229,131,19,14,149,213,28,,26,5,13,170,1,
https://stats.ncaa.org/team/657/16480,Southern California,Pac-12,10,,121,49,358,0.201,113,15,33,145,203,12,3,38,10,22,158,,
https://stats.ncaa.org/team/659/16480,Southern Ill.,MVC,8,,114,46,308,0.221,107,20,18,137,155,13,3,18,,12,146,,
https://stats.ncaa.org/team/661/16480,Southern Ind.,OVC,10,,108,61,349,0.135,103,16,29,156,203,8,6,18,5,15,139,,
https://stats.ncaa.org/team/664/16480,Southern Miss.,Sun Belt,11,,131,70,415,0.147,121,12,27,164,245,22,2,24,7,14,157,3,
https://stats.ncaa.org/team/667/16480,Southern Utah,WAC,13,,162,60,444,0.23,145,20,24,185,249,19,2,44,9,24,206,3,
https://stats.ncaa.org/team/603/16480,St. John's (NY),Big East,12,,135,74,398,0.153,127,20,20,156,245,22,3,33,7,19.5,174.5,2,
https://stats.ncaa.org/team/620/16480,St. Thomas (MN),Summit League,13,,157,74,469,0.177,152,22,19,194,269,15,3,34,7,20,199,1,
https://stats.ncaa.org/team/674/16480,Stanford,Pac-12,7,,107,31,213,0.357,97,13,25,92,118,7,6,24,2,18,138,,
https://stats.ncaa.org/team/678/16480,Stetson,ASUN,12,,154,63,469,0.194,132,15,16,221,211,12,12,44,2,34,203,2,
https://stats.ncaa.org/team/682/16480,Stonehill,NEC,10,,102,62,336,0.119,95,23,28,141,222,27,1,28,6,15,140,1,
https://stats.ncaa.org/team/683/16480,Stony Brook,CAA,9,,107,54,336,0.158,102,25,18,145,183,10,3,30,3,18,150,1,
https://stats.ncaa.org/team/688/16480,Syracuse,ACC,9,,68,62,238,0.025,66,11,22,93,187,23,1,14,11,8,87,5,
https://stats.ncaa.org/team/698/16480,Tarleton St.,WAC,17,,207,84,561,0.219,193,25,33,215,309,20,6,46,5,29,261,6,
https://stats.ncaa.org/team/1395/16480,TCU,Big 12,7,,73,45,243,0.115,71,13,15,92,148,9,4,24,2,16,102,2,
https://stats.ncaa.org/team/690/16480,Temple,AAC,9,,134,45,326,0.273,125,19,29,141,156,8,9,22,2,20,173,2,
https://stats.ncaa.org/team/694/16480,Tennessee,SEC,9,,133,33,257,0.389,118,28,17,117,118,4,3,24,3,15,176,,
https://stats.ncaa.org/team/691/16480,Tennessee St.,OVC,8,,73,36,256,0.145,59,12,20,93,165,16,1,40,,21,106,3,
https://stats.ncaa.org/team/692/16480,Tennessee Tech,OVC,11,,122,67,376,0.146,108,15,23,151,221,20,6,26,,19,156,1,
https://stats.ncaa.org/team/199/16480,Tex. A&M-Commerce,Southland,10,,98,54,291,0.151,94,19,15,114,199,27,6,36,1,24,141,3,
https://stats.ncaa.org/team/703/16480,Texas,Big 12,7,,74,29,208,0.216,69,8,26,80,133,13,6,32,5,22,104,1,
https://stats.ncaa.org/team/697/16480,Texas A&M,SEC,7,,98,25,188,0.388,93,8,26,68,110,10,,38,3,19,125,1,
https://stats.ncaa.org/team/699/16480,Texas Southern,SWAC,9,,75,62,280,0.046,68,11,14,89,206,25,3,20,5,13,99,3,
https://stats.ncaa.org/team/670/16480,Texas St.,Sun Belt,9,,116,33,276,0.301,108,11,20,132,160,14,5,20,1,15,142,4,
https://stats.ncaa.org/team/700/16480,Texas Tech,Big 12,17,,212,97,635,0.181,193,21,31,298,321,24,8,84,3,50,283,5,
https://stats.ncaa.org/team/141/16480,The Citadel,SoCon,6,,103,35,233,0.292,98,19,14,103,110,4,3,8,1,7,129,,
https://stats.ncaa.org/team/709/16480,Toledo,MAC,11,,126,66,394,0.152,110,11,25,161,230,18,5,32,4,21,158,5,
https://stats.ncaa.org/team/711/16480,Towson,CAA,7,,101,37,245,0.261,94,7,23,99,146,7,6,32,4,22,130,2,
https://stats.ncaa.org/team/716/16480,Troy,Sun Belt,9,,97,49,271,0.177,89,6,24,90,197,26,2,8,1,6,109,2,
https://stats.ncaa.org/team/718/16480,Tulane,AAC,10,,111,56,360,0.153,106,14,14,161,204,15,7,58,4,36,161,2,
https://stats.ncaa.org/team/719/16480,Tulsa,AAC,7,,66,25,239,0.172,61,6,12,107,137,13,2,28,8,16,88,1,
https://stats.ncaa.org/team/9/16480,UAB,AAC,15,,188,85,550,0.187,172,23,23,242,288,16,10,42,5,31,242,12,
https://stats.ncaa.org/team/14/16480,UAlbany,America East,9,,79,50,271,0.107,73,12,22,100,184,21,2,24,4,14,105,3,
https://stats.ncaa.org/team/108/16480,UC Davis,Big West,8,,89,36,238,0.223,87,15,19,81,152,13,2,46,1,25,129,1,
https://stats.ncaa.org/team/109/16480,UC Irvine,Big West,12,,167,70,511,0.19,156,10,21,228,265,12,5,28,5,19,196,7,
https://stats.ncaa.org/team/111/16480,UC Riverside,Big West,10,,128,64,356,0.18,124,17,36,128,228,21,3,8,1,7,152,,
https://stats.ncaa.org/team/112/16480,UC San Diego,Big West,13,,140,67,416,0.175,127,27,16,192,232,20,7,65,4,39.5,206.5,7,
https://stats.ncaa.org/team/104/16480,UC Santa Barbara,Big West,9,,131,38,289,0.322,120,15,33,118,152,14,3,34,6,20,166,4,
https://stats.ncaa.org/team/128/16480,UCF,Big 12,10,,134,34,299,0.334,118,26,27,125,145,9,1,22,3,12,172,,
https://stats.ncaa.org/team/110/16480,UCLA,Pac-12,10,,108,34,261,0.284,100,14,26,95,186,20,4,34,4,21,143,2,
https://stats.ncaa.org/team/164/16480,UConn,Big East,11,,127,64,374,0.168,118,13,22,149,228,20,1,28,3,15,155,4,
https://stats.ncaa.org/team/302/16480,UIC,MVC,11,,154,58,358,0.268,147,21,19,145,203,15,6,42,8,27,202,,
https://stats.ncaa.org/team/2743/16480,UIW,Southland,11,,158,41,355,0.33,144,19,36,136,195,17,2,30,1,17,194,2,
https://stats.ncaa.org/team/498/16480,ULM,Sun Belt,11,,119,58,354,0.172,111,18,22,148,221,31,2,18,4,11,148,2,
https://stats.ncaa.org/team/391/16480,UMBC,America East,13,,164,87,464,0.166,161,19,16,174,258,16,4,36,2,22,205,8,
https://stats.ncaa.org/team/393/16480,UMES,MEAC,12,,139,73,336,0.196,132,19,31,123,220,15,5,40,,25,183,1,
https://stats.ncaa.org/team/456/16480,UNC Asheville,Big South,16,,161,70,420,0.217,152,30,41,145,276,22,13,48,4,37,228,3,
https://stats.ncaa.org/team/459/16480,UNC Greensboro,SoCon,9,,88,66,312,0.071,81,11,21,117,205,21,8,2,3,9,108,2,
https://stats.ncaa.org/team/460/16480,UNCW,CAA,9,,103,67,323,0.111,96,7,20,128,197,11,4,24,3,16,126,4,
https://stats.ncaa.org/team/504/16480,UNI,MVC,12,,161,76,427,0.199,154,15,35,180,236,8,4,42,6,25,201,3,
https://stats.ncaa.org/team/465/16480,UNLV,Mountain West,11,,159,69,383,0.235,142,23,38,132,235,11,3,32,,19,201,,
https://stats.ncaa.org/team/10411/16480,USC Upstate,Big South,10,,123,43,366,0.219,114,14,22,179,195,21,4,32,5,20,157,1,
https://stats.ncaa.org/team/702/16480,UT Arlington,WAC,12,,153,68,375,0.227,145,20,26,131,220,14,7,45,5,29.5,202.5,3,
https://stats.ncaa.org/team/695/16480,UT Martin,OVC,10,,100,46,338,0.16,94,10,15,106,220,18,8,36,2,26,136,1,
https://stats.ncaa.org/team/704/16480,Utah,Pac-12,7,,91,46,245,0.184,85,12,21,89,146,7,2,38,,21,124,,
https://stats.ncaa.org/team/536/16480,Utah St.,Mountain West,11,,136,74,383,0.162,124,13,33,149,214,16,1,61,8,31.5,180.5,,
https://stats.ncaa.org/team/706/16480,Utah Tech,WAC,12,,141,64,399,0.193,128,10,21,161,240,23,5,38,4,24,175,3,
https://stats.ncaa.org/team/732/16480,Utah Valley,WAC,13,,143,57,370,0.232,131,17,28,150,247,29,5,54,,32,192,,
https://stats.ncaa.org/team/731/16480,UTEP,CUSA,12,,163,53,403,0.273,151,27,28,170,228,19,4,46,11,27,217,8,
https://stats.ncaa.org/team/30095/16480,UTRGV,WAC,10,,114,50,281,0.228,102,20,28,85,197,13,3,32,2,19,153,3,
https://stats.ncaa.org/team/30024/16480,UTSA,AAC,10,,133,44,322,0.276,131,29,23,141,163,14,2,32,4,18,180,4,
https://stats.ncaa.org/team/740/16480,Valparaiso,MVC,11,,135,41,373,0.252,125,20,20,162,190,15,7,30,1,22,177,,
https://stats.ncaa.org/team/735/16480,VCU,Atlantic 10,7,,82,28,210,0.257,73,17,23,82,133,10,,16,3,8,107,2,
https://stats.ncaa.org/team/739/16480,Villanova,Big East,14,,187,75,471,0.238,179,13,33,168,289,13,8,24,2,20,220,4,
https://stats.ncaa.org/team/746/16480,Virginia,ACC,8,,101,53,255,0.188,92,14,25,111,134,7,4,32,3,20,135,2,
https://stats.ncaa.org/team/742/16480,Virginia Tech,ACC,9,,114,35,252,0.313,106,21,25,108,127,8,2,32,6,18,153,1,
https://stats.ncaa.org/team/749/16480,Wake Forest,ACC,10,,147,39,347,0.311,133,13,29,155,178,19,7,30,13,22,182,3,
https://stats.ncaa.org/team/756/16480,Washington,Pac-12,12,,138,47,368,0.247,127,32,17,167,203,13,4,38,7,23,193,7,
https://stats.ncaa.org/team/754/16480,Washington St.,Pac-12,9,,134,34,286,0.35,127,12,21,116,156,10,2,24,5,14,160,1,
https://stats.ncaa.org/team/758/16480,Weber St.,Big Sky,13,,162,57,422,0.249,147,25,22,169,218,12,2,58,4,31,218,2,
https://stats.ncaa.org/team/768/16480,West Virginia,Big 12,10,,160,64,350,0.274,149,15,35,148,218,9,3,42,6,24,199,3,
https://stats.ncaa.org/team/769/16480,Western Caro.,SoCon,11,,107,54,353,0.15,103,12,22,139,230,21,3,28,1,17,136,3,
https://stats.ncaa.org/team/771/16480,Western Ill.,OVC,7,,70,36,230,0.148,63,7,14,101,145,12,,18,,9,86,3,
https://stats.ncaa.org/team/772/16480,Western Ky.,CUSA,10,,129,63,329,0.201,124,15,29,121,195,14,4,22,2,15,159,3,
https://stats.ncaa.org/team/774/16480,Western Mich.,MAC,12,,167,68,423,0.234,157,10,26,171,226,9,7,56,3,35,212,2,
https://stats.ncaa.org/team/782/16480,Wichita St.,AAC,13,,166,71,473,0.201,155,12,21,196,257,22,8,50,3,33,211,3,
https://stats.ncaa.org/team/786/16480,William & Mary,CAA,12,,126,67,403,0.146,108,23,22,141,218,17,6,30,,21,170,1,
https://stats.ncaa.org/team/792/16480,Winthrop,Big South,10,,111,73,333,0.114,104,7,12,109,227,12,8,32,4,24,142,,
https://stats.ncaa.org/team/796/16480,Wisconsin,Big Ten,7,,98,23,218,0.344,88,11,27,83,118,11,3,30,1,18,127,1,
https://stats.ncaa.org/team/2915/16480,Wofford,SoCon,7,,102,35,261,0.257,96,6,9,96,149,14,7,22,3,18,126,,
https://stats.ncaa.org/team/810/16480,Wright St.,Horizon,10,,120,52,361,0.188,111,15,21,134,211,7,5,18,6,14,149,,
https://stats.ncaa.org/team/811/16480,Wyoming,Mountain West,10,,158,45,344,0.328,151,12,26,130,185,9,11,36,4,29,199,,
https://stats.ncaa.org/team/812/16480,Xavier,Big East,11,,173,48,394,0.317,164,15,23,187,213,24,9,10,2,14,202,1,
https://stats.ncaa.org/team/817/16480,Youngstown St.,Horizon,13,,165,71,450,0.209,153,20,26,213,261,20,6,53,10,32.5,217.5,2,
