school,playerstatsurl,matchstatsurl
Central Ark.,https://stats.ncaa.org/team/1004/stats/14242,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=14242&org_id=1004&stats_player_seq=-100
Central Conn. St.,https://stats.ncaa.org/team/127/stats/14242,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=14242&org_id=127&stats_player_seq=-100
Central Mich.,https://stats.ncaa.org/team/129/stats/14242,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=14242&org_id=129&stats_player_seq=-100
Charleston So.,https://stats.ncaa.org/team/48/stats/14242,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=14242&org_id=48&stats_player_seq=-100
Charlotte,https://stats.ncaa.org/team/458/stats/14242,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=14242&org_id=458&stats_player_seq=-100
Chattanooga,https://stats.ncaa.org/team/693/stats/14242,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=14242&org_id=693&stats_player_seq=-100
Chicago St.,https://stats.ncaa.org/team/136/stats/14242,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=14242&org_id=136&stats_player_seq=-100
Cincinnati,https://stats.ncaa.org/team/140/stats/14242,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=14242&org_id=140&stats_player_seq=-100
Clemson,https://stats.ncaa.org/team/147/stats/14242,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=14242&org_id=147&stats_player_seq=-100
Cleveland St.,https://stats.ncaa.org/team/148/stats/14242,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=14242&org_id=148&stats_player_seq=-100
Coastal Carolina,https://stats.ncaa.org/team/149/stats/14242,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=14242&org_id=149&stats_player_seq=-100
Col. of Charleston,https://stats.ncaa.org/team/1014/stats/14242,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=14242&org_id=1014&stats_player_seq=-100
Colgate,https://stats.ncaa.org/team/153/stats/14242,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=14242&org_id=153&stats_player_seq=-100
Colorado,https://stats.ncaa.org/team/157/stats/14242,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=14242&org_id=157&stats_player_seq=-100
Colorado St.,https://stats.ncaa.org/team/156/stats/14242,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=14242&org_id=156&stats_player_seq=-100
Columbia,https://stats.ncaa.org/team/158/stats/14242,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=14242&org_id=158&stats_player_seq=-100
Coppin St.,https://stats.ncaa.org/team/165/stats/14242,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=14242&org_id=165&stats_player_seq=-100
Cornell,https://stats.ncaa.org/team/167/stats/14242,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=14242&org_id=167&stats_player_seq=-100
Creighton,https://stats.ncaa.org/team/169/stats/14242,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=14242&org_id=169&stats_player_seq=-100
CSU Bakersfield,https://stats.ncaa.org/team/94/stats/14242,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=14242&org_id=94&stats_player_seq=-100
CSUN,https://stats.ncaa.org/team/101/stats/14242,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=14242&org_id=101&stats_player_seq=-100
Dartmouth,https://stats.ncaa.org/team/172/stats/14242,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=14242&org_id=172&stats_player_seq=-100
Davidson,https://stats.ncaa.org/team/173/stats/14242,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=14242&org_id=173&stats_player_seq=-100
Dayton,https://stats.ncaa.org/team/175/stats/14242,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=14242&org_id=175&stats_player_seq=-100
Delaware,https://stats.ncaa.org/team/180/stats/14242,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=14242&org_id=180&stats_player_seq=-100
Delaware St.,https://stats.ncaa.org/team/178/stats/14242,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=14242&org_id=178&stats_player_seq=-100
Denver,https://stats.ncaa.org/team/183/stats/14242,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=14242&org_id=183&stats_player_seq=-100
DePaul,https://stats.ncaa.org/team/176/stats/14242,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=14242&org_id=176&stats_player_seq=-100
Drake,https://stats.ncaa.org/team/189/stats/14242,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=14242&org_id=189&stats_player_seq=-100
Duke,https://stats.ncaa.org/team/193/stats/14242,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=14242&org_id=193&stats_player_seq=-100
Duquesne,https://stats.ncaa.org/team/194/stats/14242,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=14242&org_id=194&stats_player_seq=-100
East Carolina,https://stats.ncaa.org/team/196/stats/14242,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=14242&org_id=196&stats_player_seq=-100
Eastern Ill.,https://stats.ncaa.org/team/201/stats/14242,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=14242&org_id=201&stats_player_seq=-100
Eastern Ky.,https://stats.ncaa.org/team/202/stats/14242,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=14242&org_id=202&stats_player_seq=-100
Eastern Mich.,https://stats.ncaa.org/team/204/stats/14242,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=14242&org_id=204&stats_player_seq=-100
Eastern Wash.,https://stats.ncaa.org/team/207/stats/14242,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=14242&org_id=207&stats_player_seq=-100
Elon,https://stats.ncaa.org/team/1068/stats/14242,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=14242&org_id=1068&stats_player_seq=-100
ETSU,https://stats.ncaa.org/team/198/stats/14242,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=14242&org_id=198&stats_player_seq=-100
Evansville,https://stats.ncaa.org/team/219/stats/14242,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=14242&org_id=219&stats_player_seq=-100
Fairfield,https://stats.ncaa.org/team/220/stats/14242,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=14242&org_id=220&stats_player_seq=-100
Fairleigh Dickinson,https://stats.ncaa.org/team/222/stats/14242,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=14242&org_id=222&stats_player_seq=-100
FGCU,https://stats.ncaa.org/team/28755/stats/14242,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=14242&org_id=28755&stats_player_seq=-100
FIU,https://stats.ncaa.org/team/231/stats/14242,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=14242&org_id=231&stats_player_seq=-100
Fla. Atlantic,https://stats.ncaa.org/team/229/stats/14242,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=14242&org_id=229&stats_player_seq=-100
Florida,https://stats.ncaa.org/team/235/stats/14242,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=14242&org_id=235&stats_player_seq=-100
Florida A&M,https://stats.ncaa.org/team/228/stats/14242,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=14242&org_id=228&stats_player_seq=-100
Florida St.,https://stats.ncaa.org/team/234/stats/14242,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=14242&org_id=234&stats_player_seq=-100
Fordham,https://stats.ncaa.org/team/236/stats/14242,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=14242&org_id=236&stats_player_seq=-100
Fresno St.,https://stats.ncaa.org/team/96/stats/14242,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=14242&org_id=96&stats_player_seq=-100
Furman,https://stats.ncaa.org/team/244/stats/14242,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=14242&org_id=244&stats_player_seq=-100
Ga. Southern,https://stats.ncaa.org/team/253/stats/14242,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=14242&org_id=253&stats_player_seq=-100
Gardner-Webb,https://stats.ncaa.org/team/1092/stats/14242,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=14242&org_id=1092&stats_player_seq=-100
George Mason,https://stats.ncaa.org/team/248/stats/14242,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=14242&org_id=248&stats_player_seq=-100
George Washington,https://stats.ncaa.org/team/249/stats/14242,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=14242&org_id=249&stats_player_seq=-100
Georgetown,https://stats.ncaa.org/team/251/stats/14242,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=14242&org_id=251&stats_player_seq=-100
Georgia,https://stats.ncaa.org/team/257/stats/14242,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=14242&org_id=257&stats_player_seq=-100
Georgia St.,https://stats.ncaa.org/team/254/stats/14242,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=14242&org_id=254&stats_player_seq=-100
Georgia Tech,https://stats.ncaa.org/team/255/stats/14242,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=14242&org_id=255&stats_player_seq=-100
Gonzaga,https://stats.ncaa.org/team/260/stats/14242,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=14242&org_id=260&stats_player_seq=-100
Grambling,https://stats.ncaa.org/team/261/stats/14242,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=14242&org_id=261&stats_player_seq=-100
Grand Canyon,https://stats.ncaa.org/team/1104/stats/14242,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=14242&org_id=1104&stats_player_seq=-100
Green Bay,https://stats.ncaa.org/team/794/stats/14242,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=14242&org_id=794&stats_player_seq=-100
Hampton,https://stats.ncaa.org/team/270/stats/14242,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=14242&org_id=270&stats_player_seq=-100
Hartford,https://stats.ncaa.org/team/272/stats/14242,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=14242&org_id=272&stats_player_seq=-100
Harvard,https://stats.ncaa.org/team/275/stats/14242,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=14242&org_id=275&stats_player_seq=-100
Hawaii,https://stats.ncaa.org/team/277/stats/14242,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=14242&org_id=277&stats_player_seq=-100
High Point,https://stats.ncaa.org/team/19651/stats/14242,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=14242&org_id=19651&stats_player_seq=-100
Hofstra,https://stats.ncaa.org/team/283/stats/14242,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=14242&org_id=283&stats_player_seq=-100
Holy Cross,https://stats.ncaa.org/team/285/stats/14242,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=14242&org_id=285&stats_player_seq=-100
Houston,https://stats.ncaa.org/team/288/stats/14242,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=14242&org_id=288&stats_player_seq=-100
Houston Baptist,https://stats.ncaa.org/team/287/stats/14242,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=14242&org_id=287&stats_player_seq=-100
Howard,https://stats.ncaa.org/team/290/stats/14242,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=14242&org_id=290&stats_player_seq=-100
Idaho,https://stats.ncaa.org/team/295/stats/14242,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=14242&org_id=295&stats_player_seq=-100
Idaho St.,https://stats.ncaa.org/team/294/stats/14242,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=14242&org_id=294&stats_player_seq=-100
Illinois,https://stats.ncaa.org/team/301/stats/14242,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=14242&org_id=301&stats_player_seq=-100
Illinois St.,https://stats.ncaa.org/team/299/stats/14242,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=14242&org_id=299&stats_player_seq=-100
Indiana,https://stats.ncaa.org/team/306/stats/14242,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=14242&org_id=306&stats_player_seq=-100
Indiana St.,https://stats.ncaa.org/team/305/stats/14242,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=14242&org_id=305&stats_player_seq=-100
Iona,https://stats.ncaa.org/team/310/stats/14242,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=14242&org_id=310&stats_player_seq=-100
Iowa,https://stats.ncaa.org/team/312/stats/14242,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=14242&org_id=312&stats_player_seq=-100
Iowa St.,https://stats.ncaa.org/team/311/stats/14242,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=14242&org_id=311&stats_player_seq=-100
IUPUI,https://stats.ncaa.org/team/2699/stats/14242,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=14242&org_id=2699&stats_player_seq=-100
Jackson St.,https://stats.ncaa.org/team/314/stats/14242,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=14242&org_id=314&stats_player_seq=-100
Jacksonville,https://stats.ncaa.org/team/316/stats/14242,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=14242&org_id=316&stats_player_seq=-100
Jacksonville St.,https://stats.ncaa.org/team/315/stats/14242,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=14242&org_id=315&stats_player_seq=-100
James Madison,https://stats.ncaa.org/team/317/stats/14242,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=14242&org_id=317&stats_player_seq=-100
Kansas,https://stats.ncaa.org/team/328/stats/14242,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=14242&org_id=328&stats_player_seq=-100
Kansas City,https://stats.ncaa.org/team/2707/stats/14242,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=14242&org_id=2707&stats_player_seq=-100
Kansas St.,https://stats.ncaa.org/team/327/stats/14242,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=14242&org_id=327&stats_player_seq=-100
Kennesaw St.,https://stats.ncaa.org/team/1157/stats/14242,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=14242&org_id=1157&stats_player_seq=-100
Kent St.,https://stats.ncaa.org/team/331/stats/14242,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=14242&org_id=331&stats_player_seq=-100
Kentucky,https://stats.ncaa.org/team/334/stats/14242,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=14242&org_id=334&stats_player_seq=-100
La Salle,https://stats.ncaa.org/team/340/stats/14242,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=14242&org_id=340&stats_player_seq=-100
Lafayette,https://stats.ncaa.org/team/342/stats/14242,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=14242&org_id=342&stats_player_seq=-100
Lamar University,https://stats.ncaa.org/team/346/stats/14242,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=14242&org_id=346&stats_player_seq=-100
Lehigh,https://stats.ncaa.org/team/352/stats/14242,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=14242&org_id=352&stats_player_seq=-100
Liberty,https://stats.ncaa.org/team/355/stats/14242,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=14242&org_id=355&stats_player_seq=-100
Lipscomb,https://stats.ncaa.org/team/28600/stats/14242,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=14242&org_id=28600&stats_player_seq=-100
Little Rock,https://stats.ncaa.org/team/32/stats/14242,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=14242&org_id=32&stats_player_seq=-100
LIU,https://stats.ncaa.org/team/361/stats/14242,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=14242&org_id=361&stats_player_seq=-100
LMU (CA),https://stats.ncaa.org/team/370/stats/14242,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=14242&org_id=370&stats_player_seq=-100
Long Beach St.,https://stats.ncaa.org/team/99/stats/14242,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=14242&org_id=99&stats_player_seq=-100
Louisiana,https://stats.ncaa.org/team/671/stats/14242,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=14242&org_id=671&stats_player_seq=-100
Louisiana Tech,https://stats.ncaa.org/team/366/stats/14242,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=14242&org_id=366&stats_player_seq=-100
Louisville,https://stats.ncaa.org/team/367/stats/14242,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=14242&org_id=367&stats_player_seq=-100
Loyola Chicago,https://stats.ncaa.org/team/371/stats/14242,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=14242&org_id=371&stats_player_seq=-100
Loyola Maryland,https://stats.ncaa.org/team/369/stats/14242,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=14242&org_id=369&stats_player_seq=-100
LSU,https://stats.ncaa.org/team/365/stats/14242,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=14242&org_id=365&stats_player_seq=-100
Manhattan,https://stats.ncaa.org/team/381/stats/14242,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=14242&org_id=381&stats_player_seq=-100
Marist,https://stats.ncaa.org/team/386/stats/14242,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=14242&org_id=386&stats_player_seq=-100
Marquette,https://stats.ncaa.org/team/387/stats/14242,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=14242&org_id=387&stats_player_seq=-100
Marshall,https://stats.ncaa.org/team/388/stats/14242,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=14242&org_id=388&stats_player_seq=-100
Maryland,https://stats.ncaa.org/team/392/stats/14242,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=14242&org_id=392&stats_player_seq=-100
McNeese,https://stats.ncaa.org/team/402/stats/14242,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=14242&org_id=402&stats_player_seq=-100
Memphis,https://stats.ncaa.org/team/404/stats/14242,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=14242&org_id=404&stats_player_seq=-100
Mercer,https://stats.ncaa.org/team/406/stats/14242,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=14242&org_id=406&stats_player_seq=-100
Miami (FL),https://stats.ncaa.org/team/415/stats/14242,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=14242&org_id=415&stats_player_seq=-100
Miami (OH),https://stats.ncaa.org/team/414/stats/14242,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=14242&org_id=414&stats_player_seq=-100
Michigan,https://stats.ncaa.org/team/418/stats/14242,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=14242&org_id=418&stats_player_seq=-100
Michigan St.,https://stats.ncaa.org/team/416/stats/14242,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=14242&org_id=416&stats_player_seq=-100
Middle Tenn.,https://stats.ncaa.org/team/419/stats/14242,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=14242&org_id=419&stats_player_seq=-100
Milwaukee,https://stats.ncaa.org/team/797/stats/14242,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=14242&org_id=797&stats_player_seq=-100
Minnesota,https://stats.ncaa.org/team/428/stats/14242,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=14242&org_id=428&stats_player_seq=-100
Mississippi St.,https://stats.ncaa.org/team/430/stats/14242,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=14242&org_id=430&stats_player_seq=-100
Mississippi Val.,https://stats.ncaa.org/team/432/stats/14242,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=14242&org_id=432&stats_player_seq=-100
Missouri,https://stats.ncaa.org/team/434/stats/14242,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=14242&org_id=434&stats_player_seq=-100
Missouri St.,https://stats.ncaa.org/team/669/stats/14242,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=14242&org_id=669&stats_player_seq=-100
Montana,https://stats.ncaa.org/team/441/stats/14242,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=14242&org_id=441&stats_player_seq=-100
Montana St.,https://stats.ncaa.org/team/440/stats/14242,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=14242&org_id=440&stats_player_seq=-100
Morehead St.,https://stats.ncaa.org/team/444/stats/14242,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=14242&org_id=444&stats_player_seq=-100
Morgan St.,https://stats.ncaa.org/team/446/stats/14242,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=14242&org_id=446&stats_player_seq=-100
