school,playerstatsurl,matchstatsurl
Murray St.,https://stats.ncaa.org/team/454/stats/14242,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=14242&org_id=454&stats_player_seq=-100
N.C. A&T,https://stats.ncaa.org/team/488/stats/14242,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=14242&org_id=488&stats_player_seq=-100
N.C. Central,https://stats.ncaa.org/team/489/stats/14242,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=14242&org_id=489&stats_player_seq=-100
Navy,https://stats.ncaa.org/team/726/stats/14242,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=14242&org_id=726&stats_player_seq=-100
NC State,https://stats.ncaa.org/team/490/stats/14242,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=14242&org_id=490&stats_player_seq=-100
Nebraska,https://stats.ncaa.org/team/463/stats/14242,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=14242&org_id=463&stats_player_seq=-100
Nevada,https://stats.ncaa.org/team/466/stats/14242,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=14242&org_id=466&stats_player_seq=-100
New Hampshire,https://stats.ncaa.org/team/469/stats/14242,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=14242&org_id=469&stats_player_seq=-100
New Mexico,https://stats.ncaa.org/team/473/stats/14242,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=14242&org_id=473&stats_player_seq=-100
New Mexico St.,https://stats.ncaa.org/team/472/stats/14242,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=14242&org_id=472&stats_player_seq=-100
New Orleans,https://stats.ncaa.org/team/474/stats/14242,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=14242&org_id=474&stats_player_seq=-100
Niagara,https://stats.ncaa.org/team/482/stats/14242,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=14242&org_id=482&stats_player_seq=-100
Nicholls,https://stats.ncaa.org/team/483/stats/14242,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=14242&org_id=483&stats_player_seq=-100
NJIT,https://stats.ncaa.org/team/471/stats/14242,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=14242&org_id=471&stats_player_seq=-100
Norfolk St.,https://stats.ncaa.org/team/485/stats/14242,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=14242&org_id=485&stats_player_seq=-100
North Ala.,https://stats.ncaa.org/team/487/stats/14242,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=14242&org_id=487&stats_player_seq=-100
North Carolina,https://stats.ncaa.org/team/457/stats/14242,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=14242&org_id=457&stats_player_seq=-100
North Dakota,https://stats.ncaa.org/team/494/stats/14242,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=14242&org_id=494&stats_player_seq=-100
North Dakota St.,https://stats.ncaa.org/team/493/stats/14242,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=14242&org_id=493&stats_player_seq=-100
North Florida,https://stats.ncaa.org/team/2711/stats/14242,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=14242&org_id=2711&stats_player_seq=-100
North Texas,https://stats.ncaa.org/team/497/stats/14242,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=14242&org_id=497&stats_player_seq=-100
Northeastern,https://stats.ncaa.org/team/500/stats/14242,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=14242&org_id=500&stats_player_seq=-100
Northern Ariz.,https://stats.ncaa.org/team/501/stats/14242,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=14242&org_id=501&stats_player_seq=-100
Northern Colo.,https://stats.ncaa.org/team/502/stats/14242,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=14242&org_id=502&stats_player_seq=-100
Northern Ill.,https://stats.ncaa.org/team/503/stats/14242,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=14242&org_id=503&stats_player_seq=-100
Northern Ky.,https://stats.ncaa.org/team/505/stats/14242,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=14242&org_id=505&stats_player_seq=-100
Northwestern,https://stats.ncaa.org/team/509/stats/14242,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=14242&org_id=509&stats_player_seq=-100
Northwestern St.,https://stats.ncaa.org/team/508/stats/14242,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=14242&org_id=508&stats_player_seq=-100
Notre Dame,https://stats.ncaa.org/team/513/stats/14242,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=14242&org_id=513&stats_player_seq=-100
Oakland,https://stats.ncaa.org/team/514/stats/14242,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=14242&org_id=514&stats_player_seq=-100
Ohio,https://stats.ncaa.org/team/519/stats/14242,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=14242&org_id=519&stats_player_seq=-100
Ohio St.,https://stats.ncaa.org/team/518/stats/14242,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=14242&org_id=518&stats_player_seq=-100
Oklahoma,https://stats.ncaa.org/team/522/stats/14242,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=14242&org_id=522&stats_player_seq=-100
Ole Miss,https://stats.ncaa.org/team/433/stats/14242,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=14242&org_id=433&stats_player_seq=-100
Omaha,https://stats.ncaa.org/team/464/stats/14242,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=14242&org_id=464&stats_player_seq=-100
Oral Roberts,https://stats.ncaa.org/team/527/stats/14242,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=14242&org_id=527&stats_player_seq=-100
Oregon,https://stats.ncaa.org/team/529/stats/14242,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=14242&org_id=529&stats_player_seq=-100
Oregon St.,https://stats.ncaa.org/team/528/stats/14242,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=14242&org_id=528&stats_player_seq=-100
Pacific,https://stats.ncaa.org/team/534/stats/14242,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=14242&org_id=534&stats_player_seq=-100
Penn,https://stats.ncaa.org/team/540/stats/14242,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=14242&org_id=540&stats_player_seq=-100
Penn St.,https://stats.ncaa.org/team/539/stats/14242,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=14242&org_id=539&stats_player_seq=-100
Pepperdine,https://stats.ncaa.org/team/541/stats/14242,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=14242&org_id=541&stats_player_seq=-100
Pittsburgh,https://stats.ncaa.org/team/545/stats/14242,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=14242&org_id=545&stats_player_seq=-100
Portland,https://stats.ncaa.org/team/551/stats/14242,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=14242&org_id=551&stats_player_seq=-100
Portland St.,https://stats.ncaa.org/team/550/stats/14242,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=14242&org_id=550&stats_player_seq=-100
Prairie View,https://stats.ncaa.org/team/553/stats/14242,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=14242&org_id=553&stats_player_seq=-100
Presbyterian,https://stats.ncaa.org/team/1320/stats/14242,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=14242&org_id=1320&stats_player_seq=-100
Princeton,https://stats.ncaa.org/team/554/stats/14242,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=14242&org_id=554&stats_player_seq=-100
Providence,https://stats.ncaa.org/team/556/stats/14242,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=14242&org_id=556&stats_player_seq=-100
Purdue,https://stats.ncaa.org/team/559/stats/14242,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=14242&org_id=559&stats_player_seq=-100
Purdue Fort Wayne,https://stats.ncaa.org/team/308/stats/14242,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=14242&org_id=308&stats_player_seq=-100
Quinnipiac,https://stats.ncaa.org/team/562/stats/14242,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=14242&org_id=562&stats_player_seq=-100
Radford,https://stats.ncaa.org/team/563/stats/14242,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=14242&org_id=563&stats_player_seq=-100
Rhode Island,https://stats.ncaa.org/team/572/stats/14242,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=14242&org_id=572&stats_player_seq=-100
Rice,https://stats.ncaa.org/team/574/stats/14242,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=14242&org_id=574&stats_player_seq=-100
Rider,https://stats.ncaa.org/team/576/stats/14242,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=14242&org_id=576&stats_player_seq=-100
Robert Morris,https://stats.ncaa.org/team/579/stats/14242,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=14242&org_id=579&stats_player_seq=-100
Rutgers,https://stats.ncaa.org/team/587/stats/14242,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=14242&org_id=587&stats_player_seq=-100
Sacramento St.,https://stats.ncaa.org/team/102/stats/14242,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=14242&org_id=102&stats_player_seq=-100
Sacred Heart,https://stats.ncaa.org/team/590/stats/14242,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=14242&org_id=590&stats_player_seq=-100
Saint Francis (PA),https://stats.ncaa.org/team/600/stats/14242,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=14242&org_id=600&stats_player_seq=-100
Saint Louis,https://stats.ncaa.org/team/609/stats/14242,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=14242&org_id=609&stats_player_seq=-100
Saint Mary's (CA),https://stats.ncaa.org/team/610/stats/14242,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=14242&org_id=610&stats_player_seq=-100
Saint Peter's,https://stats.ncaa.org/team/617/stats/14242,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=14242&org_id=617&stats_player_seq=-100
Sam Houston,https://stats.ncaa.org/team/624/stats/14242,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=14242&org_id=624&stats_player_seq=-100
Samford,https://stats.ncaa.org/team/625/stats/14242,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=14242&org_id=625&stats_player_seq=-100
San Diego,https://stats.ncaa.org/team/627/stats/14242,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=14242&org_id=627&stats_player_seq=-100
San Diego St.,https://stats.ncaa.org/team/626/stats/14242,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=14242&org_id=626&stats_player_seq=-100
San Francisco,https://stats.ncaa.org/team/629/stats/14242,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=14242&org_id=629&stats_player_seq=-100
San Jose St.,https://stats.ncaa.org/team/630/stats/14242,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=14242&org_id=630&stats_player_seq=-100
Santa Clara,https://stats.ncaa.org/team/631/stats/14242,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=14242&org_id=631&stats_player_seq=-100
Savannah St.,https://stats.ncaa.org/team/632/stats/14242,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=14242&org_id=632&stats_player_seq=-100
Seattle U,https://stats.ncaa.org/team/1356/stats/14242,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=14242&org_id=1356&stats_player_seq=-100
Seton Hall,https://stats.ncaa.org/team/635/stats/14242,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=14242&org_id=635&stats_player_seq=-100
SFA,https://stats.ncaa.org/team/676/stats/14242,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=14242&org_id=676&stats_player_seq=-100
Siena,https://stats.ncaa.org/team/639/stats/14242,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=14242&org_id=639&stats_player_seq=-100
SIUE,https://stats.ncaa.org/team/660/stats/14242,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=14242&org_id=660&stats_player_seq=-100
SMU,https://stats.ncaa.org/team/663/stats/14242,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=14242&org_id=663&stats_player_seq=-100
South Alabama,https://stats.ncaa.org/team/646/stats/14242,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=14242&org_id=646&stats_player_seq=-100
South Carolina,https://stats.ncaa.org/team/648/stats/14242,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=14242&org_id=648&stats_player_seq=-100
South Carolina St.,https://stats.ncaa.org/team/647/stats/14242,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=14242&org_id=647&stats_player_seq=-100
South Dakota,https://stats.ncaa.org/team/650/stats/14242,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=14242&org_id=650&stats_player_seq=-100
South Dakota St.,https://stats.ncaa.org/team/649/stats/14242,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=14242&org_id=649&stats_player_seq=-100
South Fla.,https://stats.ncaa.org/team/651/stats/14242,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=14242&org_id=651&stats_player_seq=-100
Southeast Mo. St.,https://stats.ncaa.org/team/654/stats/14242,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=14242&org_id=654&stats_player_seq=-100
Southeastern La.,https://stats.ncaa.org/team/655/stats/14242,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=14242&org_id=655&stats_player_seq=-100
Southern California,https://stats.ncaa.org/team/657/stats/14242,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=14242&org_id=657&stats_player_seq=-100
Southern Ill.,https://stats.ncaa.org/team/659/stats/14242,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=14242&org_id=659&stats_player_seq=-100
Southern Miss.,https://stats.ncaa.org/team/664/stats/14242,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=14242&org_id=664&stats_player_seq=-100
Southern U.,https://stats.ncaa.org/team/665/stats/14242,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=14242&org_id=665&stats_player_seq=-100
Southern Utah,https://stats.ncaa.org/team/667/stats/14242,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=14242&org_id=667&stats_player_seq=-100
St. Francis Brooklyn,https://stats.ncaa.org/team/599/stats/14242,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=14242&org_id=599&stats_player_seq=-100
St. John's (NY),https://stats.ncaa.org/team/603/stats/14242,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=14242&org_id=603&stats_player_seq=-100
Stanford,https://stats.ncaa.org/team/674/stats/14242,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=14242&org_id=674&stats_player_seq=-100
Stetson,https://stats.ncaa.org/team/678/stats/14242,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=14242&org_id=678&stats_player_seq=-100
Stony Brook,https://stats.ncaa.org/team/683/stats/14242,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=14242&org_id=683&stats_player_seq=-100
Syracuse,https://stats.ncaa.org/team/688/stats/14242,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=14242&org_id=688&stats_player_seq=-100
TCU,https://stats.ncaa.org/team/698/stats/14242,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=14242&org_id=698&stats_player_seq=-100
Temple,https://stats.ncaa.org/team/690/stats/14242,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=14242&org_id=690&stats_player_seq=-100
Tennessee,https://stats.ncaa.org/team/694/stats/14242,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=14242&org_id=694&stats_player_seq=-100
Tennessee St.,https://stats.ncaa.org/team/691/stats/14242,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=14242&org_id=691&stats_player_seq=-100
Tennessee Tech,https://stats.ncaa.org/team/692/stats/14242,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=14242&org_id=692&stats_player_seq=-100
Texas,https://stats.ncaa.org/team/703/stats/14242,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=14242&org_id=703&stats_player_seq=-100
Texas A&M,https://stats.ncaa.org/team/697/stats/14242,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=14242&org_id=697&stats_player_seq=-100
Texas Southern,https://stats.ncaa.org/team/699/stats/14242,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=14242&org_id=699&stats_player_seq=-100
Texas St.,https://stats.ncaa.org/team/670/stats/14242,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=14242&org_id=670&stats_player_seq=-100
Texas Tech,https://stats.ncaa.org/team/700/stats/14242,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=14242&org_id=700&stats_player_seq=-100
The Citadel,https://stats.ncaa.org/team/141/stats/14242,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=14242&org_id=141&stats_player_seq=-100
Toledo,https://stats.ncaa.org/team/709/stats/14242,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=14242&org_id=709&stats_player_seq=-100
Towson,https://stats.ncaa.org/team/711/stats/14242,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=14242&org_id=711&stats_player_seq=-100
Troy,https://stats.ncaa.org/team/716/stats/14242,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=14242&org_id=716&stats_player_seq=-100
Tulane,https://stats.ncaa.org/team/718/stats/14242,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=14242&org_id=718&stats_player_seq=-100
Tulsa,https://stats.ncaa.org/team/719/stats/14242,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=14242&org_id=719&stats_player_seq=-100
UAB,https://stats.ncaa.org/team/9/stats/14242,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=14242&org_id=9&stats_player_seq=-100
UC Davis,https://stats.ncaa.org/team/108/stats/14242,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=14242&org_id=108&stats_player_seq=-100
UC Irvine,https://stats.ncaa.org/team/109/stats/14242,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=14242&org_id=109&stats_player_seq=-100
UC Riverside,https://stats.ncaa.org/team/111/stats/14242,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=14242&org_id=111&stats_player_seq=-100
UC Santa Barbara,https://stats.ncaa.org/team/104/stats/14242,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=14242&org_id=104&stats_player_seq=-100
UCF,https://stats.ncaa.org/team/128/stats/14242,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=14242&org_id=128&stats_player_seq=-100
UCLA,https://stats.ncaa.org/team/110/stats/14242,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=14242&org_id=110&stats_player_seq=-100
UConn,https://stats.ncaa.org/team/164/stats/14242,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=14242&org_id=164&stats_player_seq=-100
UIC,https://stats.ncaa.org/team/302/stats/14242,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=14242&org_id=302&stats_player_seq=-100
UIW,https://stats.ncaa.org/team/2743/stats/14242,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=14242&org_id=2743&stats_player_seq=-100
ULM,https://stats.ncaa.org/team/498/stats/14242,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=14242&org_id=498&stats_player_seq=-100
UMass Lowell,https://stats.ncaa.org/team/368/stats/14242,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=14242&org_id=368&stats_player_seq=-100
UMBC,https://stats.ncaa.org/team/391/stats/14242,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=14242&org_id=391&stats_player_seq=-100
UMES,https://stats.ncaa.org/team/393/stats/14242,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=14242&org_id=393&stats_player_seq=-100
UNC Asheville,https://stats.ncaa.org/team/456/stats/14242,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=14242&org_id=456&stats_player_seq=-100
UNC Greensboro,https://stats.ncaa.org/team/459/stats/14242,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=14242&org_id=459&stats_player_seq=-100
UNCW,https://stats.ncaa.org/team/460/stats/14242,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=14242&org_id=460&stats_player_seq=-100
UNI,https://stats.ncaa.org/team/504/stats/14242,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=14242&org_id=504&stats_player_seq=-100
UNLV,https://stats.ncaa.org/team/465/stats/14242,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=14242&org_id=465&stats_player_seq=-100
USC Upstate,https://stats.ncaa.org/team/10411/stats/14242,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=14242&org_id=10411&stats_player_seq=-100
UT Arlington,https://stats.ncaa.org/team/702/stats/14242,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=14242&org_id=702&stats_player_seq=-100
UT Martin,https://stats.ncaa.org/team/695/stats/14242,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=14242&org_id=695&stats_player_seq=-100
Utah,https://stats.ncaa.org/team/732/stats/14242,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=14242&org_id=732&stats_player_seq=-100
Utah St.,https://stats.ncaa.org/team/731/stats/14242,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=14242&org_id=731&stats_player_seq=-100
Utah Valley,https://stats.ncaa.org/team/30024/stats/14242,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=14242&org_id=30024&stats_player_seq=-100
UTEP,https://stats.ncaa.org/team/704/stats/14242,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=14242&org_id=704&stats_player_seq=-100
UTRGV,https://stats.ncaa.org/team/536/stats/14242,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=14242&org_id=536&stats_player_seq=-100
UTSA,https://stats.ncaa.org/team/706/stats/14242,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=14242&org_id=706&stats_player_seq=-100
Valparaiso,https://stats.ncaa.org/team/735/stats/14242,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=14242&org_id=735&stats_player_seq=-100
VCU,https://stats.ncaa.org/team/740/stats/14242,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=14242&org_id=740&stats_player_seq=-100
Villanova,https://stats.ncaa.org/team/739/stats/14242,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=14242&org_id=739&stats_player_seq=-100
Virginia,https://stats.ncaa.org/team/746/stats/14242,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=14242&org_id=746&stats_player_seq=-100
Virginia Tech,https://stats.ncaa.org/team/742/stats/14242,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=14242&org_id=742&stats_player_seq=-100
Wake Forest,https://stats.ncaa.org/team/749/stats/14242,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=14242&org_id=749&stats_player_seq=-100
Washington,https://stats.ncaa.org/team/756/stats/14242,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=14242&org_id=756&stats_player_seq=-100
Washington St.,https://stats.ncaa.org/team/754/stats/14242,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=14242&org_id=754&stats_player_seq=-100
Weber St.,https://stats.ncaa.org/team/758/stats/14242,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=14242&org_id=758&stats_player_seq=-100
West Virginia,https://stats.ncaa.org/team/768/stats/14242,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=14242&org_id=768&stats_player_seq=-100
Western Caro.,https://stats.ncaa.org/team/769/stats/14242,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=14242&org_id=769&stats_player_seq=-100
Western Ill.,https://stats.ncaa.org/team/771/stats/14242,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=14242&org_id=771&stats_player_seq=-100
Western Ky.,https://stats.ncaa.org/team/772/stats/14242,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=14242&org_id=772&stats_player_seq=-100
Western Mich.,https://stats.ncaa.org/team/774/stats/14242,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=14242&org_id=774&stats_player_seq=-100
Wichita St.,https://stats.ncaa.org/team/782/stats/14242,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=14242&org_id=782&stats_player_seq=-100
William & Mary,https://stats.ncaa.org/team/786/stats/14242,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=14242&org_id=786&stats_player_seq=-100
Winthrop,https://stats.ncaa.org/team/792/stats/14242,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=14242&org_id=792&stats_player_seq=-100
Wisconsin,https://stats.ncaa.org/team/796/stats/14242,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=14242&org_id=796&stats_player_seq=-100
Wofford,https://stats.ncaa.org/team/2915/stats/14242,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=14242&org_id=2915&stats_player_seq=-100
Wright St.,https://stats.ncaa.org/team/810/stats/14242,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=14242&org_id=810&stats_player_seq=-100
Wyoming,https://stats.ncaa.org/team/811/stats/14242,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=14242&org_id=811&stats_player_seq=-100
Xavier,https://stats.ncaa.org/team/812/stats/14242,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=14242&org_id=812&stats_player_seq=-100
Yale,https://stats.ncaa.org/team/813/stats/14242,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=14242&org_id=813&stats_player_seq=-100
Youngstown St.,https://stats.ncaa.org/team/817/stats/14242,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=14242&org_id=817&stats_player_seq=-100
