ncaa_id,date,team,opponent,home_away,result,team_score,opponent_score,attend.x,s,mp,kills,errors,total_attacks,hit_pct,assists,aces,s_err,digs,r_err,block_solos,block_assists,b_err,pts.x,bhe.x,attend.y,defensive_s,defensive_mp,defensive_kills,defensive_errors,defensive_total_attacks,defensive_hit_pct,defensive_assists,defensive_aces,defensive_s_err,defensive_digs,defensive_r_err,defensive_block_solos,defensive_block_assists,defensive_b_err,pts.y,bhe.y
165,2018-09-21,Coppin St.,N.C. Central,Home,W,3,2,0,5,0,71,40,171,0.181,68,4,14,64,4,2,12,3,83,NA,0,5,0,39,23,133,0.12,38,4,5,51,4,2,16,0,53,4
165,2018-09-22,Coppin St.,N.C. A&T,Home,L,1,3,0,4,0,42,22,107,0.187,43,1,10,39,11,0,12,1,49,NA,0,4,0,52,22,115,0.261,47,11,11,35,1,1,12,4,70,2
165,2018-09-25,Coppin St.,UMBC,Away,L,0,3,0,3,0,32,17,100,0.15,29,3,11,51,7,1,8,2,40,2,0,3,0,41,16,119,0.21,40,7,9,43,3,1,10,1,54,NA
165,2018-09-28,Coppin St.,Norfolk St.,Away,W,3,0,0,3,0,38,11,98,0.276,35,6,11,37,6,0,14,1,51,NA,0,3,0,33,18,97,0.155,32,6,9,41,6,3,4,0,44,3
165,2018-09-30,Coppin St.,Howard,Away,L,1,3,0,4,0,37,25,141,0.085,32,3,8,65,4,1,12,0,47,1,0,4,0,57,22,150,0.233,52,4,12,67,3,0,14,0,68,NA
165,2018-10-04,Coppin St.,Morgan St.,Home,L,0,3,0,3,0,23,18,88,0.057,20,0,3,45,9,2,2,1,26,NA,0,3,0,39,13,105,0.248,37,9,5,43,0,1,4,1,51,1
165,2018-10-07,Coppin St.,Rider,Home,W,3,2,0,5,0,52,27,157,0.159,47,4,7,63,9,8,6,13,67,4,0,5,0,45,33,154,0.078,40,9,5,65,4,11,4,14,67,3
165,2018-10-12,Coppin St.,UMES,Home,L,2,3,0,5,0,63,33,159,0.189,59,5,12,77,6,2,8,2,74,3,0,5,0,52,20,159,0.201,45,6,13,52,5,7,10,13,70,6
165,2018-10-14,Coppin St.,Delaware St.,Home,W,3,1,0,4,0,56,24,135,0.237,56,4,7,63,5,4,10,3,69,1,0,4,0,43,27,142,0.113,38,5,7,47,4,1,14,1,56,1
165,2018-10-19,Coppin St.,Bethune-Cookman,Home,L,0,3,0,3,0,29,28,110,0.009,29,3,7,39,5,0,6,2,35,2,0,3,0,31,13,87,0.207,30,5,5,44,3,3,28,0,53,NA
165,2018-10-26,Coppin St.,Norfolk St.,Home,W,3,2,0,5,0,64,41,175,0.131,59,6,10,56,12,1,16,1,79,1,0,5,0,50,28,142,0.155,49,12,13,58,6,7,22,3,80,3
165,2018-10-28,Coppin St.,Howard,Home,L,0,3,0,3,0,26,25,96,0.01,26,2,5,31,3,1,18,1,38,NA,0,3,0,41,19,97,0.227,40,3,6,35,2,1,20,2,55,3
165,2018-10-31,Coppin St.,FDU,Away,W,3,0,0,3,0,39,14,99,0.253,35,1,7,38,2,1,18,1,50,2,0,3,0,34,24,106,0.094,31,2,9,41,1,1,14,1,44,NA
165,2018-11-04,Coppin St.,Morgan St.,Away,W,3,1,0,4,0,56,20,129,0.279,49,6,11,44,4,5,6,1,70,NA,0,4,0,47,18,117,0.248,41,4,8,43,6,1,8,1,56,3
165,2018-11-09,Coppin St.,UMES,Away,W,3,2,0,5,0,48,25,120,0.192,42,11,13,51,11,2,8,2,65,NA,0,5,0,47,22,126,0.198,42,11,22,36,11,0,12,0,64,4
165,2018-11-11,Coppin St.,Delaware St.,Away,W,3,1,0,4,0,61,23,127,0.299,49,9,14,38,6,1,20,1,81,NA,0,4,0,39,22,107,0.159,35,6,6,40,9,1,14,2,53,NA
165,2018-11-16,Coppin St.,Bethune-Cookman Washington D.C.,Away,L,2,3,0,5,0,57,30,141,0.191,40,8,7,41,5,0,15,1,72.5,NA,0,5,0,54,24,128,0.234,44,10,7,38,8,2,18,3,75,NA
167,2018-08-31,Cornell,Buffalo,Home,W,3,2,0,5,0,68,33,186,0.188,63,4,20,74,9,1,14,0,80,NA,0,5,0,39,19,141,0.142,33,9,11,61,4,3,24,2,63,2
167,2018-09-01,Cornell,Siena,Home,W,3,2,0,5,0,60,23,171,0.216,56,10,8,80,9,2,16,2,80,NA,0,5,0,49,26,166,0.139,48,9,9,78,10,1,10,1,64,NA
167,2018-09-01,Cornell,St. John's (NY),Home,L,0,3,0,3,0,38,22,124,0.129,34,3,9,53,5,0,26,1,54,2,0,3,0,37,18,113,0.168,35,5,5,51,3,0,18,1,51,1
167,2018-09-07,Cornell,Houston,Away,L,1,3,0,4,0,54,27,176,0.153,53,2,12,81,9,1,20,0,67,4,0,4,0,56,24,173,0.185,53,9,12,80,2,1,14,1,73,1
167,2018-09-07,Cornell,"Lamar University Houston, Texas",Away,W,3,0,0,3,0,41,13,83,0.337,37,8,4,26,4,0,6,1,52,3,0,3,0,28,18,77,0.13,26,4,6,22,8,1,8,0,37,1
167,2018-09-08,Cornell,"UTSA Houston, Texas",Away,W,3,1,0,4,0,56,15,127,0.323,54,5,11,59,9,0,17,2,69.5,NA,0,4,0,44,21,139,0.165,40,9,7,53,5,2,4,0,57,2
167,2018-09-08,Cornell,"Houston Christian Houston, Texas",Away,L,1,3,0,4,0,54,25,158,0.184,52,3,11,61,8,0,8,2,61,4,0,4,0,50,20,144,0.208,45,8,5,59,3,1,23,0,70.5,2
167,2018-09-14,Cornell,Valparaiso,Away,L,1,3,0,4,0,42,19,148,0.155,39,4,15,68,9,1,14,4,54,3,0,4,0,49,23,153,0.17,44,9,10,73,4,2,16,1,68,NA
167,2018-09-15,Cornell,"Wright St. Valparaiso, Ind.",Away,L,2,3,0,5,0,55,31,182,0.132,51,7,9,87,11,2,14,1,71,1,0,5,0,52,24,171,0.164,47,11,8,81,7,2,14,5,72,NA
167,2018-09-15,Cornell,"Western Ill. Valparaiso, Ind.",Away,W,3,0,0,3,0,50,16,121,0.281,43,3,4,62,3,0,4,3,55,3,0,3,0,34,12,116,0.19,32,3,11,43,3,2,0,3,39,NA
167,2018-09-22,Cornell,Columbia,Away,W,3,1,0,4,0,59,25,162,0.21,55,4,13,56,6,2,20,2,75,1,0,4,0,46,22,139,0.173,43,6,13,63,4,0,22,6,63,NA
167,2018-09-28,Cornell,Harvard,Home,W,3,1,0,4,0,52,30,140,0.157,49,4,7,55,3,2,28,1,72,1,0,4,0,40,30,133,0.075,34,3,5,50,4,1,28,2,58,3
167,2018-09-29,Cornell,Dartmouth,Home,W,3,0,0,3,0,46,17,103,0.282,46,5,3,63,4,1,9,0,56.5,NA,0,3,0,25,18,112,0.063,24,4,3,33,5,1,10,1,35,2
167,2018-10-05,Cornell,Brown,Home,W,3,2,0,5,0,60,33,157,0.172,58,4,7,63,3,3,22,1,78,2,0,5,0,43,34,152,0.059,41,3,5,55,4,1,18,2,56,2
167,2018-10-06,Cornell,Yale,Home,L,1,3,0,4,0,56,25,163,0.19,54,2,5,74,9,1,18,1,68,NA,0,4,0,48,18,151,0.199,46,9,4,69,2,3,20,0,70,2
167,2018-10-12,Cornell,Princeton,Away,L,0,3,0,3,0,36,17,104,0.183,35,2,4,39,4,1,4,3,41,3,0,3,0,47,10,105,0.352,43,4,6,46,2,0,12,2,57,NA
167,2018-10-13,Cornell,Penn,Away,L,1,3,0,4,0,43,26,150,0.113,39,8,13,60,5,2,16,2,61,2,0,4,0,48,21,137,0.197,46,5,13,67,8,3,18,0,65,2
167,2018-10-20,Cornell,Columbia,Home,W,3,2,0,5,0,62,18,154,0.286,60,3,7,66,6,1,14,2,73,1,0,5,0,55,28,172,0.157,55,6,10,63,3,1,14,3,69,2
167,2018-10-26,Cornell,Dartmouth,Away,W,3,1,0,4,0,51,22,137,0.212,47,4,10,57,3,2,16,0,65,NA,0,4,0,39,24,128,0.117,39,3,6,48,4,3,20,0,55,NA
167,2018-10-27,Cornell,Harvard,Away,W,3,1,0,4,0,52,15,136,0.272,48,10,9,58,8,2,12,2,70,1,0,4,0,44,27,142,0.12,42,8,7,54,10,0,14,3,59,NA
167,2018-11-02,Cornell,Penn,Home,W,3,0,0,3,0,42,15,99,0.273,38,10,5,38,2,2,8,1,58,1,0,3,0,27,12,82,0.183,26,2,7,34,10,0,8,1,33,2
167,2018-11-03,Cornell,Princeton,Home,L,0,3,0,3,0,35,21,118,0.119,33,2,7,56,7,3,2,1,41,NA,0,3,0,40,14,112,0.232,36,7,5,52,2,2,10,0,54,NA
167,2018-11-09,Cornell,Yale,Away,L,0,3,0,3,0,29,23,119,0.05,28,2,3,65,4,2,14,0,40,2,0,3,0,43,23,140,0.143,39,4,4,60,2,4,10,0,56,2
167,2018-11-10,Cornell,Brown,Away,W,3,1,0,4,0,58,16,152,0.276,57,4,6,79,4,1,20,3,73,1,0,4,0,55,20,164,0.213,51,4,3,72,4,1,14,2,67,6
169,2018-08-24,Creighton,"UNI Los Angeles, Calif.",Away,L,0,3,0,3,0,44,16,111,0.252,38,0,6,37,5,2,10,3,51,1,0,3,0,46,13,104,0.317,44,5,6,47,0,6,6,2,60,1
169,2018-08-24,Creighton,"Kentucky Los Angeles, Calif.",Away,W,3,2,0,5,0,66,33,173,0.191,61,5,23,73,4,4,14,1,82,NA,0,5,0,49,20,154,0.188,43,4,14,63,5,3,19,3,65.5,NA
169,2018-08-25,Creighton,Southern California,Away,L,2,3,0,5,0,67,30,201,0.184,63,8,8,83,6,5,12,2,86,2,0,5,0,69,26,196,0.219,64,6,12,87,8,3,14,3,85,1
169,2018-08-31,Creighton,"NC State Dallas, Texas",Away,W,3,0,0,3,0,41,9,95,0.337,41,4,3,42,1,1,14,1,53,1,0,3,0,46,19,114,0.237,41,1,10,38,4,1,6,0,51,NA
169,2018-08-31,Creighton,"Arkansas St. Dallas, Texas",Away,W,3,0,0,3,0,44,16,104,0.269,42,1,5,59,1,0,19,0,54.5,2,0,3,0,29,19,110,0.091,26,1,12,39,1,2,14,2,39,2
169,2018-09-01,Creighton,SMU,Away,W,3,0,0,3,0,46,20,122,0.213,43,4,4,59,3,1,12,2,57,1,0,3,0,40,16,124,0.194,37,3,9,45,4,4,20,1,57,3
169,2018-09-06,Creighton,Nebraska,Home,L,2,3,0,5,0,62,25,179,0.207,54,5,6,73,10,1,14,2,75,1,0,5,0,64,22,163,0.258,63,10,10,77,5,1,13,2,81.5,1
169,2018-09-07,Creighton,Iowa St.,Home,W,3,1,0,4,0,57,27,170,0.176,53,5,7,79,3,1,16,2,71,NA,0,4,0,49,24,160,0.156,49,3,10,77,5,3,20,5,65,1
169,2018-09-09,Creighton,Wichita St.,Home,W,3,1,0,4,0,60,21,155,0.252,53,6,10,71,6,2,24,3,80,NA,0,4,0,41,24,152,0.112,41,6,7,69,6,2,14,4,56,1
169,2018-09-14,Creighton,"Lipscomb Champaign, Ill.",Away,W,3,0,0,3,0,43,14,126,0.23,43,3,8,70,2,5,6,2,54,2,0,3,0,39,18,133,0.158,36,2,9,60,3,2,8,1,47,2
169,2018-09-15,Creighton,"UNI Champaign, Ill.",Away,W,3,0,0,3,0,41,5,99,0.364,38,8,5,54,4,1,8,0,54,2,0,3,0,30,18,107,0.112,28,4,6,51,8,1,0,3,35,NA
169,2018-09-15,Creighton,Illinois,Away,L,1,3,0,4,0,57,25,152,0.211,51,5,7,60,5,1,2,3,64,2,0,4,0,55,20,145,0.241,53,5,7,62,5,1,26,5,74,NA
169,2018-09-21,Creighton,DePaul,Home,W,3,0,0,3,0,45,7,87,0.437,40,7,8,47,1,2,8,1,58,NA,0,3,0,24,15,98,0.092,24,1,4,31,7,0,4,2,27,2
169,2018-09-23,Creighton,Marquette,Home,W,3,0,0,3,0,48,10,118,0.322,44,4,6,59,1,1,13,4,59.5,NA,0,3,0,43,17,124,0.21,38,1,4,53,4,0,2,3,45,NA
169,2018-09-28,Creighton,Butler,Away,W,3,2,0,5,0,69,34,192,0.182,64,5,12,90,3,0,8,3,78,2,0,5,0,52,23,173,0.168,48,3,14,74,5,2,29,1,71.5,2
169,2018-09-29,Creighton,Xavier,Away,W,3,0,0,3,0,41,11,109,0.275,36,6,2,59,3,5,14,1,59,NA,0,3,0,30,22,116,0.069,30,3,6,47,6,0,2,4,34,NA
169,2018-10-05,Creighton,Seton Hall,Home,W,3,0,0,3,0,49,15,114,0.298,48,5,8,49,1,1,22,4,66,2,0,3,0,36,17,109,0.174,33,1,2,46,5,0,4,3,39,1
169,2018-10-07,Creighton,St. John's (NY),Home,W,3,0,0,3,0,48,9,116,0.336,47,8,5,55,1,0,16,3,64,1,0,3,0,42,13,116,0.25,40,1,5,46,8,0,6,4,46,2
169,2018-10-12,Creighton,Georgetown,Away,W,3,0,0,3,0,36,9,85,0.318,32,5,5,42,3,0,18,2,50,NA,0,3,0,35,22,106,0.123,33,3,12,36,5,1,4,1,41,NA
169,2018-10-13,Creighton,Villanova,Away,W,3,1,0,4,0,54,19,140,0.25,49,6,11,57,3,1,10,1,66,NA,0,4,0,49,22,138,0.196,47,3,13,55,6,0,11,0,57.5,NA
169,2018-10-18,Creighton,Xavier,Home,W,3,2,0,5,0,63,32,185,0.168,57,10,5,75,7,0,16,4,81,NA,0,5,0,52,29,175,0.131,51,7,4,80,10,3,24,1,74,2
169,2018-10-20,Creighton,Butler,Home,W,3,0,0,3,0,36,7,66,0.439,35,14,5,29,1,2,12,1,58,NA,0,3,0,21,20,75,0.013,21,1,5,19,14,1,8,2,27,NA
169,2018-10-26,Creighton,Marquette,Away,W,3,1,0,4,0,72,17,166,0.331,69,2,11,77,5,1,12,1,81,NA,0,4,0,54,19,158,0.222,52,5,4,65,2,2,12,4,67,NA
169,2018-10-27,Creighton,DePaul,Away,W,3,0,0,3,0,46,10,95,0.379,42,5,6,36,3,0,12,1,57,NA,0,3,0,28,19,87,0.103,28,3,2,35,5,0,6,0,34,2
169,2018-11-02,Creighton,St. John's (NY),Away,W,3,0,0,3,0,41,16,111,0.225,37,8,4,43,0,5,18,4,63,NA,0,3,0,36,21,108,0.139,35,0,4,42,8,1,4,2,39,NA
169,2018-11-03,Creighton,Seton Hall,Away,W,3,0,0,3,0,47,9,100,0.38,45,6,5,45,0,3,12,0,62,NA,0,3,0,34,16,103,0.175,33,0,4,38,6,0,4,2,36,1
169,2018-11-09,Creighton,Georgetown,Home,W,3,0,0,3,0,46,11,100,0.35,43,4,8,48,3,1,16,2,59,NA,0,3,0,32,17,104,0.144,30,3,6,36,4,1,4,2,38,2
169,2018-11-11,Creighton,Villanova,Home,W,3,0,0,3,0,42,16,113,0.23,41,7,6,53,1,1,16,5,58,1,0,3,0,33,17,111,0.144,31,1,12,48,7,0,12,1,40,1
169,2018-11-16,Creighton,Providence,Home,W,3,0,0,3,0,46,14,87,0.368,45,13,7,39,3,0,4,3,61,NA,0,3,0,29,8,79,0.266,26,3,6,27,13,3,6,2,38,2
169,2018-11-17,Creighton,Providence,Home,W,3,0,0,3,0,38,15,79,0.291,38,13,10,37,3,2,8,0,57,1,0,3,0,22,15,83,0.084,20,3,7,25,13,0,8,0,29,1
169,2018-11-23,Creighton,Villanova,Home,W,3,0,0,3,0,50,15,135,0.259,45,5,5,69,2,2,14,0,64,1,0,3,0,28,17,125,0.088,26,2,2,64,5,0,12,4,36,1
169,2018-11-24,Creighton,Marquette,Home,W,3,1,0,4,0,62,18,160,0.275,57,6,6,73,7,1,21,2,79.5,NA,0,4,0,61,24,167,0.222,59,7,6,70,6,1,14,1,76,2
169,2018-11-30,Creighton,South Dakota,Home,W,3,0,0,3,0,46,7,104,0.375,43,4,5,42,0,0,20,0,60,2,0,3,0,32,19,98,0.133,31,0,6,45,4,0,2,0,33,NA
169,2018-12-01,Creighton,Washington,Home,L,0,3,0,3,0,36,23,115,0.113,35,7,6,39,4,1,14,2,51,NA,0,3,0,41,16,104,0.24,39,4,3,48,7,4,21,3,59.5,1
94,2018-08-24,CSU Bakersfield,San Diego St.,Away,W,3,2,0,5,0,54,22,144,0.222,50,5,3,40,11,2,8,4,65,NA,0,5,0,70,23,144,0.326,65,11,11,55,5,3,10,2,89,1
94,2018-08-24,CSU Bakersfield,Portland ,Away,L,0,3,0,3,0,24,17,74,0.095,22,3,3,22,4,1,14,2,35,3,0,3,0,46,11,84,0.417,41,4,8,29,3,0,9,0,54.5,2
94,2018-08-25,CSU Bakersfield,Campbell ,Away,L,2,3,0,5,0,55,28,150,0.18,49,5,7,56,2,1,22,4,72,1,0,5,0,59,26,148,0.223,55,2,12,63,5,0,34,2,78,3
94,2018-08-31,CSU Bakersfield,Texas Tech ,Away,L,0,3,0,3,0,26,21,109,0.046,25,1,8,51,7,0,8,0,31,NA,0,3,0,38,15,109,0.211,32,7,8,54,1,5,14,2,57,NA
94,2018-08-31,CSU Bakersfield,UC Irvine,Away,W,3,2,0,5,0,52,31,185,0.114,50,6,11,91,2,1,22,1,70,3,0,5,0,54,28,187,0.139,50,2,14,84,6,0,16,0,64,1
94,2018-09-01,CSU Bakersfield,"Georgia Irvine, Calif.",Away,L,0,3,0,3,0,31,19,102,0.118,31,4,6,42,8,1,12,1,42,2,0,3,0,40,15,102,0.245,37,8,8,45,4,0,7,4,51.5,NA
94,2018-09-06,CSU Bakersfield,Air Force,Away,L,0,3,0,3,0,25,22,104,0.029,24,2,6,35,2,1,10,2,33,NA,0,3,0,45,14,97,0.32,40,2,6,47,2,1,6,0,51,2
94,2018-09-07,CSU Bakersfield,Presbyterian ,Away,W,3,2,0,5,0,59,31,175,0.16,55,13,5,74,6,3,14,3,82,2,0,5,0,54,31,169,0.136,53,6,10,72,13,2,20,1,72,4
94,2018-09-08,CSU Bakersfield,Valparaiso ,Away,L,0,3,0,3,0,39,14,105,0.238,39,0,4,39,0,0,10,6,44,2,0,3,0,54,12,113,0.372,49,0,6,41,0,2,6,7,59,NA
94,2018-09-13,CSU Bakersfield,UC Santa Barbara,Home,W,3,0,0,3,0,37,4,82,0.402,32,6,12,37,5,0,22,3,54,NA,0,3,0,32,20,102,0.118,30,5,11,38,6,0,4,2,39,NA
94,2018-09-14,CSU Bakersfield,Montana,Home,W,3,1,0,4,0,57,17,134,0.299,53,6,8,54,8,1,20,1,74,NA,0,4,0,49,22,136,0.199,46,8,9,53,6,1,12,3,64,NA
94,2018-09-15,CSU Bakersfield,South Dakota,Home,W,3,0,0,3,0,39,12,109,0.248,38,3,10,53,3,0,16,5,50,NA,0,3,0,37,23,129,0.109,34,3,6,50,3,0,12,2,46,NA
94,2018-09-20,CSU Bakersfield,UTRGV,Home,W,3,1,0,4,0,57,29,182,0.154,52,6,6,75,6,0,16,2,71,NA,0,4,0,46,25,160,0.131,45,6,1,83,6,4,12,4,62,NA
94,2018-09-22,CSU Bakersfield,New Mexico St.,Home,W,3,2,0,5,0,55,23,149,0.215,52,8,8,61,7,1,28,0,78,NA,0,5,0,49,25,143,0.168,47,7,5,63,8,2,14,4,65,NA
94,2018-09-25,CSU Bakersfield,Cal St. Fullerton,Home,W,3,0,0,3,0,40,15,115,0.217,38,7,6,61,5,0,8,1,51,NA,0,3,0,32,9,112,0.205,29,5,9,53,7,0,4,2,39,NA
94,2018-09-29,CSU Bakersfield,Utah Valley,Home,W,3,2,0,5,0,60,35,200,0.125,56,7,8,82,2,1,18,3,77,NA,0,5,0,63,33,197,0.152,62,2,9,88,7,0,44,2,87,NA
94,2018-10-06,CSU Bakersfield,California Baptist,Away,L,2,3,0,5,0,63,22,171,0.24,58,11,5,74,9,0,12,1,80,5,0,5,0,68,16,167,0.311,64,9,4,73,11,0,24,1,89,1
94,2018-10-08,CSU Bakersfield,Seattle U,Home,W,3,2,0,5,0,69,29,176,0.227,61,3,6,69,9,0,14,5,79,NA,0,5,0,63,21,159,0.264,60,9,10,64,3,0,30,4,87,NA
94,2018-10-11,CSU Bakersfield,Grand Canyon,Away,L,2,3,0,5,0,58,29,171,0.17,54,6,5,55,5,1,18,1,74,6,0,5,0,60,25,150,0.233,58,5,10,66,6,5,12,4,76,1
94,2018-10-13,CSU Bakersfield,California Baptist,Home,L,2,3,0,5,0,65,28,184,0.201,58,4,7,88,5,0,20,2,79,NA,0,5,0,69,23,186,0.247,65,5,10,82,4,4,14,0,85,NA
94,2018-10-18,CSU Bakersfield,UTRGV,Away,L,0,3,0,3,0,40,19,130,0.162,36,3,6,60,4,0,10,1,48,2,0,3,0,42,12,122,0.246,40,4,5,66,3,0,16,0,54,2
94,2018-10-20,CSU Bakersfield,New Mexico St.,Away,L,0,3,0,3,0,30,30,111,0,28,3,9,38,2,1,4,1,36,NA,0,3,0,33,15,93,0.194,30,2,4,44,3,1,24,1,48,1
94,2018-10-25,CSU Bakersfield,Kansas City,Home,L,1,3,0,4,0,55,30,164,0.152,49,13,13,83,3,0,15,1,75.5,NA,0,4,0,55,16,165,0.236,53,3,13,76,13,3,20,3,71,NA
94,2018-10-27,CSU Bakersfield,Chicago St.,Home,W,3,1,0,4,0,51,15,139,0.259,47,8,9,68,6,2,16,1,69,NA,0,4,0,45,29,158,0.101,43,6,7,66,8,0,17,0,59.5,1
94,2018-11-01,CSU Bakersfield,Kansas City,Away,L,1,3,0,4,0,44,28,159,0.101,41,7,5,63,5,0,14,0,58,1,0,4,0,58,20,152,0.25,52,5,6,73,7,3,18,1,75,NA
94,2018-11-03,CSU Bakersfield,Chicago St.,Away,W,3,1,0,4,0,65,27,190,0.2,63,5,5,97,3,0,14,4,77,NA,0,4,0,51,21,180,0.167,50,3,2,84,5,4,6,7,61,NA
94,2018-11-10,CSU Bakersfield,Grand Canyon,Home,W,3,2,0,5,0,62,25,169,0.219,57,8,9,70,8,0,26,2,83,2,0,5,0,49,24,157,0.159,48,8,3,73,8,5,16,5,70,2
94,2018-11-15,CSU Bakersfield,Utah Valley,Away,L,1,3,0,4,0,58,19,145,0.269,57,6,1,56,4,0,18,4,73,3,0,4,0,67,23,155,0.284,64,4,4,56,6,0,22,3,82,1
94,2018-11-17,CSU Bakersfield,Seattle U,Away,L,1,3,0,4,0,45,22,133,0.173,41,5,7,51,11,0,14,1,57,2,0,4,0,55,17,132,0.288,50,11,8,60,5,2,12,1,74,1
94,2018-11-22,CSU Bakersfield,Utah Valley,Home,L,2,3,0,5,0,55,32,183,0.126,54,9,8,74,3,2,14,1,73,2,0,5,0,56,20,162,0.222,54,3,6,83,9,2,27,1,74.5,2
101,2018-08-24,CSUN,"Arizona Sacramento, Calif.",Away,L,0,3,0,3,0,29,8,74,0.284,27,4,5,24,12,0,6,0,36,1,0,3,0,46,9,80,0.463,40,12,8,29,4,1,6,1,62,NA
101,2018-08-24,CSUN,Sacramento St.,Away,W,3,2,0,5,0,56,25,167,0.186,53,8,6,76,5,1,14,4,72,NA,0,5,0,60,29,181,0.171,53,5,8,80,8,3,16,0,76,2
101,2018-08-25,CSUN,"Utah St. Sacramento, Calif.",Away,L,2,3,0,5,0,71,33,179,0.212,63,10,13,52,6,2,18,2,92,NA,0,5,0,65,21,151,0.291,57,6,11,64,10,0,30,1,86,1
101,2018-08-31,CSUN,North Texas,Home,W,3,0,0,3,0,39,10,101,0.287,37,2,10,48,2,4,8,1,49,1,0,3,0,27,26,109,0.009,25,2,6,44,2,2,2,1,32,NA
101,2018-09-01,CSUN,Idaho,Home,L,2,3,0,5,0,61,35,177,0.147,55,10,5,77,9,3,4,1,76,3,0,5,0,54,15,156,0.25,48,9,11,71,10,0,24,4,75,NA
101,2018-09-02,CSUN,Pepperdine,Away,L,1,3,0,4,0,42,21,107,0.196,41,1,7,37,7,1,4,3,46,1,0,4,0,58,10,112,0.429,53,7,13,43,1,2,18,0,76,NA
101,2018-09-07,CSUN,"Florida Flagstaff, Ariz.",Away,L,0,3,0,3,0,26,24,79,0.025,25,1,6,17,7,0,8,0,31,1,0,3,0,36,9,66,0.409,33,7,5,23,1,4,14,4,54,1
101,2018-09-07,CSUN,"Southern Ill. Flagstaff, Ariz.",Away,W,3,1,0,4,0,58,27,139,0.223,54,3,10,51,5,1,12,2,68,NA,0,4,0,45,26,126,0.151,42,5,6,48,3,3,18,3,62,NA
101,2018-09-08,CSUN,Northern Ariz.,Away,W,3,2,0,5,0,70,34,196,0.184,66,6,8,93,1,1,18,4,86,4,0,5,0,56,23,182,0.181,52,1,8,83,6,2,24,2,71,2
101,2018-09-14,CSUN,Boise St.,Away,L,0,3,0,3,0,31,19,114,0.105,25,2,4,44,6,3,2,1,37,1,0,3,0,43,6,104,0.356,40,6,6,47,2,1,20,1,60,1
101,2018-09-14,CSUN,"Washington Boise, Idaho",Away,L,0,3,0,3,0,24,20,100,0.04,24,2,2,35,8,3,8,0,33,1,0,3,0,44,16,101,0.277,38,8,5,45,2,1,12,1,59,1
101,2018-09-15,CSUN,"Portland Boise, Idaho",Away,L,1,3,0,4,0,53,25,138,0.203,50,5,14,48,8,1,6,1,62,2,0,4,0,48,14,121,0.281,46,8,6,54,5,1,20,1,67,1
101,2018-09-18,CSUN,Cal St. Fullerton,Home,W,3,0,0,3,0,43,15,98,0.286,39,2,11,35,1,2,8,2,51,NA,0,3,0,25,21,91,0.044,24,1,7,34,2,0,2,2,27,NA
101,2018-09-22,CSUN,Long Beach St.,Home,L,2,3,0,5,0,67,26,173,0.237,61,9,13,70,9,2,6,2,81,5,0,5,0,59,12,155,0.303,54,9,10,66,9,3,20,3,81,6
101,2018-09-28,CSUN,Cal Poly,Away,L,0,3,0,3,0,27,20,113,0.062,24,5,5,37,7,1,2,0,34,2,0,3,0,39,12,97,0.278,36,7,3,58,5,1,14,1,54,1
101,2018-10-02,CSUN,UC Santa Barbara,Away,L,0,3,0,3,0,30,15,90,0.167,30,2,10,42,10,0,6,2,35,3,0,3,0,39,11,99,0.283,37,10,11,41,2,0,10,0,54,2
101,2018-10-05,CSUN,UC Davis,Home,W,3,2,0,5,0,58,25,165,0.2,53,5,8,71,6,5,12,2,74,5,0,5,0,50,30,164,0.122,47,6,6,69,5,4,14,0,67,1
101,2018-10-06,CSUN,UC Irvine,Home,L,0,3,0,3,0,37,18,119,0.16,36,5,5,44,7,5,4,3,49,6,0,3,0,37,15,102,0.216,33,7,3,49,5,3,8,1,51,NA
101,2018-10-13,CSUN,Hawaii,Away,L,1,3,0,4,0,46,16,141,0.213,41,5,9,60,3,0,18,0,60,2,0,4,0,60,21,155,0.252,55,3,10,66,5,0,10,2,68,NA
101,2018-10-19,CSUN,Cal Poly,Home,L,0,3,0,3,0,42,14,98,0.286,40,4,8,31,10,3,4,3,51,1,0,3,0,43,8,88,0.398,43,10,4,36,4,1,6,0,57,NA
101,2018-10-20,CSUN,UC Santa Barbara,Home,L,2,3,0,5,0,64,31,192,0.172,61,5,7,85,8,5,7,3,77.5,2,0,5,0,63,21,183,0.23,59,8,9,79,5,1,15,0,79.5,2
101,2018-10-25,CSUN,UC Irvine,Away,L,1,3,0,4,0,52,22,149,0.201,51,4,5,59,4,1,8,1,61,4,0,4,0,55,21,141,0.241,54,4,4,66,4,1,22,0,71,1
101,2018-10-27,CSUN,UC Davis,Away,L,1,3,0,4,0,44,18,151,0.172,41,4,10,63,6,3,14,6,58,2,0,4,0,62,26,164,0.22,56,6,6,83,4,3,12,3,77,2
101,2018-10-30,CSUN,UC Riverside,Home,W,3,1,0,4,0,49,20,137,0.212,45,8,8,49,5,2,16,1,67,2,0,4,0,50,32,143,0.126,45,5,7,62,8,2,8,2,61,NA
101,2018-11-02,CSUN,Hawaii,Home,L,0,3,0,3,0,37,15,98,0.224,35,1,6,33,3,1,8,2,43,3,0,3,0,44,17,104,0.26,41,3,6,39,1,1,12,2,54,1
101,2018-11-09,CSUN,Cal St. Fullerton,Away,W,3,1,0,4,0,64,14,144,0.347,60,11,8,63,6,0,16,1,83,NA,0,4,0,40,19,126,0.167,39,6,1,57,11,2,10,0,53,1
