ncaa_id,date,team,opponent,home_away,result,team_score,opponent_score,s,mp,attend,kills,errors,total_attacks,hit_pct,assists,aces,s_err,digs,r_err,block_solos,block_assists,b_err,pts.x,bhe.x,defensive_mp,defensive_attend,defensive_kills,defensive_errors,defensive_total_attacks,defensive_hit_pct,defensive_assists,defensive_aces,defensive_s_err,defensive_digs,defensive_r_err,defensive_block_solos,defensive_block_assists,defensive_b_err,pts.y,bhe.y
26172,2019-10-03,A&M-Corpus Christi,Northwestern St.,Home,L,1,3,4,1,0,58,18,175,0.229,54,7,3,70,11,1,6,0,69,5,1,0,58,13,158,0.285,56,11,8,69,7,1,10,0,75,NA
26172,2019-10-05,A&M-Corpus Christi,Central Ark.,Home,W,3,1,4,1,0,51,19,135,0.237,46,7,10,45,3,2,14,0,67,3,1,0,55,24,141,0.22,53,3,11,52,7,1,8,0,63,2
26172,2019-10-08,A&M-Corpus Christi,UIW,Home,W,3,0,3,1,0,43,11,87,0.368,43,8,5,35,1,1,6,0,55,NA,1,0,33,11,80,0.275,32,1,8,25,8,4,6,1,41,3
26172,2019-10-17,A&M-Corpus Christi,Sam Houston,Home,W,3,1,4,1,0,63,20,147,0.293,61,3,3,63,3,1,12,1,73,NA,1,0,54,18,142,0.254,53,3,7,56,3,1,16,3,66,1
26172,2019-10-19,A&M-Corpus Christi,Houston Christian,Away,W,3,1,4,1,0,57,17,181,0.221,55,3,3,97,5,1,8,1,65,1,1,0,59,26,189,0.175,55,5,11,88,3,1,12,1,71,NA
26172,2019-10-24,A&M-Corpus Christi,Nicholls,Home,W,3,2,5,1,0,62,19,157,0.274,55,8,10,70,6,1,8,3,75,2,1,0,59,14,147,0.306,55,6,12,62,8,2,18,1,76,5
26172,2019-10-26,A&M-Corpus Christi,New Orleans,Home,W,3,0,3,1,0,29,12,92,0.185,29,10,7,38,6,1,2,1,41,3,1,0,40,24,105,0.152,39,6,9,43,10,1,8,2,51,3
26172,2019-10-31,A&M-Corpus Christi,McNeese,Away,W,3,0,3,1,0,39,11,99,0.283,39,6,6,49,6,2,8,4,51,1,1,0,37,18,110,0.173,36,6,11,43,6,5,2,2,49,2
26172,2019-11-02,A&M-Corpus Christi,Lamar University,Away,W,3,1,4,1,0,50,14,114,0.316,47,9,6,64,6,1,8,0,64,1,1,0,43,25,137,0.131,41,6,10,47,9,0,2,0,50,1
26172,2019-11-07,A&M-Corpus Christi,SFA,Home,L,2,3,5,1,0,54,34,209,0.096,53,5,7,94,4,1,8,0,64,1,1,0,62,24,186,0.204,56,4,9,104,5,2,16,2,76,NA
26172,2019-11-09,A&M-Corpus Christi,Abilene Christian,Home,W,3,0,3,1,0,50,10,113,0.354,48,5,6,49,8,0,2,0,56,1,1,0,36,8,96,0.292,33,8,7,40,5,0,10,2,49,5
26172,2019-11-14,A&M-Corpus Christi,Northwestern St.,Away,W,3,0,3,1,0,39,12,104,0.26,36,6,5,45,8,3,4,1,50,NA,1,0,40,16,106,0.226,39,8,13,45,6,3,4,0,53,1
26172,2019-11-16,A&M-Corpus Christi,Central Ark.,Away,L,1,3,4,1,0,59,20,151,0.258,58,4,9,63,6,1,14,1,71,2,1,0,62,23,156,0.25,61,6,8,65,4,2,12,6,76,NA
26172,2019-11-22,A&M-Corpus Christi,Central Ark.,Away,W,3,0,3,1,0,46,15,120,0.258,42,3,3,62,2,3,6,1,55,NA,1,0,35,20,122,0.123,34,2,4,56,3,1,8,3,42,NA
26172,2019-11-23,A&M-Corpus Christi,SFA ,Away,L,1,3,4,1,0,60,26,159,0.214,56,7,6,73,4,0,2,1,68,1,1,0,57,7,141,0.355,50,4,6,63,7,1,16,4,70,2
2,2019-08-30,Abilene Christian,Omaha,Away,L,0,3,3,1,0,23,15,93,0.086,21,1,4,36,10,0,2,0,NA,1,1,0,44,14,101,0.297,40,10,9,49,1,1,2,0,NA,3
2,2019-08-30,Abilene Christian,UAlbany ,Away,L,1,3,4,1,0,50,18,125,0.256,45,3,3,41,9,0,12,2,NA,2,1,0,66,17,132,0.371,65,9,12,53,3,3,8,2,NA,2
2,2019-08-31,Abilene Christian,Idaho St. ,Away,L,1,3,4,1,0,54,31,169,0.136,50,4,11,72,4,0,11,3,NA,1,1,0,48,12,136,0.265,42,4,3,75,4,0,10,5,NA,2
2,2019-09-06,Abilene Christian,"LMU (CA) Houston, Texas",Away,L,0,3,3,0,0,33,15,99,0.182,29,2,3,31,5,1,14,3,43,3,0,0,49,16,105,0.314,46,5,8,44,2,1,4,1,57,NA
2,2019-09-07,Abilene Christian,Rice,Away,L,0,3,3,0,0,27,20,98,0.071,25,0,5,40,3,1,10,1,33,4,0,0,43,15,103,0.272,36,3,4,46,0,2,4,2,50,1
2,2019-09-08,Abilene Christian,Prairie View ,Away,W,3,1,4,1,0,57,18,141,0.277,55,7,8,63,4,2,16,0,74,1,1,0,51,28,156,0.147,47,4,5,56,7,1,10,0,61,1
2,2019-09-12,Abilene Christian,Cal St. Fullerton,Home,L,0,3,3,1,0,34,19,119,0.126,31,4,6,46,3,1,10,0,44,NA,1,0,46,14,113,0.283,41,3,5,62,4,1,2,2,51,4
2,2019-09-13,Abilene Christian,Prairie View,Home,W,3,2,5,1,0,48,26,175,0.126,45,11,5,71,7,2,22,2,72,NA,1,0,64,39,187,0.134,55,7,6,91,11,1,18,1,81,NA
2,2019-09-14,Abilene Christian,North Texas,Home,L,0,3,3,1,0,33,9,113,0.212,31,4,6,46,3,0,18,0,46,2,1,0,53,17,129,0.279,51,3,3,64,4,1,6,1,60,2
2,2019-09-16,Abilene Christian,Texas Tech,Away,L,0,3,3,0,0,29,16,99,0.131,27,1,6,42,2,1,6,0,34,1,0,0,48,18,116,0.259,42,2,3,45,1,1,2,0,52,1
2,2019-09-26,Abilene Christian,UIW,Home,W,3,0,3,1,0,39,10,89,0.326,35,10,6,29,4,1,14,1,57,NA,1,0,42,21,96,0.219,39,4,5,34,10,1,8,4,51,2
2,2019-09-28,Abilene Christian,A&M-Corpus Christi,Home,W,3,1,4,1,0,52,19,158,0.209,48,6,9,65,4,0,18,0,67,1,1,0,59,24,161,0.217,55,4,10,84,6,1,4,5,66,2
2,2019-10-03,Abilene Christian,McNeese,Away,L,0,3,3,1,0,33,18,115,0.13,29,1,8,58,7,1,14,3,42,NA,1,0,41,16,128,0.195,40,7,12,56,1,0,10,1,53,NA
2,2019-10-05,Abilene Christian,Lamar University,Away,L,1,3,4,1,0,54,18,119,0.303,52,3,5,49,13,0,30,0,72,3,1,0,59,26,150,0.22,56,13,6,47,3,2,12,0,80,1
2,2019-10-10,Abilene Christian,Nicholls,Away,L,1,3,4,1,0,54,22,154,0.208,51,1,9,73,6,6,4,0,63,2,1,0,60,20,162,0.247,56,6,8,70,1,5,0,0,71,NA
2,2019-10-12,Abilene Christian,SFA,Away,L,0,3,3,1,0,28,13,100,0.15,26,2,7,36,3,0,6,3,33,1,1,0,49,7,93,0.452,42,3,6,55,2,2,10,3,59,NA
2,2019-10-17,Abilene Christian,Southeastern La.,Home,L,1,3,4,1,0,43,21,142,0.155,41,7,5,59,3,2,6,2,55,2,1,0,61,19,152,0.276,58,3,12,69,7,1,6,0,68,NA
2,2019-10-22,Abilene Christian,New Orleans,Home,W,3,0,3,1,0,35,10,102,0.245,30,6,4,55,2,1,9,1,46.5,NA,1,0,33,25,123,0.065,29,2,8,52,6,0,8,1,39,1
2,2019-10-24,Abilene Christian,Northwestern St.,Away,L,0,3,3,1,0,27,13,91,0.154,26,1,5,28,2,0,8,1,32,1,1,0,53,12,98,0.418,48,2,5,44,1,1,2,0,57,1
2,2019-10-26,Abilene Christian,Central Ark.,Away,L,0,3,3,1,0,30,15,90,0.167,26,2,4,33,5,0,11,2,37.5,NA,1,0,50,11,104,0.375,44,5,4,43,2,1,10,0,61,NA
2,2019-10-29,Abilene Christian,Houston Christian,Home,L,0,3,3,1,0,31,19,97,0.124,30,1,5,34,4,1,8,1,37,1,1,0,46,15,99,0.313,40,4,6,42,1,0,8,2,54,1
2,2019-11-02,Abilene Christian,Sam Houston,Home,L,2,3,5,1,0,47,25,173,0.127,45,2,4,78,4,1,24,1,62,1,1,0,70,32,198,0.192,63,4,6,89,2,0,22,2,85,3
2,2019-11-07,Abilene Christian,UIW,Away,L,2,3,5,1,0,57,19,174,0.218,53,4,8,75,9,0,34,0,78,NA,1,0,67,33,189,0.18,59,9,6,89,5,2,8,1,82,NA
2,2019-11-09,Abilene Christian,A&M-Corpus Christi,Away,L,0,3,3,1,0,36,8,96,0.292,33,8,7,40,5,0,10,2,49,5,1,0,50,10,113,0.354,48,5,6,49,8,0,2,0,56,1
2,2019-11-14,Abilene Christian,McNeese,Home,W,3,0,3,1,0,43,13,111,0.27,42,4,3,63,1,3,8,2,54,1,1,0,40,18,127,0.173,37,1,10,53,4,2,8,0,47,NA
2,2019-11-16,Abilene Christian,Lamar University,Home,W,3,2,5,1,0,57,19,149,0.255,53,6,2,55,2,0,18,2,72,NA,1,0,71,31,171,0.234,66,2,8,63,6,1,8,0,78,1
721,2019-08-30,Air Force,Navy ,Away,L,0,3,3,1,0,35,14,98,0.214,35,7,9,34,5,2,8,0,NA,NA,1,0,42,15,99,0.273,39,5,4,39,7,2,2,1,NA,1
721,2019-08-30,Air Force,UConn ,Away,L,1,3,4,1,0,37,29,108,0.074,36,9,10,32,10,0,4,3,NA,NA,1,0,39,11,85,0.329,36,10,9,34,9,9,7,3,NA,NA
721,2019-08-31,Air Force,Gonzaga ,Away,L,0,3,3,1,0,36,16,91,0.22,34,4,10,39,15,1,8,0,NA,NA,1,0,35,11,94,0.255,32,14,8,35,4,3,2,1,NA,NA
721,2019-09-06,Air Force,Little Rock ,Away,W,3,0,3,1,0,47,15,112,0.286,43,6,11,40,5,0,12,6,59,3,1,0,32,16,92,0.174,27,5,5,42,6,0,12,1,43,1
721,2019-09-07,Air Force,Illinois St. ,Away,L,2,3,5,1,0,54,37,170,0.1,49,8,8,70,6,2,20,5,74,5,1,0,59,24,157,0.223,56,6,10,68,8,2,22,2,78,NA
721,2019-09-07,Air Force,Oral Roberts,Away,W,3,2,5,1,0,66,27,177,0.22,61,14,10,72,5,1,6,1,84,5,1,0,57,15,153,0.275,50,5,6,67,14,1,12,6,69,3
721,2019-09-13,Air Force,UC Irvine,Home,L,2,3,5,1,0,57,32,171,0.146,50,2,6,71,5,3,22,2,73,2,1,0,53,29,176,0.136,46,5,8,62,2,0,22,4,69,1
721,2019-09-14,Air Force,Loyola Chicago,Home,L,0,3,3,1,0,24,24,112,0,24,4,7,41,3,0,4,0,30,1,1,0,39,9,97,0.309,35,3,3,55,4,2,14,1,51,NA
721,2019-09-14,Air Force,Virginia Tech,Home,L,1,3,4,1,0,51,34,151,0.113,50,4,14,53,3,0,2,1,56,1,1,0,45,19,129,0.202,43,3,5,55,4,3,14,1,58,1
721,2019-09-19,Air Force,Denver,Home,W,3,1,4,1,0,52,16,133,0.271,50,3,8,55,3,2,12,3,63,NA,1,0,46,23,139,0.165,41,3,6,52,3,2,6,3,54,4
721,2019-09-20,Air Force,Montana,Home,L,2,3,5,1,0,54,33,163,0.129,51,2,9,58,5,0,23,3,67.5,1,1,0,56,27,154,0.188,48,5,14,58,2,2,22,5,74,NA
721,2019-09-21,Air Force,Santa Clara,Home,L,2,3,5,1,0,56,35,181,0.116,54,4,6,76,4,1,12,1,67,1,1,0,64,25,188,0.207,58,4,10,69,4,2,20,4,80,3
721,2019-09-26,Air Force,Utah St.,Home,W,3,1,4,1,0,63,26,155,0.239,59,6,8,61,2,2,10,3,76,2,1,0,41,18,132,0.174,39,2,4,52,6,2,16,2,53,2
721,2019-09-28,Air Force,Boise St.,Away,L,1,3,4,1,0,58,34,169,0.142,53,7,6,65,4,1,6,3,69,1,1,0,51,11,141,0.284,49,4,5,67,7,3,24,4,70,3
721,2019-10-03,Air Force,Wyoming,Home,L,2,3,5,1,0,60,41,206,0.092,58,4,7,95,1,0,12,2,70,1,1,0,58,24,192,0.177,52,0,5,89,4,1,20,4,69,2
721,2019-10-05,Air Force,Colorado St.,Home,L,1,3,4,1,0,37,30,126,0.056,35,5,5,45,12,1,12,0,49,NA,1,0,53,20,126,0.262,48,12,8,51,5,1,22,1,77,NA
721,2019-10-10,Air Force,Nevada,Away,W,3,1,4,1,0,62,25,159,0.233,59,8,9,72,4,2,14,1,79,1,1,0,47,22,149,0.168,45,4,4,61,8,1,18,4,61,2
721,2019-10-12,Air Force,San Jose St.,Away,L,0,3,3,1,0,31,16,99,0.152,29,5,6,33,5,0,8,2,40,NA,1,0,45,9,93,0.387,44,5,9,49,5,1,10,2,56,4
721,2019-10-17,Air Force,Fresno St.,Home,W,3,1,4,1,0,55,21,117,0.291,52,6,8,49,9,4,8,1,69,NA,1,0,37,25,121,0.099,36,9,6,32,6,1,10,3,52,2
721,2019-10-19,Air Force,San Diego St.,Home,W,3,2,5,1,0,65,34,169,0.183,61,9,11,66,1,3,10,0,82,NA,1,0,48,18,140,0.214,47,1,4,62,9,3,18,3,61,NA
721,2019-10-24,Air Force,UNLV,Away,L,1,3,4,0,0,39,20,112,0.17,37,4,20,45,12,0,8,1,47,1,0,0,44,20,114,0.211,36,12,18,45,4,1,6,3,60,1
721,2019-10-26,Air Force,New Mexico,Away,W,3,0,3,1,0,38,18,94,0.213,36,6,8,37,1,2,6,2,49,NA,1,0,31,17,90,0.156,29,0,9,29,6,1,8,1,36,4
721,2019-10-31,Air Force,Colorado St.,Away,L,0,3,3,1,0,33,21,103,0.117,33,3,2,49,5,1,6,0,40,1,1,0,45,12,111,0.297,42,5,3,43,3,1,14,1,58,NA
721,2019-11-02,Air Force,Wyoming,Away,L,0,3,3,0,0,30,29,117,0.009,28,1,4,42,5,2,4,3,35,NA,0,0,33,11,89,0.247,33,5,2,50,1,5,20,3,53,NA
721,2019-11-07,Air Force,San Jose St.,Home,L,0,3,3,1,0,36,27,125,0.072,33,7,5,47,3,1,10,1,49,NA,1,0,50,21,127,0.228,46,3,3,53,7,1,17,1,62.5,3
721,2019-11-09,Air Force,Nevada,Home,L,0,3,3,1,0,43,25,116,0.155,40,2,6,48,3,1,6,2,49,NA,1,0,41,14,106,0.255,40,3,4,43,2,1,14,3,52,NA
721,2019-11-14,Air Force,San Diego St.,Away,L,1,3,4,0,0,48,24,131,0.183,47,4,11,46,3,0,20,2,62,2,0,0,54,28,135,0.193,49,3,8,52,4,1,20,5,68,NA
721,2019-11-16,Air Force,Fresno St.,Away,L,0,3,3,0,0,36,20,107,0.15,34,3,5,39,6,1,6,0,43,NA,0,0,42,14,102,0.275,40,6,4,42,3,2,12,0,56,NA
721,2019-11-21,Air Force,New Mexico,Home,L,0,3,3,1,0,31,22,106,0.085,29,1,4,34,3,0,4,0,34,1,1,0,43,11,95,0.337,41,3,4,45,1,2,18,0,57,NA
721,2019-11-23,Air Force,UNLV,Home,L,0,3,3,1,0,41,22,113,0.168,39,5,9,42,5,1,6,3,50,NA,1,0,39,12,100,0.27,36,5,7,45,5,2,8,1,50,NA
5,2019-08-30,Akron,San Diego St. ,Away,L,0,3,3,1,0,32,17,105,0.143,32,4,12,43,2,0,8,0,NA,NA,1,0,42,9,98,0.337,40,2,9,50,4,4,12,3,NA,NA
5,2019-08-30,Akron,FGCU,Away,L,1,3,4,1,0,43,24,138,0.138,43,5,7,61,5,0,8,1,NA,NA,1,0,60,15,144,0.313,57,5,11,65,5,3,16,1,NA,1
5,2019-08-31,Akron,Bryant ,Away,W,3,1,4,1,0,49,23,146,0.178,48,8,6,72,5,0,8,1,NA,NA,1,0,46,21,155,0.161,39,5,8,63,7,0,12,2,NA,NA
5,2019-09-06,Akron,William & Mary ,Away,L,0,3,3,0,0,37,25,111,0.108,37,7,10,53,9,0,10,1,49,NA,0,0,33,15,106,0.17,31,9,4,41,7,0,12,0,48,NA
5,2019-09-06,Akron,Xavier,Away,W,3,2,5,0,0,58,25,178,0.185,54,3,7,90,9,5,18,0,75,NA,0,0,64,34,201,0.149,60,9,9,82,3,1,22,6,85,NA
5,2019-09-07,Akron,"Wright St. Cincinnati, Ohio",Away,L,0,3,3,0,0,30,20,114,0.088,30,2,9,50,6,0,10,0,37,NA,0,0,39,11,104,0.269,34,6,6,59,2,3,8,0,52,NA
5,2019-09-13,Akron,Saint Francis,Home,W,3,0,3,1,0,37,10,81,0.333,32,8,8,35,0,6,2,1,52,NA,1,0,20,17,81,0.037,15,0,10,25,8,1,2,0,22,NA
5,2019-09-14,Akron,Eastern Ky.,Home,W,3,0,3,1,0,38,15,101,0.228,36,4,7,44,2,1,6,1,46,NA,1,0,27,24,98,0.031,21,2,5,37,4,2,6,3,34,3
5,2019-09-14,Akron,Seton Hall,Home,W,3,0,3,1,0,44,9,100,0.35,39,7,11,43,3,5,12,1,62,1,1,0,37,21,105,0.152,35,3,2,40,7,2,4,2,44,NA
5,2019-09-20,Akron,North Dakota,Away,W,3,0,3,0,0,43,13,82,0.366,39,7,8,38,0,3,4,1,55,NA,0,0,31,17,92,0.152,30,0,8,24,7,2,14,3,40,NA
5,2019-09-20,Akron,"Eastern Wash. Grand Forks, N.D.",Away,W,3,0,3,0,0,43,18,103,0.243,39,5,10,42,1,0,6,2,51,NA,0,0,24,19,88,0.057,24,1,5,39,5,2,10,1,32,NA
5,2019-09-26,Akron,Buffalo,Away,W,3,2,5,1,0,60,20,171,0.234,55,10,11,100,2,2,20,0,82,1,1,0,62,28,208,0.163,62,2,15,80,10,0,20,0,74,NA
5,2019-09-28,Akron,Ball St.,Home,W,3,2,5,1,0,66,26,180,0.222,57,8,10,77,4,4,10,4,83,5,1,0,59,24,178,0.197,54,4,9,76,8,4,8,2,71,NA
5,2019-10-04,Akron,Bowling Green,Away,W,3,1,4,1,0,54,20,152,0.224,50,4,17,71,6,0,12,0,64,2,1,0,48,27,155,0.135,46,6,14,68,4,3,8,0,61,3
5,2019-10-05,Akron,Miami (OH),Away,W,3,0,3,1,0,39,11,111,0.252,34,7,4,53,4,2,14,0,55,NA,1,0,40,22,123,0.146,37,4,5,54,7,2,6,0,49,1
5,2019-10-11,Akron,Ohio,Home,L,1,3,4,1,0,54,27,150,0.18,45,5,8,66,4,4,8,1,67,2,1,0,57,23,156,0.218,53,4,11,63,5,8,14,2,76,NA
5,2019-10-12,Akron,Kent St.,Home,W,3,1,4,0,0,57,13,150,0.293,53,6,10,61,4,2,14,0,72,1,0,0,53,27,151,0.172,48,4,11,69,6,3,8,0,64,NA
5,2019-10-18,Akron,NIU,Home,W,3,0,3,1,0,43,12,105,0.295,38,10,7,50,4,3,10,0,61,NA,1,0,32,20,107,0.112,30,4,2,44,10,3,6,3,42,NA
5,2019-10-19,Akron,Western Mich.,Home,W,3,2,5,1,0,74,20,184,0.293,61,6,11,80,2,3,18,4,92,NA,1,0,62,22,173,0.231,56,2,4,82,6,7,2,2,72,NA
5,2019-10-25,Akron,Central Mich.,Away,L,0,3,3,1,0,32,22,103,0.097,31,2,8,45,4,0,6,0,37,1,1,0,40,8,97,0.33,37,4,3,45,2,4,8,1,52,NA
5,2019-10-26,Akron,Eastern Mich.,Away,W,3,1,4,1,0,55,18,177,0.209,49,4,7,93,2,2,24,0,73,NA,1,0,49,28,182,0.115,47,2,5,92,4,0,12,0,57,NA
5,2019-10-31,Akron,Buffalo,Home,L,2,3,5,1,0,68,34,201,0.169,61,5,10,79,3,0,18,1,82,NA,1,0,68,29,191,0.204,64,3,6,81,5,0,23,0,82.5,1
5,2019-11-02,Akron,Toledo,Away,W,3,1,4,1,0,49,22,134,0.201,44,10,15,63,3,2,14,0,68,NA,1,0,41,21,134,0.149,38,3,12,56,10,3,8,0,51,3
5,2019-11-08,Akron,Miami (OH),Home,L,1,3,4,1,0,55,27,156,0.179,53,5,10,66,5,2,4,0,64,NA,1,0,51,17,141,0.241,49,5,6,67,5,4,10,0,65,3
5,2019-11-09,Akron,Bowling Green,Home,L,0,3,3,1,0,45,22,119,0.193,39,2,5,62,8,2,4,1,51,2,1,0,37,12,119,0.21,32,8,5,48,2,2,14,2,54,1
5,2019-11-15,Akron,Kent St.,Away,L,0,3,3,1,0,37,17,119,0.168,33,5,7,38,6,2,10,1,49,1,1,0,44,16,108,0.259,40,6,2,56,5,0,8,1,54,NA
5,2019-11-16,Akron,Ohio,Away,L,1,3,4,1,0,54,24,159,0.189,51,6,14,79,7,3,8,1,67,1,1,0,54,22,163,0.196,51,7,11,70,6,4,14,2,72,1
5,2019-11-21,Akron,Buffalo ,Away,L,0,3,3,1,0,29,23,112,0.054,28,5,5,41,6,3,4,1,39,NA,1,0,40,19,106,0.198,36,6,3,51,5,2,12,1,54,NA
8,2019-08-30,Alabama,Marist ,Away,W,3,0,3,1,0,40,17,88,0.261,39,9,5,35,5,1,16,0,NA,NA,1,0,28,18,85,0.118,28,5,6,24,9,1,8,0,NA,2
8,2019-08-30,Alabama,Buffalo,Away,W,3,0,3,1,0,39,21,100,0.18,36,5,5,47,3,4,14,0,NA,NA,1,0,33,23,107,0.093,29,3,5,32,5,3,16,0,NA,1
8,2019-08-31,Alabama,Colgate ,Away,W,3,2,5,1,0,60,25,182,0.192,57,3,10,69,6,3,10,2,NA,NA,1,0,61,25,169,0.213,58,6,8,79,3,3,12,3,NA,NA
8,2019-09-06,Alabama,Navy ,Away,W,3,0,3,1,0,38,15,102,0.225,37,4,6,47,2,5,6,0,50,3,1,0,28,20,102,0.078,26,2,8,42,4,1,8,0,35,3
8,2019-09-06,Alabama,VCU,Away,L,2,3,5,1,0,55,21,140,0.243,53,6,16,54,5,3,14,2,71,1,1,0,53,22,139,0.223,52,5,11,59,6,2,18,1,69,1
8,2019-09-07,Alabama,NC State ,Away,W,3,1,4,1,0,47,16,150,0.207,42,3,14,64,4,1,12,4,57,1,1,0,47,34,155,0.084,43,4,11,76,3,3,12,0,60,3
8,2019-09-12,Alabama,UAB,Away,W,3,0,3,0,0,43,25,118,0.153,39,1,3,44,3,0,20,2,54,1,0,0,38,30,119,0.067,36,3,6,41,1,1,16,0,50,1
8,2019-09-13,Alabama,"Georgia St. Birmingham, Ala.",Away,W,3,0,3,0,0,35,8,107,0.252,31,5,7,54,6,1,14,4,48,NA,0,0,31,25,124,0.048,29,6,8,52,5,1,4,1,40,1
8,2019-09-14,Alabama,Alcorn,Home,W,3,0,3,0,0,37,7,74,0.405,36,8,4,41,4,3,4,0,50,NA,0,0,19,16,78,0.038,19,4,8,26,8,1,4,0,26,2
8,2019-09-17,Alabama,Kennesaw St.,Home,L,1,3,4,1,0,38,13,115,0.217,33,5,9,36,11,6,10,5,54,1,1,0,62,26,130,0.277,59,11,12,57,5,1,6,1,77,NA
8,2019-09-20,Alabama,Florida St.,Away,L,0,3,3,0,0,27,23,88,0.045,27,1,8,38,2,0,8,2,32,1,0,0,39,7,86,0.372,36,2,8,37,1,1,16,0,50,1
8,2019-09-24,Alabama,Texas A&M,Away,L,1,3,4,0,0,47,18,126,0.23,43,7,9,47,2,4,16,1,66,2,0,0,67,20,149,0.315,58,2,8,50,7,1,17,2,78.5,NA
8,2019-09-29,Alabama,Arkansas,Home,W,3,2,5,1,0,53,16,143,0.259,49,5,9,66,9,6,26,5,77,1,1,0,65,36,175,0.166,58,9,12,58,5,2,8,1,80,NA
8,2019-10-02,Alabama,Auburn,Away,W,3,1,4,1,0,59,25,161,0.211,53,4,7,72,5,0,20,0,73,NA,1,0,52,21,152,0.204,46,5,6,60,4,2,10,0,64,1
8,2019-10-06,Alabama,Georgia,Away,L,0,3,3,1,0,36,9,119,0.227,34,2,5,55,1,0,12,0,44,2,1,0,56,21,138,0.254,51,1,6,70,2,0,10,0,62,1
8,2019-10-09,Alabama,Mississippi St.,Home,W,3,1,4,1,0,66,20,181,0.254,60,8,6,85,4,3,8,1,81,NA,1,0,59,25,172,0.198,57,4,11,79,8,1,10,0,69,2
