ncaa_id,date,team,opponent,home_away,result,team_score,opponent_score,s,kills,errors,total_attacks,hit_pct,assists,aces,s_err,digs,ret_att,r_err,block_solos,block_assists,b_err,tb,pts,bhe.x,defensive_kills,defensive_errors,defensive_total_attacks,defensive_hit_pct,defensive_assists,defensive_aces,defensive_s_err,defensive_digs,defensive_ret_att,defensive_r_err,defensive_block_solos,defensive_block_assists,defensive_b_err,defensive_tb,defensive_pts,bhe.y
43,2022-10-01,Austin Peay,North Florida,Home,L,1,3,4,48,27,140,0.15,48,5,7,61,82,5,1,12,0,7,60,NA,54,13,140,0.293,49,5,12,55,75,5,5,18,0,14,73,NA
43,2022-10-07,Austin Peay,Stetson,Away,L,2,3,5,59,27,172,0.186,54,7,6,73,96,8,7,2,4,8,74,3,59,23,167,0.216,55,8,9,77,94,7,5,14,0,12,79,1
43,2022-10-08,Austin Peay,FGCU ,Away,L,0,3,3,34,16,96,0.188,31,3,3,39,69,11,3,10,0,8,45,NA,47,18,110,0.264,46,11,6,41,61,3,1,14,0,8,66,1
43,2022-10-12,Austin Peay,Lipscomb,Away,L,2,3,5,60,28,162,0.198,55,6,8,77,97,11,2,16,1,10,76,1,62,30,179,0.179,60,11,15,67,104,6,2,24,3,14,87,NA
43,2022-10-14,Austin Peay,Lipscomb,Home,L,2,3,5,64,25,168,0.232,61,3,7,82,97,11,2,4,4,4,71,1,64,9,167,0.329,56,11,14,69,84,3,4,14,1,11,86,NA
43,2022-10-21,Austin Peay,North Ala.,Home,W,3,1,4,59,20,135,0.289,57,4,8,73,80,9,1,8,1,5,68,1,44,25,146,0.13,42,9,6,51,87,4,1,6,0,4,57,1
43,2022-10-22,Austin Peay,Central Ark.,Home,L,1,3,4,60,28,141,0.227,53,3,7,63,86,8,4,12,2,10,73,NA,47,21,138,0.188,45,8,4,48,82,3,1,12,0,7,62,NA
43,2022-10-28,Austin Peay,Liberty,Away,L,1,3,4,39,30,138,0.065,39,9,4,55,87,7,3,14,2,10,58,1,55,22,141,0.234,53,7,9,59,79,9,2,34,2,19,81,NA
43,2022-10-29,Austin Peay,Queens (NC),Away,W,3,0,3,49,12,102,0.363,45,3,6,47,45,3,2,8,2,6,58,1,26,15,99,0.111,24,3,6,33,67,3,0,0,1,0,29,NA
43,2022-11-04,Austin Peay,Kennesaw St.,Home,W,3,0,3,45,14,117,0.265,43,6,4,61,60,3,2,8,4,6,57,NA,43,17,133,0.195,41,3,6,54,71,6,3,0,1,3,49,2
43,2022-11-05,Austin Peay,Jacksonville St.,Home,L,0,3,3,47,17,117,0.256,45,4,3,46,73,8,1,6,0,4,55,NA,55,11,118,0.373,52,8,8,44,69,4,1,4,1,3,66,NA
43,2022-11-11,Austin Peay,Central Ark.,Away,L,0,3,3,29,18,98,0.112,26,3,1,39,68,9,0,8,2,4,36,4,42,11,96,0.323,33,9,6,41,50,3,0,8,0,4,55,1
43,2022-11-13,Austin Peay,Jacksonville St.,Home,L,1,3,4,46,24,121,0.182,42,1,4,44,83,8,3,12,1,9,56,NA,55,21,127,0.268,54,8,8,48,75,1,4,8,0,8,71,NA
77,2022-08-26,BYU,Rider,Home,W,3,0,3,41,9,79,0.405,37,8,7,35,34,0,2,10,2,7,56,1,23,13,83,0.12,22,0,11,28,66,8,0,0,1,0,23,1
77,2022-08-26,BYU,Duke,Home,W,3,1,4,47,21,125,0.208,41,5,7,63,64,6,3,20,3,13,65,1,41,26,146,0.103,37,6,14,53,86,5,4,10,0,9,56,2
77,2022-08-27,BYU,Washington St.,Home,W,3,0,3,43,5,102,0.373,43,6,6,43,54,5,1,10,0,6,55,NA,38,23,109,0.138,37,5,2,47,67,6,2,0,1,2,45,NA
77,2022-09-01,BYU,Utah St.,Home,W,3,0,3,35,8,74,0.365,31,6,7,28,33,4,0,22,1,11,52,NA,21,24,81,-0.037,21,4,8,26,67,6,0,6,0,3,28,1
77,2022-09-02,BYU,Cincinnati,Home,W,3,1,4,63,18,124,0.363,60,6,9,46,70,1,4,16,1,12,81,1,41,25,124,0.129,40,1,2,35,86,6,4,2,2,5,47,NA
77,2022-09-03,BYU,Pittsburgh,Home,L,1,3,4,59,20,150,0.26,57,5,10,54,89,3,2,16,1,10,74,NA,61,18,144,0.299,60,3,4,56,78,5,3,18,1,12,76,NA
77,2022-09-08,BYU,Georgia Tech,Away,L,0,3,3,32,15,94,0.181,28,3,9,30,68,8,0,10,1,5,40,NA,42,14,96,0.292,35,8,6,39,47,3,2,4,3,4,54,NA
77,2022-09-09,BYU,Ohio St. ,Away,L,0,3,3,35,13,102,0.216,29,2,5,32,68,8,1,10,2,6,43,2,48,15,105,0.314,46,8,7,44,57,2,1,8,2,5,61,1
77,2022-09-15,BYU,Utah,Away,W,3,1,4,65,25,164,0.244,61,3,8,77,87,5,1,8,0,5,73,1,56,22,170,0.2,54,5,10,62,93,3,2,20,2,12,73,NA
77,2022-09-17,BYU,Utah Valley,Home,W,3,0,3,43,12,98,0.316,42,7,6,39,45,1,1,12,1,7,57,NA,32,17,92,0.163,31,1,8,34,67,7,0,8,3,4,37,NA
77,2022-09-22,BYU,LMU (CA),Home,W,3,0,3,39,12,90,0.3,36,5,5,28,53,4,1,8,3,5,49,1,40,19,93,0.226,40,4,10,31,69,5,2,6,1,5,49,1
77,2022-09-24,BYU,Pepperdine,Home,W,3,1,4,54,24,137,0.219,51,6,7,55,73,6,3,10,3,8,68,2,41,24,135,0.126,38,6,8,46,85,6,3,16,6,11,58,1
77,2022-09-29,BYU,Portland,Away,W,3,0,3,42,12,92,0.326,39,2,7,37,48,1,3,14,2,10,54,NA,35,22,103,0.126,34,1,10,28,67,2,0,8,0,4,40,NA
77,2022-10-01,BYU,Gonzaga,Away,W,3,1,4,68,22,156,0.295,62,6,3,78,83,9,4,16,1,12,86,NA,44,19,161,0.155,37,9,5,54,94,6,5,6,0,8,61,NA
77,2022-10-06,BYU,Santa Clara,Home,W,3,0,3,51,12,91,0.429,47,8,4,44,35,3,0,7,0,3.5,62.5,NA,19,10,82,0.11,18,3,5,23,69,8,0,8,1,4,26,NA
77,2022-10-08,BYU,San Francisco,Home,W,3,0,3,45,5,79,0.506,43,5,7,31,46,2,0,20,2,10,60,NA,37,16,89,0.236,36,2,7,25,66,5,0,6,2,3,42,1
77,2022-10-13,BYU,Saint Mary's (CA),Away,W,3,0,3,48,11,98,0.378,41,8,4,54,42,2,2,16,0,10,66,1,27,15,106,0.113,24,2,4,35,70,8,1,12,0,7,36,NA
77,2022-10-15,BYU,Pacific,Away,L,2,3,5,51,13,132,0.288,51,9,12,51,84,8,2,12,0,8,68,NA,57,26,151,0.205,56,8,8,60,91,9,2,6,0,5,70,5
77,2022-10-21,BYU,San Diego,Away,L,0,3,3,36,16,110,0.182,34,1,4,52,66,3,3,16,1,11,48,2,49,13,125,0.288,45,3,8,51,56,1,2,9,3,6.5,58.5,NA
77,2022-10-27,BYU,Gonzaga,Home,W,3,0,3,46,9,89,0.416,43,2,6,47,39,3,0,18,0,9,57,NA,27,18,96,0.094,20,3,8,27,67,2,0,4,0,2,32,1
77,2022-10-29,BYU,Portland,Home,W,3,0,3,36,11,88,0.284,33,9,4,32,48,3,0,14,1,7,52,1,32,21,88,0.125,31,3,6,35,69,9,0,8,0,4,39,NA
77,2022-11-03,BYU,San Francisco,Away,W,3,1,4,57,22,131,0.267,51,8,7,50,80,4,4,10,0,9,74,NA,44,27,136,0.125,36,4,1,45,87,8,6,8,0,10,58,NA
77,2022-11-05,BYU,Santa Clara,Away,W,3,0,3,45,14,99,0.313,42,4,3,37,41,2,1,10,0,6,55,NA,29,15,91,0.154,26,2,10,28,70,4,0,12,2,6,37,NA
77,2022-11-12,BYU,Saint Mary's (CA),Home,W,3,0,3,50,15,96,0.365,47,2,4,40,54,4,1,10,2,6,58,NA,40,16,104,0.231,39,4,12,28,75,2,1,10,3,6,50,NA
77,2022-11-17,BYU,Pepperdine,Away,W,3,0,3,46,11,94,0.372,42,2,5,36,63,6,1,22,2,12,60,3,40,22,108,0.167,37,6,4,32,68,2,2,6,1,5,51,1
77,2022-11-19,BYU,LMU (CA),Away,W,3,1,4,58,23,142,0.246,46,3,7,58,78,8,2,8,1,6,67,1,50,17,135,0.244,41,8,9,51,83,3,2,15,0,9.5,67.5,1
77,2022-11-22,BYU,San Diego,Home,L,1,3,4,55,25,146,0.205,55,4,4,58,89,6,1,13,1,7.5,66.5,1,58,21,152,0.243,56,6,6,56,85,4,3,16,1,11,75,1
77,2022-12-02,BYU,James Madison ,Away,W,3,0,3,48,10,102,0.373,44,3,4,53,40,1,1,16,1,9,60,1,29,17,107,0.112,27,1,7,39,69,3,0,6,2,3,33,NA
77,2022-12-03,BYU,Pittsburgh,Away,L,0,3,3,35,9,110,0.236,34,3,6,42,69,3,0,18,2,9,47,1,56,18,127,0.299,55,3,5,58,56,3,0,6,0,3,62,NA
47,2022-08-26,Ball St.,South Alabama ,Away,W,3,1,4,61,21,160,0.25,53,6,13,68,82,5,2,12,0,8,75,1,49,19,149,0.201,47,5,9,65,82,6,2,14,0,9,63,NA
47,2022-08-26,Ball St.,South Fla.,Away,W,3,2,5,67,15,180,0.289,63,5,8,83,99,14,5,18,0,14,86,1,69,30,187,0.209,66,14,9,87,104,5,7,4,0,9,92,NA
47,2022-08-27,Ball St.,William & Mary ,Away,W,3,1,4,60,11,153,0.32,51,10,11,68,66,3,3,4,4,5,75,NA,44,21,146,0.158,40,3,5,69,84,10,1,4,6,3,50,NA
47,2022-09-02,Ball St.,Oklahoma ,Away,W,3,1,4,62,19,157,0.274,58,8,7,64,77,2,2,10,1,7,77,2,54,16,144,0.264,50,2,9,63,91,8,1,14,4,8,64,2
47,2022-09-02,Ball St.,Lipscomb,Away,W,3,0,3,42,9,96,0.344,38,4,3,48,47,5,2,12,0,8,54,NA,35,20,111,0.135,34,5,7,39,70,4,2,8,3,6,46,NA
47,2022-09-03,Ball St.,Mississippi St. ,Away,L,0,3,3,32,15,100,0.17,27,3,3,50,69,5,2,10,1,7,42,NA,55,18,133,0.278,53,5,9,51,61,3,2,14,0,9,69,NA
47,2022-09-09,Ball St.,Arkansas St.,Home,W,3,0,3,49,6,90,0.478,45,6,6,38,50,5,0,8,3,4,59,NA,35,14,87,0.241,35,5,3,29,68,6,1,4,0,3,43,1
47,2022-09-09,Ball St.,Alabama,Home,W,3,1,4,43,17,131,0.198,40,7,5,66,70,7,3,8,2,7,57,1,53,32,165,0.127,50,7,14,63,92,7,1,21,0,11.5,71.5,1
47,2022-09-10,Ball St.,Green Bay,Home,W,3,2,5,57,20,185,0.2,54,6,4,87,101,6,2,8,4,6,69,NA,80,20,199,0.302,76,6,10,94,91,6,1,14,2,8,94,1
47,2022-09-13,Ball St.,Dayton,Home,L,2,3,5,62,26,184,0.196,59,6,1,89,95,7,3,14,3,10,78,1,69,22,185,0.254,63,7,10,90,99,6,2,20,2,12,88,NA
47,2022-09-16,Ball St.,Northern Ky. ,Away,L,2,3,5,63,24,191,0.204,58,2,6,99,89,8,3,6,3,6,71,NA,69,22,202,0.233,64,8,20,89,102,2,4,10,4,9,86,1
47,2022-09-17,Ball St.,Purdue,Away,L,0,3,3,32,23,117,0.077,30,1,6,49,71,4,1,2,1,2,35,NA,45,21,121,0.198,41,4,7,55,58,1,3,22,1,14,63,NA
47,2022-09-23,Ball St.,Central Mich.,Away,L,1,3,4,64,24,160,0.25,62,5,4,75,89,3,1,2,0,2,71,NA,61,12,155,0.316,49,3,3,66,83,5,1,10,0,6,70,NA
47,2022-09-24,Ball St.,Central Mich.,Away,L,2,3,5,67,30,208,0.178,60,13,6,97,93,5,3,4,0,5,85,NA,62,15,190,0.247,47,5,10,96,104,13,3,18,0,12,79,NA
47,2022-09-30,Ball St.,Eastern Mich.,Home,W,3,1,4,55,21,142,0.239,50,5,3,69,63,2,1,8,2,5,65,NA,45,25,151,0.132,42,2,10,58,94,5,1,16,4,9,56,2
47,2022-10-01,Ball St.,Eastern Mich.,Home,W,3,0,3,35,11,90,0.267,32,6,7,29,47,2,3,14,1,10,51,NA,32,25,96,0.073,32,2,6,40,67,6,1,12,1,7,41,1
47,2022-10-07,Ball St.,Akron,Home,W,3,1,4,51,6,138,0.326,48,5,3,80,53,3,3,18,2,12,68,NA,48,33,176,0.085,44,3,8,72,95,5,1,2,0,2,53,NA
47,2022-10-08,Ball St.,Buffalo,Home,W,3,1,4,64,20,159,0.277,61,6,6,79,77,5,3,12,0,9,79,NA,50,20,155,0.194,50,5,5,66,88,6,2,12,2,8,63,NA
47,2022-10-14,Ball St.,NIU,Away,W,3,1,4,64,18,187,0.246,61,4,4,99,75,2,1,10,1,6,74,NA,52,21,187,0.166,48,2,3,89,93,4,2,10,2,7,61,5
47,2022-10-15,Ball St.,NIU,Away,W,3,0,3,41,12,117,0.248,36,4,5,54,49,0,4,12,0,10,55,NA,35,25,119,0.084,31,0,4,51,69,4,1,6,1,4,39,1
47,2022-10-19,Ball St.,Toledo,Away,W,3,1,4,54,17,133,0.278,52,9,8,58,76,9,6,2,0,7,70,NA,50,25,144,0.174,48,9,9,54,88,9,3,6,0,6,65,NA
47,2022-10-21,Ball St.,Western Mich.,Home,W,3,1,4,69,13,171,0.327,66,8,2,90,84,6,3,2,3,4,81,NA,67,18,186,0.263,63,6,5,77,97,8,1,4,0,3,76,NA
47,2022-10-22,Ball St.,Western Mich.,Home,W,3,1,4,63,16,162,0.29,58,6,5,80,78,7,2,6,1,5,74,NA,54,18,156,0.231,51,7,6,70,91,6,0,4,0,2,63,2
47,2022-10-28,Ball St.,Bowling Green,Away,W,3,0,3,42,19,122,0.189,41,1,5,64,60,4,1,14,1,8,51,NA,38,23,130,0.115,37,4,7,52,69,1,1,12,0,7,49,1
47,2022-10-29,Ball St.,Miami (OH),Away,W,3,0,3,47,11,88,0.409,37,6,5,36,49,5,1,12,1,7,60,NA,31,15,92,0.174,29,5,6,22,68,6,1,6,0,4,40,NA
47,2022-11-03,Ball St.,Kent St.,Home,W,3,0,3,45,9,106,0.34,42,4,3,53,47,3,4,10,2,9,58,NA,35,18,109,0.156,32,3,5,46,71,4,0,4,1,2,40,3
47,2022-11-04,Ball St.,Kent St.,Home,W,3,0,3,48,9,113,0.345,42,7,3,51,47,1,0,8,1,4,59,NA,37,16,107,0.196,35,1,4,50,71,7,1,4,1,3,41,NA
47,2022-11-11,Ball St.,Ohio,Away,L,1,3,4,42,19,147,0.156,41,2,7,66,89,5,3,2,1,4,48,3,62,19,153,0.281,58,5,9,80,73,2,2,12,3,8,75,3
47,2022-11-12,Ball St.,Ohio,Away,W,3,1,4,52,19,149,0.221,46,6,9,66,82,3,3,8,6,7,65,1,50,24,156,0.167,46,3,4,71,79,6,1,14,4,8,61,2
47,2022-11-16,Ball St.,Toledo,Home,W,3,0,3,44,13,99,0.313,42,7,7,40,51,5,3,8,0,7,58,NA,30,18,91,0.132,30,5,6,39,66,7,1,10,1,6,41,NA
47,2022-11-21,Ball St.,Central Mich.,Home,W,3,1,4,63,19,164,0.268,61,3,6,77,81,3,3,10,1,8,74,NA,60,22,169,0.225,58,3,8,71,91,3,2,20,2,12,75,NA
47,2022-11-22,Ball St.,Bowling Green,Home,L,2,3,5,52,29,187,0.123,51,6,5,93,97,7,0,16,1,8,66,NA,70,29,204,0.201,64,7,13,92,101,6,0,30,0,15,92,4
47,2022-12-01,Ball St.,Marquette,Away,L,0,3,3,33,12,95,0.221,31,5,7,41,67,9,2,4,5,4,42,NA,47,9,103,0.369,43,9,6,44,49,5,1,4,3,3,59,NA
51,2022-08-26,Baylor,Minnesota ,Away,L,1,3,4,47,30,128,0.133,43,2,6,41,87,6,0,8,2,4,53,2,54,18,120,0.3,51,6,10,40,76,2,1,28,0,15,75,1
51,2022-08-27,Baylor,Wisconsin ,Away,W,3,2,5,59,25,149,0.228,54,3,15,54,89,4,1,26,0,14,76,1,61,24,153,0.242,60,4,20,50,92,3,1,22,1,12,77,NA
51,2022-09-01,Baylor,Pepperdine,Away,L,1,3,4,52,22,142,0.211,46,5,4,59,86,7,1,19,3,10.5,67.5,1,59,19,149,0.268,53,7,6,63,81,5,1,12,0,7,73,2
51,2022-09-02,Baylor,"San Diego St. Malibu, Calif.",Away,W,3,1,4,49,18,112,0.277,47,4,8,33,70,1,1,38,3,20,73,3,48,40,130,0.062,46,1,9,37,93,4,2,10,3,7,56,NA
51,2022-09-03,Baylor,"UC Santa Barbara Malibu, Calif.",Away,W,3,0,3,38,13,76,0.329,35,6,8,26,48,4,0,16,1,8,52,1,29,21,79,0.101,28,4,8,24,66,6,0,4,2,2,35,2
51,2022-09-08,Baylor,Colorado St.,Home,W,3,0,3,41,19,98,0.224,38,7,7,41,63,7,1,24,0,13,61,1,33,21,105,0.114,29,7,8,32,71,7,1,12,0,7,47,2
51,2022-09-10,Baylor,Arizona St.,Home,W,3,0,3,49,13,105,0.343,44,3,11,55,53,2,6,4,2,8,60,3,26,18,111,0.072,23,2,5,40,63,3,1,0,2,1,29,NA
51,2022-09-10,Baylor,Evansville,Home,W,3,0,3,45,3,62,0.677,39,7,7,32,28,1,2,2,2,3,55,NA,21,14,72,0.097,19,1,6,14,66,7,0,2,0,1,23,1
51,2022-09-13,Baylor,North Texas,Home,W,3,0,3,42,10,86,0.372,40,7,7,32,48,2,2,22,0,13,62,1,28,23,89,0.056,27,2,2,32,66,7,2,4,0,4,34,1
51,2022-09-15,Baylor,Tulsa,Home,W,3,0,3,50,16,108,0.315,41,4,9,45,52,1,1,6,0,4,58,2,27,16,99,0.111,26,1,4,37,65,4,1,0,0,1,29,1
51,2022-09-16,Baylor,Sam Houston,Home,W,3,0,3,44,14,98,0.306,34,5,10,44,50,4,0,18,1,9,58,NA,26,19,96,0.073,22,4,6,35,63,5,1,4,0,3,33,1
51,2022-09-16,Baylor,McNeese,Home,W,3,0,3,46,17,109,0.266,43,6,2,54,53,3,1,16,2,9,61,NA,31,20,113,0.097,26,3,2,41,71,6,0,12,0,6,40,NA
51,2022-09-21,Baylor,TCU,Home,W,3,1,4,49,11,126,0.302,46,7,6,49,74,6,0,18,0,9,65,3,58,25,140,0.236,54,6,11,54,87,7,0,4,0,2,66,2
51,2022-09-28,Baylor,Iowa St.,Away,L,1,3,4,53,18,132,0.265,50,4,7,53,84,2,2,12,6,8,65,1,66,19,149,0.315,61,2,10,57,83,4,2,18,2,11,79,2
51,2022-10-01,Baylor,Kansas,Away,W,3,2,5,62,22,167,0.24,57,2,15,61,98,2,4,24,2,16,80,NA,62,25,171,0.216,53,2,3,71,78,2,1,20,1,11,75,1
51,2022-10-05,Baylor,Oklahoma,Home,W,3,2,5,57,24,136,0.243,52,8,18,58,85,8,0,18,5,9,74,3,48,25,141,0.163,46,8,17,49,88,8,1,12,6,7,63,NA
51,2022-10-08,Baylor,West Virginia,Away,W,3,0,3,37,8,77,0.377,33,4,7,34,39,3,6,14,0,13,54,NA,26,27,94,-0.011,25,3,6,28,67,4,1,9,0,5.5,34.5,1
51,2022-10-12,Baylor,Rice,Away,W,3,0,3,47,13,107,0.318,39,6,8,40,54,3,1,8,0,5,58,NA,33,18,96,0.156,30,3,4,38,66,6,1,10,0,6,42,NA
51,2022-10-15,Baylor,Texas,Home,L,1,3,4,54,24,157,0.191,48,3,6,51,92,4,2,12,0,8,65,2,61,19,139,0.302,53,4,4,60,75,3,1,20,0,11,76,NA
51,2022-10-19,Baylor,Texas Tech,Home,W,3,1,4,60,24,166,0.217,51,4,3,63,84,2,1,16,0,9,73,NA,58,27,155,0.2,54,2,6,62,96,4,4,16,0,12,72,1
51,2022-10-22,Baylor,Kansas St.,Away,W,3,1,4,67,29,166,0.229,64,9,9,62,96,5,2,16,1,10,86,NA,60,22,159,0.239,57,5,8,57,97,9,2,18,2,11,76,NA
51,2022-10-26,Baylor,Oklahoma,Away,W,3,1,4,63,20,138,0.312,60,4,9,55,80,10,1,12,0,7,74,1,49,16,134,0.246,45,10,11,48,85,4,2,8,2,6,65,NA
51,2022-10-30,Baylor,West Virginia,Home,W,3,0,3,39,11,82,0.341,35,6,7,40,40,4,1,16,0,9,54,1,19,23,90,-0.044,16,4,4,25,66,6,1,2,2,2,25,1
51,2022-11-02,Baylor,Texas Tech,Away,W,3,1,4,54,25,144,0.201,49,9,6,55,85,5,2,16,0,10,73,NA,49,22,139,0.194,43,5,1,57,84,9,1,20,0,11,65,5
51,2022-11-05,Baylor,Kansas,Home,W,3,0,3,48,18,116,0.259,45,4,6,51,61,2,2,14,1,9,61,NA,32,20,114,0.105,30,2,2,46,67,4,2,12,0,8,42,1
51,2022-11-12,Baylor,TCU,Away,L,1,3,4,50,27,144,0.16,44,0,12,43,90,3,0,12,3,6,56,NA,57,20,128,0.289,52,3,9,46,69,0,5,16,0,13,73,NA
51,2022-11-16,Baylor,Iowa St.,Home,W,3,1,4,52,19,132,0.25,49,4,7,49,82,8,1,22,3,12,68,NA,55,28,140,0.193,50,8,8,49,87,4,2,14,1,9,72,NA
51,2022-11-19,Baylor,Texas,Away,L,1,3,4,49,21,134,0.209,45,9,7,46,82,6,0,18,3,9,67,NA,60,19,137,0.299,56,6,11,49,84,9,0,16,0,8,74,1
51,2022-11-26,Baylor,Kansas St.,Home,W,3,0,3,44,17,119,0.227,42,5,6,54,57,3,2,10,6,7,56,1,33,18,108,0.139,30,3,5,50,67,5,1,8,6,5,41,2
51,2022-12-01,Baylor,SFA,Home,W,3,0,3,42,9,85,0.388,41,5,8,48,38,1,2,18,0,11,58,1,26,17,93,0.097,25,1,10,29,65,5,0,2,0,1,28,1
51,2022-12-02,Baylor,Rice,Home,W,3,2,5,63,22,169,0.243,58,2,7,64,100,2,2,19,3,11.5,76.5,3,72,22,173,0.289,63,2,6,74,88,2,5,6,0,8,82,2
51,2022-12-08,Baylor,Louisville,Away,L,0,3,3,29,19,102,0.098,28,3,5,39,65,6,0,6,1,3,35,NA,44,15,108,0.269,42,6,9,46,52,3,2,16,1,10,60,NA
52,2022-08-26,Bellarmine,Bucknell ,Away,L,1,3,4,52,24,149,0.188,50,5,7,77,88,6,3,8,3,7,64,4,53,24,161,0.18,46,6,7,68,85,5,2,12,3,8,67,2
52,2022-08-27,Bellarmine,Saint Francis,Away,W,3,1,4,40,23,112,0.152,37,4,6,51,70,5,3,6,0,6,50,3,43,30,128,0.102,38,5,11,44,83,4,1,6,0,4,52,4
52,2022-08-27,Bellarmine,Gardner-Webb ,Away,W,3,1,4,50,25,130,0.192,45,12,4,56,66,3,2,8,3,6,68,1,40,23,126,0.135,37,3,10,49,90,12,0,10,0,5,48,NA
52,2022-09-02,Bellarmine,Marshall ,Away,L,0,3,3,46,20,137,0.19,37,1,7,47,75,3,3,4,0,5,52,4,45,17,120,0.233,35,3,4,58,64,1,2,6,0,5,53,1
52,2022-09-02,Bellarmine,Middle Tenn. ,Away,L,1,3,4,49,21,118,0.237,45,4,11,44,74,4,2,0,3,2,55,1,54,14,118,0.339,46,4,16,43,73,4,6,8,2,10,68,NA
52,2022-09-03,Bellarmine,Miami (OH),Away,W,3,0,3,44,13,96,0.323,42,7,7,46,50,2,1,10,0,6,57,1,31,17,94,0.149,29,2,6,39,66,7,1,2,0,2,35,1
52,2022-09-09,Bellarmine,Seattle U,Home,L,0,3,3,39,21,117,0.154,38,5,10,48,70,6,1,8,2,5,49,1,35,15,105,0.19,32,6,5,49,54,5,0,10,1,5,46,NA
52,2022-09-09,Bellarmine,Gardner-Webb,Home,L,2,3,5,62,28,167,0.204,54,6,4,63,90,4,2,8,7,6,74,NA,62,18,153,0.288,57,4,9,66,91,6,5,16,1,13,79,NA
52,2022-09-10,Bellarmine,IU Indy,Home,L,1,3,4,43,25,143,0.126,41,8,8,56,88,2,1,10,3,6,57,NA,65,23,150,0.28,58,2,13,57,82,8,0,22,0,11,78,1
52,2022-09-16,Bellarmine,Southeast Mo. St. ,Away,W,3,1,4,61,21,134,0.299,57,7,6,49,84,7,1,8,1,5,73,NA,48,18,131,0.229,45,7,1,43,83,7,0,18,1,9,64,NA
52,2022-09-16,Bellarmine,Alabama A&M ,Away,W,3,0,3,42,11,77,0.403,37,9,4,30,42,1,1,4,1,3,54,NA,26,16,78,0.128,25,1,3,17,69,9,0,8,0,4,31,1
52,2022-09-17,Bellarmine,Southern Ill.,Away,W,3,2,5,72,31,188,0.218,68,7,8,84,113,10,6,16,1,14,93,2,68,31,190,0.195,61,10,10,78,113,7,0,20,2,10,88,NA
52,2022-09-23,Bellarmine,Austin Peay,Home,L,2,3,5,65,24,175,0.234,62,6,5,77,95,11,0,10,3,5,76,2,60,28,171,0.187,56,11,7,74,103,6,3,22,3,14,85,1
52,2022-09-24,Bellarmine,Lipscomb,Home,L,1,3,4,42,27,141,0.106,42,2,3,64,82,6,1,12,4,7,51,1,59,21,156,0.244,57,6,15,59,80,2,3,16,1,11,76,1
52,2022-09-30,Bellarmine,North Ala.,Away,W,3,2,5,72,40,208,0.154,71,9,7,93,102,4,0,6,2,3,84,NA,57,16,176,0.233,53,4,7,78,101,9,3,24,3,15,76,NA
52,2022-10-02,Bellarmine,Central Ark.,Away,L,0,3,3,25,12,90,0.144,24,6,4,26,70,6,0,6,0,3,34,3,46,13,88,0.375,42,6,4,41,48,6,0,16,0,8,60,1
52,2022-10-07,Bellarmine,Liberty,Home,L,2,3,5,54,24,149,0.201,51,15,9,50,103,8,1,8,2,5,74,3,64,12,134,0.388,56,8,7,52,81,15,1,18,4,10,82,NA
52,2022-10-08,Bellarmine,Queens (NC),Home,W,3,0,3,53,19,138,0.246,50,3,10,71,61,3,0,2,0,1,57,NA,31,11,120,0.167,30,3,5,54,63,3,1,10,2,6,40,2
52,2022-10-14,Bellarmine,Kennesaw St.,Away,L,1,3,4,47,18,132,0.22,44,4,6,56,84,8,0,8,1,4,55,2,62,18,149,0.295,52,8,12,60,79,4,1,16,2,9,79,1
52,2022-10-15,Bellarmine,Jacksonville St.,Away,L,0,3,3,31,17,98,0.143,28,2,6,39,68,4,1,2,0,2,35,6,40,8,89,0.36,36,4,6,46,43,2,2,6,0,5,49,1
52,2022-10-21,Bellarmine,Eastern Ky.,Away,W,3,2,5,66,33,193,0.171,63,6,7,76,101,6,1,18,1,10,82,1,57,20,160,0.231,54,6,5,81,92,6,2,14,0,9,72,3
52,2022-10-23,Bellarmine,Eastern Ky.,Home,W,3,1,4,60,26,145,0.234,55,6,7,67,74,7,3,12,0,9,75,NA,38,14,133,0.18,35,7,5,54,80,6,0,16,1,8,53,3
52,2022-10-28,Bellarmine,Jacksonville,Home,L,0,3,3,39,27,118,0.102,37,4,8,45,66,3,1,4,0,3,46,NA,37,15,100,0.22,35,3,8,46,59,4,2,20,0,12,52,NA
52,2022-10-29,Bellarmine,North Florida,Home,L,0,3,3,35,26,119,0.076,35,10,7,47,70,4,0,4,2,2,47,NA,36,7,93,0.312,34,4,4,48,53,10,0,20,0,10,50,2
52,2022-11-04,Bellarmine,Stetson,Away,L,0,3,3,38,16,119,0.185,37,1,5,53,69,5,0,8,2,4,43,1,48,11,117,0.316,46,5,5,57,53,1,2,6,1,5,58,2
52,2022-11-05,Bellarmine,FGCU,Away,L,0,3,3,28,22,114,0.053,26,2,4,41,69,5,1,4,1,3,33,1,43,15,102,0.275,40,5,5,56,48,2,0,14,0,7,55,NA
52,2022-11-11,Bellarmine,Queens (NC),Away,L,1,3,4,54,31,161,0.143,47,6,6,76,87,6,2,4,5,4,64,1,49,16,150,0.22,45,6,9,64,81,6,4,10,0,9,64,NA
52,2022-11-13,Bellarmine,Liberty,Home,L,0,3,3,23,20,92,0.033,21,3,6,28,65,7,0,2,1,1,27,NA,42,10,88,0.364,37,7,9,40,40,3,5,12,1,11,60,NA
