ncaa_id,date,team,opponent,home_away,result,team_score,opponent_score,s,kills,errors,total_attacks,hit_pct,assists,aces,s_err,digs,r_err,block_solos,block_assists,b_err,pts,bhe,defensive_kills,defensive_errors,defensive_total_attacks,defensive_hit_pct,defensive_assists,defensive_aces,defensive_s_err,defensive_digs,defensive_r_err,defensive_block_solos,defensive_block_assists,defensive_b_err,defensive_pts,defensive_bhe
2,2021-09-04,Abilene Christian,Texas Southern,Home,W,3,0,3,43,9,91,0.374,39,5,4,50,4,2,8,5,54,0,32,19,106,0.123,31,4,5,33,5,1,2,0,38,3
2,2021-09-10,Abilene Christian,Montana St. ,Away,W,3,0,3,43,21,100,0.22,39,6,7,33,2,0,8,0,53,0,33,15,88,0.205,31,2,11,30,6,1,10,2,41,0
2,2021-09-10,Abilene Christian,Jackson St. ,Away,W,3,1,4,51,15,133,0.271,47,8,7,48,8,1,16,5,68,0,51,32,146,0.13,45,8,5,58,8,1,16,2,68,1
2,2021-09-11,Abilene Christian,North Texas,Away,L,0,3,3,39,17,106,0.208,36,3,6,46,8,1,8,1,47,2,41,12,104,0.279,38,8,3,42,3,2,2,1,52,2
2,2021-09-14,Abilene Christian,Oklahoma,Away,L,0,3,3,38,17,113,0.186,33,5,6,38,4,1,6,0,47,2,53,11,117,0.359,43,4,9,48,5,2,12,1,65,0
2,2021-09-22,Abilene Christian,Prairie View,Home,W,3,0,3,46,15,108,0.287,44,6,3,52,3,0,8,0,56,1,19,19,97,0,19,3,2,40,6,0,2,0,23,0
2,2021-09-30,Abilene Christian,SFA,Away,L,0,3,3,41,17,111,0.216,37,1,13,43,8,0,4,1,44,0,36,8,95,0.295,33,8,4,45,1,1,10,0,50,0
2,2021-10-02,Abilene Christian,Sam Houston,Away,L,0,3,3,32,19,120,0.108,30,3,3,55,7,0,14,3,42,1,42,16,123,0.211,41,7,5,64,3,1,14,1,57,0
2,2021-10-07,Abilene Christian,UTRGV,Home,L,2,3,5,60,38,197,0.112,57,1,8,83,1,2,23,2,74.5,1,59,30,183,0.158,56,1,6,83,1,0,30,2,75,0
2,2021-10-09,Abilene Christian,Lamar University,Home,W,3,1,4,55,19,152,0.237,50,5,6,82,4,0,22,0,71,1,38,31,169,0.041,35,4,2,69,5,0,14,0,49,0
2,2021-10-16,Abilene Christian,Tarleton St.,Away,L,1,3,4,60,29,146,0.212,54,1,11,60,5,0,4,3,63,0,52,11,134,0.306,43,5,5,51,1,0,25,3,69.5,1
2,2021-10-22,Abilene Christian,Utah Tech,Home,L,2,3,5,62,30,188,0.17,62,8,4,94,4,0,8,1,74,2,59,23,191,0.188,55,4,8,83,8,0,13,1,69.5,1
2,2021-10-23,Abilene Christian,California Baptist,Home,L,2,3,5,66,27,194,0.201,61,6,8,89,11,1,16,2,81,1,67,25,192,0.219,64,11,7,87,6,1,23,0,90.5,1
2,2021-10-30,Abilene Christian,Tarleton St.,Home,L,0,3,3,44,26,142,0.127,41,1,5,60,3,0,6,1,48,1,40,13,123,0.22,37,3,0,66,1,0,16,4,51,0
2,2021-11-04,Abilene Christian,Sam Houston,Home,W,3,1,4,52,18,148,0.23,52,4,13,51,3,1,23,1,68.5,0,52,27,143,0.175,51,3,6,72,4,2,10,5,62,1
2,2021-11-06,Abilene Christian,SFA,Home,L,0,3,3,44,22,124,0.177,39,4,3,52,3,0,4,2,50,0,47,7,115,0.348,43,3,8,45,4,0,19,1,59.5,1
2,2021-11-11,Abilene Christian,Lamar University,Away,W,3,1,4,56,27,157,0.185,49,7,6,81,2,1,8,2,68,1,52,21,158,0.196,48,2,14,69,7,0,14,2,61,0
2,2021-11-13,Abilene Christian,UTRGV,Away,L,0,3,3,29,21,107,0.075,26,4,6,39,3,3,10,1,41,3,43,21,116,0.19,37,3,4,50,4,1,10,0,52,0
2,2021-11-18,Abilene Christian,Sam Houston ,Away,L,0,3,3,32,17,121,0.124,27,0,3,49,7,0,16,2,40,2,40,19,113,0.186,36,7,5,62,0,1,18,1,57,0
721,2021-08-27,Air Force,CSU Bakersfield ,Away,L,2,3,5,49,23,138,0.188,46,8,14,51,14,2,22,0,70,1,53,32,146,0.144,49,14,7,59,8,2,2,1,70,1
721,2021-08-28,Air Force,William & Mary ,Away,L,0,3,3,29,15,82,0.171,26,5,15,26,7,2,16,1,44,2,37,20,94,0.181,31,7,11,31,5,0,10,1,49,0
721,2021-08-28,Air Force,NIU,Away,L,0,3,3,35,19,100,0.16,33,2,11,42,9,2,14,0,46,1,32,16,96,0.167,29,9,4,39,2,2,16,1,51,0
721,2021-09-03,Air Force,Seattle U ,Away,L,0,3,3,38,18,98,0.204,33,9,10,28,8,1,6,0,51,2,37,12,86,0.291,34,8,3,41,9,2,6,0,50,2
721,2021-09-03,Air Force,Oklahoma ,Away,L,1,3,4,42,25,131,0.13,34,6,9,57,3,2,14,0,57,7,46,20,141,0.184,39,3,11,60,6,5,18,0,63,0
721,2021-09-04,Air Force,Gonzaga,Away,L,1,3,4,46,23,120,0.192,44,5,12,41,9,2,4,1,55,3,45,17,116,0.241,41,9,11,44,5,2,16,1,64,3
721,2021-09-09,Air Force,Denver,Away,L,1,3,4,37,24,130,0.1,31,5,9,42,6,2,8,2,48,2,48,17,117,0.265,38,6,9,54,5,0,16,3,62,0
721,2021-09-11,Air Force,Cal St. Fullerton,Home,W,3,1,4,51,24,137,0.197,45,4,5,56,3,3,20,3,68,1,47,32,150,0.1,45,3,7,58,4,0,14,1,57,3
721,2021-09-17,Air Force,Iowa,Home,W,3,2,5,65,20,158,0.285,59,7,8,64,8,2,24,2,86,1,66,27,162,0.241,63,8,9,62,7,1,14,1,82,0
721,2021-09-18,Air Force,UIW,Home,W,3,0,3,34,3,61,0.508,31,6,9,28,1,0,22,1,51,0,25,26,89,-0.011,22,1,8,20,6,0,4,4,28,0
721,2021-09-21,Air Force,New Mexico,Away,L,0,3,3,28,21,84,0.083,28,0,6,30,4,2,8,1,34,5,39,11,86,0.326,33,4,11,29,0,1,12,0,50,3
721,2021-09-25,Air Force,Fresno St.,Home,W,3,0,3,41,13,92,0.304,36,6,7,34,5,2,6,1,52,0,33,23,102,0.098,29,5,3,32,6,1,2,0,40,1
721,2021-09-30,Air Force,UNLV,Away,L,1,3,4,50,14,114,0.316,45,2,11,28,10,1,10,0,58,0,58,20,132,0.288,54,10,8,39,2,4,4,0,74,1
721,2021-10-02,Air Force,San Diego St.,Away,L,0,3,3,44,16,103,0.272,43,2,7,32,6,0,14,0,53,2,46,13,98,0.337,43,6,10,33,2,3,8,3,59,0
721,2021-10-07,Air Force,Boise St.,Home,L,0,3,3,39,13,98,0.265,34,4,6,36,8,2,6,0,48,1,46,11,108,0.324,44,8,3,38,4,1,8,1,59,0
721,2021-10-09,Air Force,Utah St.,Home,L,1,3,4,36,25,99,0.111,33,3,2,38,9,1,12,5,46,0,54,16,118,0.322,46,9,10,34,3,4,10,0,72,1
721,2021-10-14,Air Force,Wyoming,Away,L,0,3,3,42,20,115,0.191,40,1,11,36,6,2,6,1,48,1,40,16,98,0.245,34,6,4,47,1,6,6,0,55,0
721,2021-10-16,Air Force,Colorado St.,Away,L,0,3,3,29,25,85,0.047,25,4,3,34,6,1,4,2,36,0,39,11,86,0.326,35,6,4,32,4,1,6,0,49,0
721,2021-10-21,Air Force,Nevada,Home,W,3,0,3,43,20,103,0.223,37,5,9,46,5,2,14,0,57,0,26,19,101,0.069,24,5,6,34,5,0,8,0,35,0
721,2021-10-23,Air Force,San Jose St.,Away,L,0,3,3,28,15,108,0.12,24,9,5,42,8,1,8,2,42,2,44,19,115,0.217,43,8,8,53,9,1,10,1,58,0
721,2021-10-28,Air Force,Colorado St.,Home,L,0,3,3,32,18,90,0.156,28,4,6,28,8,2,8,1,42,0,42,16,91,0.286,40,8,6,35,4,1,12,0,57,0
721,2021-10-30,Air Force,Wyoming,Home,W,3,1,4,51,21,119,0.252,46,9,9,54,7,0,18,1,69,2,43,20,128,0.18,37,7,10,38,9,1,14,2,58,0
721,2021-11-04,Air Force,Utah St.,Away,L,1,3,4,40,28,133,0.09,38,6,13,41,7,0,20,0,56,1,48,22,119,0.218,45,7,10,51,6,1,22,0,67,1
721,2021-11-06,Air Force,Boise St.,Away,L,0,3,3,27,22,99,0.051,24,1,6,38,4,0,9,2,32.5,0,41,13,105,0.267,37,4,6,42,1,0,22,0,56,0
721,2021-11-11,Air Force,San Diego St.,Home,W,3,2,5,58,31,156,0.173,49,9,8,47,1,3,28,3,84,0,55,36,153,0.124,54,1,1,58,9,1,11,0,62.5,1
721,2021-11-13,Air Force,UNLV,Home,L,1,3,4,57,30,147,0.184,56,6,11,46,5,2,12,1,71,0,55,19,136,0.265,52,5,10,48,6,3,24,1,75,0
721,2021-11-16,Air Force,New Mexico,Home,L,2,3,5,52,31,154,0.136,50,8,9,59,6,1,12,0,67,2,54,23,149,0.208,49,6,7,60,8,1,16,0,69,3
721,2021-11-18,Air Force,Fresno St.,Away,L,0,3,3,37,10,86,0.314,32,3,12,29,9,0,6,0,43,0,44,18,104,0.25,41,9,4,34,3,0,10,0,58,0
5,2021-08-27,Akron,"Saint Francis  Youngstown, Ohio",Away,W,3,0,3,40,13,96,0.281,40,3,6,31,1,2,14,0,52,0,44,23,105,0.2,43,1,10,34,3,1,12,2,52,0
5,2021-08-27,Akron,Youngstown St.,Away,W,3,0,3,41,11,117,0.256,36,3,5,48,2,1,18,1,54,0,42,23,125,0.152,41,2,8,55,3,0,8,1,48,0
5,2021-08-28,Akron,Duquesne ,Away,W,3,2,5,58,26,190,0.168,54,7,11,69,5,3,18,3,77,1,66,36,184,0.163,63,5,9,90,7,0,24,6,83,1
5,2021-09-03,Akron,Winthrop ,Away,L,0,3,3,33,12,113,0.186,31,5,7,44,6,1,10,0,44,0,49,14,132,0.265,44,6,10,54,5,2,6,2,60,2
5,2021-09-03,Akron,Virginia,Away,L,2,3,5,52,28,132,0.182,41,4,14,51,6,2,8,0,62,2,50,30,144,0.139,45,6,13,43,4,4,20,2,70,1
5,2021-09-04,Akron,"William & Mary Charlottesville, Va.",Away,W,3,2,5,62,28,148,0.23,53,9,11,61,2,2,12,0,79,0,51,23,148,0.189,47,2,14,47,9,2,22,1,66,0
5,2021-09-10,Akron,"Penn Chicago, Ill.",Away,W,3,1,4,55,22,156,0.212,46,5,11,53,3,2,19,3,71.5,0,53,22,154,0.201,43,3,7,61,5,0,16,0,64,4
5,2021-09-10,Akron,DePaul,Away,W,3,2,5,57,19,164,0.232,45,6,7,52,5,2,8,2,69,1,63,23,159,0.252,54,5,5,62,6,2,10,6,75,4
5,2021-09-11,Akron,Oakland ,Away,L,0,3,3,25,21,103,0.039,14,8,6,29,4,0,2,1,34,0,41,5,90,0.4,34,4,4,40,8,4,18,3,58,1
5,2021-09-17,Akron,Maryland,Away,L,0,3,3,30,20,106,0.094,27,4,6,36,5,1,4,1,37,0,43,8,100,0.35,40,5,2,49,4,1,26,1,62,0
5,2021-09-18,Akron,Columbia ,Away,L,1,3,4,43,22,127,0.165,38,8,9,43,5,1,6,2,55,1,59,16,127,0.339,56,5,6,57,8,1,14,2,72,3
5,2021-09-18,Akron,Stony Brook ,Away,L,2,3,5,61,19,169,0.249,54,6,5,69,8,0,12,0,73,2,75,17,173,0.335,66,8,11,73,6,0,6,3,86,4
5,2021-09-24,Akron,Bowling Green,Home,L,0,3,3,34,25,100,0.09,33,0,4,40,9,0,6,0,37,1,34,5,86,0.337,33,9,7,32,0,2,12,0,51,0
5,2021-09-25,Akron,Bowling Green,Home,L,1,3,4,43,26,147,0.116,40,5,1,54,6,3,6,0,54,1,63,20,145,0.297,59,6,5,68,5,8,12,1,83,0
5,2021-09-30,Akron,Miami (OH),Away,W,3,0,3,42,13,102,0.284,33,7,9,37,2,2,7,0,54.5,0,38,18,98,0.204,34,2,5,40,7,1,4,0,43,0
5,2021-10-01,Akron,Miami (OH),Away,W,3,2,5,68,18,159,0.314,63,4,10,61,3,0,30,0,87,0,66,30,165,0.218,60,3,3,63,4,3,10,1,77,1
5,2021-10-08,Akron,Ball St.,Home,L,0,3,3,33,26,120,0.058,31,7,6,44,1,0,2,1,41,0,39,11,98,0.286,37,1,4,53,7,3,10,0,48,0
5,2021-10-09,Akron,Toledo,Home,L,0,3,3,30,19,111,0.099,28,3,9,46,5,2,4,1,37,0,41,9,110,0.291,35,5,6,54,3,1,10,1,52,0
5,2021-10-13,Akron,Buffalo,Away,W,3,1,4,53,21,143,0.224,51,10,3,61,3,1,18,1,73,1,48,23,146,0.171,48,3,5,55,10,1,14,2,59,1
5,2021-10-15,Akron,Kent St.,Home,L,0,3,3,36,24,112,0.107,32,2,7,40,3,2,6,0,43,0,37,11,93,0.28,33,3,7,45,2,4,14,0,51,0
5,2021-10-16,Akron,Kent St.,Home,L,2,3,5,68,28,201,0.199,61,3,7,88,6,5,13,1,82.5,0,70,29,201,0.204,68,6,5,90,3,1,16,1,85,0
5,2021-10-22,Akron,Ohio,Away,L,2,3,5,50,31,183,0.104,46,5,7,86,5,2,18,2,66,1,64,29,203,0.172,61,5,9,92,5,3,8,0,76,2
5,2021-10-23,Akron,Ohio,Away,W,3,0,3,35,13,101,0.218,33,5,12,47,1,1,16,1,49,1,31,19,102,0.118,29,1,10,41,5,2,14,1,41,4
5,2021-10-29,Akron,Central Mich.,Away,L,1,3,4,50,20,177,0.169,45,6,5,63,5,2,8,0,62,0,65,16,157,0.312,58,5,5,90,6,1,16,0,79,0
5,2021-10-30,Akron,Eastern Mich.,Away,L,1,3,4,49,28,157,0.134,45,6,9,57,8,2,12,0,63,0,52,19,135,0.244,49,8,8,62,6,3,24,1,75,0
5,2021-11-05,Akron,NIU,Home,L,1,3,4,43,26,153,0.111,41,4,5,55,8,0,30,0,62,0,57,28,156,0.186,48,8,5,66,4,3,10,0,73,0
5,2021-11-06,Akron,NIU,Home,L,0,3,3,37,22,130,0.115,34,2,5,62,2,1,16,0,48,0,47,18,138,0.21,41,2,9,64,2,3,8,0,56,0
5,2021-11-12,Akron,Western Mich.,Away,L,1,3,4,61,24,186,0.199,56,2,7,85,4,5,0,0,68,1,65,10,176,0.313,59,4,9,83,2,4,4,0,75,1
5,2021-11-13,Akron,Western Mich.,Away,L,0,3,3,43,17,126,0.206,41,1,5,58,2,7,4,2,53,1,51,18,132,0.25,49,2,2,57,1,3,4,1,58,0
5,2021-11-17,Akron,Buffalo,Home,L,1,3,4,57,23,170,0.2,51,4,7,76,4,1,16,0,70,1,59,17,166,0.253,56,4,9,77,4,3,8,1,70,0
8,2021-08-27,Alabama,Austin Peay ,Away,W,3,1,4,52,19,137,0.241,47,7,6,72,7,2,24,0,73,0,49,25,158,0.152,45,7,6,61,7,2,6,0,61,0
8,2021-08-27,Alabama,Marshall,Away,W,3,1,4,56,24,167,0.192,53,6,6,80,7,1,18,0,72,1,49,23,162,0.16,47,7,9,77,6,4,16,0,68,2
8,2021-08-28,Alabama,"Miami (OH) Huntington, W.Va.",Away,W,3,0,3,38,19,102,0.186,35,4,2,47,3,2,21,0,54.5,0,27,27,109,0,26,3,2,41,4,0,8,0,34,0
8,2021-09-02,Alabama,Troy,Home,L,1,3,4,58,20,146,0.26,54,5,14,55,7,4,12,5,73,0,60,22,150,0.253,56,7,9,59,5,0,12,1,73,0
8,2021-09-03,Alabama,Buffalo,Home,W,3,0,3,41,11,97,0.309,39,11,4,51,1,2,10,1,59,0,29,16,102,0.127,26,1,5,36,11,0,6,0,33,0
8,2021-09-04,Alabama,Southern Miss.,Home,W,3,2,5,66,26,192,0.208,59,5,3,68,5,5,10,1,81,1,64,32,180,0.178,61,5,6,82,5,2,12,3,77,1
8,2021-09-07,Alabama,Kennesaw St.,Away,L,0,3,3,32,19,97,0.134,30,0,4,44,8,1,10,0,38,0,43,16,116,0.233,42,8,14,34,0,1,10,0,57,0
8,2021-09-10,Alabama,Texas St.,Away,L,1,3,4,48,25,138,0.167,45,3,11,58,4,3,16,3,62,5,53,22,144,0.215,48,4,10,59,3,0,20,1,67,1
8,2021-09-11,Alabama,Miami (FL) ,Away,L,0,3,3,38,23,117,0.128,35,2,8,48,5,0,10,0,45,1,38,12,102,0.255,37,5,5,50,2,0,24,2,55,1
8,2021-09-17,Alabama,Houston,Home,W,3,1,4,55,25,153,0.196,48,8,5,72,2,5,12,2,74,3,52,23,161,0.18,46,2,9,65,8,1,20,2,65,0
8,2021-09-18,Alabama,Western Caro.,Home,W,3,1,4,52,20,148,0.216,44,10,4,63,5,1,2,3,64,1,56,22,148,0.23,50,5,9,65,10,3,12,3,70,2
8,2021-09-18,Alabama,Tennessee Tech,Home,W,3,0,3,33,15,95,0.189,29,12,3,34,3,2,8,1,51,0,31,18,93,0.14,30,3,10,34,12,0,10,0,39,0
8,2021-09-22,Alabama,Texas A&M,Home,L,1,3,4,43,21,141,0.156,37,4,8,53,7,0,10,5,52,0,58,21,142,0.261,55,7,7,68,4,1,12,1,72,2
8,2021-09-25,Alabama,LSU,Away,L,2,3,5,52,20,145,0.221,48,8,3,56,3,3,4,0,65,5,69,15,149,0.362,60,3,12,60,8,3,12,1,81,3
8,2021-10-02,Alabama,Auburn,Away,L,2,3,5,61,42,202,0.094,51,4,6,87,1,3,4,2,70,1,54,22,175,0.183,50,1,7,74,4,3,30,3,73,0
8,2021-10-03,Alabama,Auburn,Away,L,0,3,3,32,21,125,0.088,29,2,6,62,5,1,0,1,35,0,40,10,121,0.248,38,5,5,66,2,3,16,0,56,1
8,2021-10-09,Alabama,Kentucky,Home,L,0,3,3,31,22,116,0.078,30,4,3,42,3,3,4,2,40,0,47,16,112,0.277,46,3,5,47,4,1,14,0,58,0
8,2021-10-13,Alabama,Missouri,Away,W,3,2,5,61,28,149,0.221,55,5,6,55,5,1,12,0,73,2,58,22,145,0.248,49,5,10,54,5,3,20,4,76,5
8,2021-10-20,Alabama,Florida,Home,L,0,3,3,36,24,113,0.106,31,2,12,41,4,1,10,1,44,0,35,9,88,0.295,35,4,11,44,2,2,16,1,49,0
8,2021-10-23,Alabama,South Carolina,Away,W,3,0,3,45,10,91,0.385,44,5,7,44,2,1,4,1,53,0,43,17,108,0.241,38,2,7,29,5,1,6,0,49,0
8,2021-10-24,Alabama,South Carolina,Away,L,0,3,3,33,24,93,0.097,29,2,4,37,2,2,10,2,42,0,45,12,99,0.333,44,2,11,28,2,3,12,3,56,2
8,2021-10-30,Alabama,Georgia,Home,L,1,3,4,50,29,137,0.153,48,3,10,42,4,4,10,2,62,1,58,19,134,0.291,54,4,12,47,3,3,22,1,76,2
8,2021-10-31,Alabama,Georgia,Home,L,0,3,3,34,9,102,0.245,32,3,11,34,9,2,10,1,44,0,44,12,97,0.33,40,9,7,51,3,0,10,2,58,1
8,2021-11-03,Alabama,Mississippi St.,Away,L,0,3,3,36,17,113,0.168,35,1,6,43,2,1,6,4,41,0,49,15,120,0.283,39,2,3,51,1,1,10,1,57,0
8,2021-11-06,Alabama,Arkansas,Home,L,1,3,4,38,25,134,0.097,34,5,11,44,7,2,10,3,50,1,53,18,123,0.285,50,7,12,59,5,1,18,1,70,3
8,2021-11-07,Alabama,Arkansas,Home,L,1,3,4,48,20,139,0.201,46,6,9,56,4,1,10,1,60,1,61,16,147,0.306,57,4,10,62,6,3,14,2,75,1
8,2021-11-18,Alabama,Tennessee,Away,L,0,3,3,33,19,108,0.13,30,4,4,36,2,0,2,0,38,0,49,4,96,0.469,47,2,8,47,4,1,24,0,64,0
8,2021-11-19,Alabama,Tennessee,Away,L,0,3,3,30,24,127,0.047,22,4,10,51,3,1,10,0,40,0,38,9,106,0.274,36,3,6,63,4,0,26,1,54,0
8,2021-11-26,Alabama,Ole Miss,Home,L,0,3,3,30,19,96,0.115,26,2,8,34,2,4,2,2,37,0,46,12,98,0.347,40,2,12,42,2,1,14,0,56,1
8,2021-11-27,Alabama,Ole Miss,Home,L,0,3,3,33,25,102,0.078,31,0,4,35,8,1,6,1,37,1,35,7,80,0.35,33,8,3,35,0,1,18,1,53,0
6,2021-08-27,Alabama A&M,California ,Away,L,0,3,3,15,17,64,-0.031,13,3,4,16,8,1,0,0,19,3,37,8,65,0.446,30,8,2,28,3,0,4,0,47,0
6,2021-08-27,Alabama A&M,Tulane,Away,L,0,3,3,20,13,72,0.097,19,1,4,17,9,3,4,0,26,3,41,11,79,0.38,36,9,6,31,1,6,4,0,58,3
6,2021-08-28,Alabama A&M,Northwestern St. ,Away,L,0,3,3,11,16,71,-0.07,8,1,3,23,11,2,2,0,15,0,35,15,85,0.235,31,11,6,39,1,3,2,0,50,0
