ncaa_id,date,team,opponent,home_away,result,team_score,opponent_score,s,kills,errors,total_attacks,hit_pct,assists,aces,s_err,digs,r_err,block_solos,block_assists,b_err,pts,bhe,defensive_kills,defensive_errors,defensive_total_attacks,defensive_hit_pct,defensive_assists,defensive_aces,defensive_s_err,defensive_digs,defensive_r_err,defensive_block_solos,defensive_block_assists,defensive_b_err,defensive_pts,defensive_bhe
167,2021-09-04,Cornell,Colgate ,Away,W,3,0,3,44,9,107,0.327,42,6,6,52,1,0,10,1,55,1,25,20,105,0.048,23,1,3,44,6,0,6,1,29,1
167,2021-09-04,Cornell,UAlbany,Away,L,1,3,4,54,26,150,0.187,47,5,7,58,7,0,10,4,64,0,57,22,150,0.233,50,7,6,59,5,0,28,1,78,4
167,2021-09-10,Cornell,UNLV,Home,L,0,3,3,34,20,109,0.128,31,5,7,43,7,3,8,1,46,0,41,13,100,0.28,39,7,7,45,5,4,8,0,56,0
167,2021-09-11,Cornell,Niagara,Home,L,2,3,5,56,33,187,0.123,52,7,16,86,6,1,18,2,73,1,43,25,178,0.101,39,6,4,86,7,2,20,2,61,2
167,2021-09-11,Cornell,Bucknell,Home,W,3,0,3,42,11,106,0.292,32,3,9,42,8,0,8,1,49,0,29,18,97,0.113,26,8,5,48,3,1,8,1,42,7
167,2021-09-17,Cornell,"LIU Durham, N.C.",Away,W,3,0,3,40,13,114,0.237,38,4,8,50,10,2,12,3,52,0,39,24,117,0.128,36,10,7,57,4,1,2,1,51,1
167,2021-09-18,Cornell,Duke,Away,L,0,3,3,30,12,105,0.171,27,5,11,52,6,2,8,2,41,2,44,15,119,0.244,37,6,11,57,5,1,8,1,55,0
167,2021-09-25,Cornell,Columbia,Away,L,1,3,4,44,18,144,0.181,43,2,13,65,7,4,14,0,57,0,64,23,165,0.248,59,7,15,76,2,0,10,0,76,2
167,2021-10-01,Cornell,Brown,Away,L,1,3,4,46,25,162,0.13,41,4,4,66,6,0,20,4,60,0,58,23,169,0.207,55,6,5,74,4,3,10,0,72,0
167,2021-10-02,Cornell,Yale,Away,L,0,3,3,39,9,110,0.273,31,4,10,48,9,1,12,2,50,1,46,13,124,0.266,39,9,6,55,4,0,0,0,55,1
167,2021-10-08,Cornell,Princeton,Home,L,0,3,3,43,20,114,0.202,41,5,7,44,8,2,6,2,53,0,49,18,120,0.258,45,8,7,47,5,1,10,1,63,0
167,2021-10-09,Cornell,Penn,Home,W,3,0,3,52,9,97,0.443,51,10,6,48,4,0,2,0,63,0,36,8,97,0.289,35,4,4,31,10,1,4,0,43,1
167,2021-10-15,Cornell,Harvard,Away,L,1,3,4,47,19,123,0.228,44,3,7,49,7,2,14,2,59,2,55,23,134,0.239,48,7,9,47,3,0,18,3,71,1
167,2021-10-16,Cornell,Dartmouth,Away,L,1,3,4,50,22,154,0.182,46,5,5,71,8,2,12,5,63,1,60,13,163,0.288,56,8,8,71,5,3,16,0,79,1
167,2021-10-23,Cornell,Columbia,Home,W,3,2,5,63,27,174,0.207,60,7,12,78,8,1,14,2,78,1,52,17,164,0.213,47,8,5,76,7,1,22,0,72,15
167,2021-10-29,Cornell,Yale,Home,L,0,3,3,35,22,111,0.117,31,2,9,45,3,1,20,1,48,2,39,13,102,0.255,37,3,6,53,2,2,4,1,46,0
167,2021-10-30,Cornell,Brown,Home,L,0,3,3,39,16,117,0.197,37,1,5,46,6,1,4,1,43,3,45,9,107,0.336,40,6,2,52,1,1,6,0,55,2
167,2021-11-05,Cornell,Dartmouth,Home,L,1,3,4,50,25,195,0.128,47,8,8,90,9,0,18,2,67,1,58,21,187,0.198,55,9,6,102,8,3,12,0,76,3
167,2021-11-06,Cornell,Harvard,Home,W,3,0,3,35,11,101,0.238,32,11,12,45,1,0,12,1,52,4,31,20,105,0.105,29,1,7,45,11,0,8,0,36,1
167,2021-11-12,Cornell,Penn,Away,L,0,3,3,32,18,112,0.125,27,3,10,57,4,1,18,0,45,2,38,19,120,0.158,33,4,6,54,3,1,8,1,47,1
167,2021-11-13,Cornell,Princeton,Away,L,0,3,3,35,11,106,0.226,33,2,7,46,4,3,2,4,41,0,51,14,119,0.311,48,4,3,57,2,3,6,0,61,0
169,2021-08-27,Creighton,Kansas City ,Away,W,3,0,3,45,18,104,0.26,36,6,5,44,1,1,14,1,59,2,21,17,89,0.045,21,1,5,33,6,0,14,1,29,1
169,2021-08-27,Creighton,Saint Louis ,Away,W,3,0,3,45,7,108,0.352,42,4,5,50,3,2,16,3,59,1,35,18,108,0.157,33,3,6,49,4,1,0,0,39,1
169,2021-08-28,Creighton,Missouri,Away,W,3,0,3,38,13,102,0.245,32,7,4,51,2,2,11,1,52.5,2,22,16,94,0.064,21,2,7,44,7,0,10,3,29,2
169,2021-09-03,Creighton,"Southern California Lexington, Ky.",Away,W,3,2,5,68,22,157,0.293,61,3,11,67,7,2,10,1,78,2,60,21,158,0.247,52,7,10,60,3,2,6,4,72,0
169,2021-09-04,Creighton,Kentucky,Away,W,3,0,3,54,13,138,0.297,50,3,8,61,1,0,10,1,62,5,38,13,127,0.197,32,1,5,61,3,1,12,3,46,1
169,2021-09-04,Creighton,"UNI Lexington, Ky.",Away,W,3,0,3,47,16,114,0.272,45,3,7,49,0,3,10,2,58,0,29,21,109,0.073,29,0,2,40,3,0,12,2,35,0
169,2021-09-08,Creighton,Nebraska,Home,L,0,3,3,28,21,131,0.053,27,1,7,59,5,1,16,0,38,1,40,18,124,0.177,38,5,5,69,1,1,16,1,54,0
169,2021-09-10,Creighton,SMU,Home,W,3,0,3,44,14,99,0.303,37,9,3,43,1,0,22,2,64,0,27,19,99,0.081,24,1,3,34,9,2,4,2,32,0
169,2021-09-11,Creighton,Illinois,Home,W,3,1,4,65,24,183,0.224,58,2,8,86,5,0,22,0,78,1,54,30,178,0.135,49,5,9,83,2,2,12,3,67,1
169,2021-09-11,Creighton,Omaha,Home,W,3,0,3,36,14,98,0.224,32,5,3,50,1,2,22,1,54,0,33,26,118,0.059,31,1,7,45,5,4,6,0,41,1
169,2021-09-17,Creighton,Wyoming ,Away,W,3,0,3,34,13,121,0.174,32,9,6,59,0,1,16,0,52,1,28,26,125,0.016,27,0,4,63,9,0,6,0,31,0
169,2021-09-18,Creighton,South Dakota ,Away,W,3,0,3,48,11,122,0.303,46,5,6,77,2,1,18,2,63,2,27,16,131,0.084,24,2,3,59,5,1,10,1,35,1
169,2021-09-18,Creighton,Wichita St.,Away,W,3,0,3,49,17,135,0.237,48,4,6,68,3,2,10,1,60,0,39,19,133,0.15,36,3,3,63,4,2,6,2,47,0
169,2021-09-24,Creighton,Butler,Away,W,3,1,4,60,20,173,0.231,56,5,7,92,6,1,17,2,74.5,0,46,23,171,0.135,42,6,6,83,5,1,12,2,59,0
169,2021-09-25,Creighton,Xavier,Away,W,3,0,3,43,16,126,0.214,37,7,1,68,1,1,16,0,59,2,29,19,123,0.081,29,1,4,61,7,2,6,3,35,1
169,2021-10-01,Creighton,St. John's (NY),Away,L,1,3,4,49,28,158,0.133,44,3,8,57,5,4,12,2,62,1,56,23,143,0.231,54,5,10,66,3,1,25,0,74.5,2
169,2021-10-02,Creighton,Seton Hall,Away,W,3,0,3,46,16,111,0.27,43,8,8,51,3,4,12,0,64,0,29,14,107,0.14,25,3,6,35,8,1,6,2,36,0
169,2021-10-08,Creighton,DePaul,Home,W,3,0,3,47,16,128,0.242,44,3,8,55,4,0,22,0,61,2,36,23,125,0.104,31,4,0,56,3,2,4,2,44,2
169,2021-10-10,Creighton,Marquette,Home,W,3,1,4,67,17,158,0.316,64,6,9,75,4,0,14,0,80,1,56,17,155,0.252,50,4,6,69,6,3,4,5,65,1
169,2021-10-16,Creighton,UConn,Away,L,2,3,5,62,33,189,0.153,55,5,9,90,4,3,12,1,76,2,56,25,184,0.168,53,4,7,85,5,2,20,2,72,1
169,2021-10-17,Creighton,Providence,Away,W,3,0,3,45,17,113,0.248,44,5,6,53,4,2,6,1,55,0,25,18,104,0.067,25,4,5,44,5,0,8,2,33,0
169,2021-10-22,Creighton,Georgetown,Home,W,3,0,3,40,8,96,0.333,35,8,7,44,3,1,22,0,60,2,26,21,97,0.052,24,3,5,43,8,0,0,4,29,1
169,2021-10-24,Creighton,Villanova,Home,W,3,0,3,33,14,95,0.2,30,6,6,39,1,4,16,1,51,1,31,21,98,0.102,29,1,10,42,6,0,6,1,35,2
169,2021-10-29,Creighton,Marquette,Away,W,3,1,4,59,19,163,0.245,55,6,4,85,6,2,18,0,76,1,50,25,171,0.146,46,6,5,75,6,0,18,2,65,1
169,2021-10-30,Creighton,DePaul,Away,W,3,0,3,38,11,99,0.273,32,2,4,47,0,3,22,1,54,1,35,25,127,0.079,27,0,4,41,2,1,4,0,38,2
169,2021-11-05,Creighton,Xavier,Home,W,3,0,3,49,13,126,0.286,46,5,7,61,3,0,14,1,61,3,35,14,119,0.176,32,3,6,56,5,1,10,1,44,1
169,2021-11-07,Creighton,Butler,Home,W,3,1,4,49,19,164,0.183,46,9,6,88,2,2,22,1,71,1,45,30,177,0.085,39,2,7,83,9,3,12,1,56,0
169,2021-11-12,Creighton,Georgetown,Away,W,3,0,3,31,9,101,0.218,26,9,8,58,1,1,16,0,49,0,24,22,116,0.017,22,1,11,58,9,0,4,2,27,1
169,2021-11-13,Creighton,Villanova,Away,W,3,0,3,53,10,101,0.426,40,2,4,45,2,0,10,1,60,0,23,13,93,0.108,21,2,3,27,2,0,4,1,27,1
169,2021-11-19,Creighton,Seton Hall,Home,W,3,0,3,37,11,95,0.274,32,13,7,45,3,0,20,0,60,0,16,20,87,-0.046,14,3,5,39,13,0,4,0,21,0
169,2021-11-21,Creighton,St. John's (NY),Home,W,3,0,3,43,18,106,0.236,41,9,7,47,6,3,16,1,63,0,25,22,105,0.029,24,6,2,40,9,1,12,0,38,0
169,2021-11-26,Creighton,DePaul ,Away,W,3,0,3,41,13,96,0.292,35,5,2,38,0,5,18,1,60,0,33,24,102,0.088,30,0,4,37,5,3,4,2,38,0
169,2021-11-27,Creighton,Marquette,Away,W,3,0,3,36,20,109,0.147,34,5,3,51,4,1,26,2,55,1,34,24,121,0.083,32,4,9,51,5,4,8,1,46,0
169,2021-12-02,Creighton,Ole Miss,Home,W,3,0,3,46,7,109,0.358,43,4,5,49,3,3,8,1,57,0,34,18,108,0.148,33,3,7,44,4,1,3,1,39.5,0
169,2021-12-03,Creighton,Kansas,Home,L,1,3,4,55,20,143,0.245,54,6,5,67,6,1,10,4,67,0,64,16,159,0.302,57,6,7,61,6,3,18,0,82,0
94,2021-08-27,CSU Bakersfield,Air Force ,Away,W,3,2,5,53,32,146,0.144,49,14,7,59,8,2,2,1,70,1,49,23,138,0.188,46,8,14,51,14,2,22,0,70,1
94,2021-08-27,CSU Bakersfield,NIU,Away,W,3,1,4,51,16,146,0.24,45,4,11,68,4,1,18,1,65,0,46,27,151,0.126,43,4,8,64,4,1,10,0,56,3
94,2021-08-28,CSU Bakersfield,Western Ill. ,Away,W,3,0,3,52,10,105,0.4,44,5,4,40,4,0,6,0,60,0,41,9,96,0.333,36,4,6,35,5,1,4,1,48,1
94,2021-09-10,CSU Bakersfield,"Utah St. Moraga, Calif.",Away,W,3,2,5,55,28,144,0.188,52,9,6,65,9,1,30,0,80,4,58,29,169,0.172,54,9,9,49,9,1,30,1,83,3
94,2021-09-10,CSU Bakersfield,Saint Mary's (CA),Away,L,1,3,4,45,26,141,0.135,41,5,10,53,10,0,18,5,59,2,53,17,136,0.265,53,10,11,54,5,3,20,0,76,1
94,2021-09-11,CSU Bakersfield,San Francisco,Away,W,3,1,4,59,20,161,0.242,53,7,8,76,2,4,4,0,72,3,42,20,149,0.148,37,2,7,69,7,11,0,0,55,4
94,2021-09-17,CSU Bakersfield,Eastern Wash.,Away,W,3,1,4,45,19,128,0.203,38,5,9,54,3,8,10,0,63,1,48,28,139,0.144,42,3,9,52,5,3,2,0,55,1
94,2021-09-18,CSU Bakersfield,Montana ,Away,W,3,0,3,47,14,106,0.311,37,4,3,42,5,5,10,1,61,0,33,20,101,0.129,29,5,4,36,4,2,8,2,44,0
94,2021-09-24,CSU Bakersfield,Cal St. Fullerton,Away,L,1,3,4,59,23,200,0.18,55,2,8,109,3,2,12,0,69,0,57,24,200,0.165,56,3,4,108,2,1,14,2,68,2
94,2021-09-25,CSU Bakersfield,Long Beach St.,Away,W,3,1,4,42,18,133,0.18,38,2,7,63,2,3,24,3,59,1,57,37,168,0.119,54,2,14,65,2,2,14,1,68,2
94,2021-10-01,CSU Bakersfield,CSUN,Home,L,0,3,3,35,19,117,0.137,32,5,7,49,4,0,8,1,44,0,45,12,111,0.297,36,4,8,54,5,0,16,0,57,1
94,2021-10-02,CSU Bakersfield,UC Santa Barbara,Home,L,1,3,4,46,27,159,0.119,41,7,7,59,4,1,16,1,62,1,61,25,162,0.222,58,4,7,70,7,3,8,1,72,1
94,2021-10-07,CSU Bakersfield,UC Davis,Away,W,3,0,3,44,16,108,0.259,31,4,10,45,8,2,12,0,56,1,29,19,98,0.102,25,8,6,35,4,0,14,1,44,1
94,2021-10-09,CSU Bakersfield,UC Riverside,Away,W,3,2,5,58,23,162,0.216,53,2,11,69,5,0,22,4,71,0,56,33,176,0.131,51,5,13,71,2,2,16,1,71,3
94,2021-10-12,CSU Bakersfield,Cal Poly,Away,L,0,3,3,24,17,87,0.08,21,2,7,37,5,2,10,3,33,2,44,9,94,0.372,39,5,11,41,2,1,8,1,54,1
94,2021-10-16,CSU Bakersfield,Hawaii,Away,L,0,3,3,36,22,129,0.109,36,2,7,56,0,0,12,0,44,0,46,13,122,0.27,43,0,3,60,2,1,16,0,55,1
94,2021-10-22,CSU Bakersfield,UC Irvine,Home,W,3,2,5,58,17,155,0.265,54,11,7,58,8,2,20,1,81,0,67,27,161,0.248,63,8,9,66,11,1,12,1,82,0
94,2021-10-23,CSU Bakersfield,UC San Diego,Home,W,3,0,3,43,9,87,0.391,33,10,9,39,8,1,8,0,58,0,30,17,93,0.14,26,8,0,26,10,0,4,0,40,0
94,2021-10-29,CSU Bakersfield,Long Beach St.,Home,W,3,0,3,42,17,104,0.24,38,4,5,36,0,0,12,1,52,0,42,17,105,0.238,40,0,9,38,4,2,10,1,49,2
94,2021-10-30,CSU Bakersfield,Cal St. Fullerton,Home,W,3,0,3,50,15,115,0.304,45,7,7,48,2,0,14,0,64,2,26,17,101,0.089,26,2,2,37,7,0,4,2,30,0
94,2021-11-05,CSU Bakersfield,UC Santa Barbara,Away,L,0,3,3,26,18,85,0.094,25,2,4,26,6,1,3,3,30.5,3,44,13,89,0.348,39,6,4,35,2,3,12,1,59,1
94,2021-11-06,CSU Bakersfield,CSUN,Away,W,3,1,4,48,18,145,0.207,46,11,3,69,3,2,16,3,69,2,55,25,168,0.179,52,3,9,61,11,2,10,3,65,2
94,2021-11-12,CSU Bakersfield,UC Riverside,Home,W,3,1,4,55,18,133,0.278,54,9,6,55,5,1,18,5,74,0,55,26,155,0.187,51,5,8,50,9,2,12,2,68,0
94,2021-11-13,CSU Bakersfield,UC Davis,Home,L,2,3,5,61,21,156,0.256,55,13,8,51,6,0,20,1,84,0,55,29,143,0.182,53,6,6,55,13,0,26,1,74,0
94,2021-11-16,CSU Bakersfield,Cal Poly,Home,W,3,1,4,47,22,127,0.197,44,8,5,55,7,1,18,3,65,0,47,19,130,0.215,43,7,12,52,8,2,8,1,60,0
94,2021-11-19,CSU Bakersfield,Hawaii,Home,L,1,3,4,54,22,125,0.256,49,8,7,37,5,0,12,1,68,3,63,19,127,0.346,55,5,9,38,8,1,8,1,73,1
94,2021-11-26,CSU Bakersfield,UC San Diego,Away,W,3,2,5,56,19,159,0.233,53,7,5,64,7,3,12,3,72,1,70,28,176,0.239,67,7,7,73,7,3,4,1,82,1
94,2021-11-27,CSU Bakersfield,UC Irvine,Away,L,0,3,3,34,18,105,0.152,30,6,2,34,12,0,4,0,42,0,42,8,87,0.391,38,12,2,39,6,0,13,1,60.5,0
94,2021-12-03,CSU Bakersfield,Weber St.,Away,L,1,3,4,53,31,136,0.162,47,1,10,46,8,2,18,1,65,0,44,23,119,0.176,41,8,7,44,1,5,16,2,65,0
101,2021-08-27,CSUN,Denver ,Away,L,0,3,3,26,18,89,0.09,23,5,4,24,8,1,12,2,38,3,41,14,89,0.303,39,8,7,36,5,2,8,2,55,2
101,2021-08-27,CSUN,Campbell ,Away,W,3,2,5,47,32,166,0.09,44,4,10,82,7,3,18,3,63,5,53,39,186,0.075,48,7,9,75,4,5,22,1,76,2
101,2021-08-28,CSUN,Southern California,Away,L,0,3,3,32,16,100,0.16,30,4,10,36,5,1,4,2,39,2,42,8,93,0.366,37,5,10,46,4,1,12,1,54,1
101,2021-09-03,CSUN,Fresno St.,Away,L,0,3,3,21,20,74,0.014,18,1,4,20,10,1,8,0,27,0,41,11,80,0.375,37,10,10,29,1,0,16,0,59,0
101,2021-09-04,CSUN,LMU (CA),Away,L,0,3,3,20,22,83,-0.024,19,4,8,26,6,1,4,0,27,0,38,13,80,0.313,37,6,9,37,4,2,12,0,52,0
101,2021-09-10,CSUN,Sacramento St.,Away,L,0,3,3,34,24,104,0.096,33,2,4,46,7,1,4,1,39,3,36,8,100,0.28,30,7,7,33,2,2,20,1,55,0
101,2021-09-10,CSUN,Boise St. ,Away,L,1,3,4,49,27,146,0.151,46,8,7,53,6,1,24,1,70,1,63,21,149,0.282,51,6,9,61,8,3,24,2,84,1
101,2021-09-11,CSUN,Pacific ,Away,L,1,3,4,39,22,135,0.126,37,4,8,69,12,1,24,0,56,2,44,32,159,0.075,42,12,9,64,4,0,18,0,65,0
101,2021-09-17,CSUN,"Sacramento St. Reno, Nev.",Away,L,1,3,4,40,23,102,0.167,37,4,13,39,5,6,0,0,50,3,38,20,99,0.182,30,5,6,34,4,9,0,0,52,1
101,2021-09-18,CSUN,Nevada,Away,L,1,3,4,53,25,142,0.197,44,4,10,55,9,4,20,0,71,1,45,22,133,0.173,41,9,5,52,4,0,18,1,63,0
101,2021-09-24,CSUN,UC Irvine,Home,L,1,3,4,53,27,149,0.174,46,4,8,54,3,3,7,0,63.5,2,53,21,140,0.229,48,3,9,54,4,5,4,2,63,1
101,2021-09-25,CSUN,UC San Diego,Home,L,1,3,4,50,19,142,0.218,47,7,9,62,9,4,8,2,65,2,55,17,145,0.262,47,9,7,65,7,0,8,3,68,0
101,2021-10-01,CSUN,CSU Bakersfield,Away,W,3,0,3,45,12,111,0.297,36,4,8,54,5,0,16,0,57,1,35,19,117,0.137,32,5,7,49,4,0,8,1,44,0
101,2021-10-02,CSUN,Cal Poly,Away,L,0,3,3,31,19,116,0.103,30,1,6,44,3,2,4,1,36,2,45,9,106,0.34,39,3,7,53,1,5,6,2,56,1
101,2021-10-08,CSUN,Cal St. Fullerton,Home,L,1,3,4,54,25,194,0.149,49,2,11,83,4,6,6,0,65,4,51,24,167,0.162,46,4,6,98,2,4,10,0,64,4
101,2021-10-09,CSUN,Long Beach St.,Home,L,1,3,4,38,24,125,0.112,33,3,11,36,3,2,8,0,47,2,55,18,127,0.291,52,3,14,56,3,2,18,1,69,3
101,2021-10-14,CSUN,UC Davis,Away,W,3,2,5,54,19,127,0.276,49,8,11,48,11,3,12,2,71,2,58,25,139,0.237,52,11,11,48,8,2,8,2,75,3
101,2021-10-16,CSUN,UC Riverside,Away,W,3,0,3,49,14,120,0.292,46,6,9,51,5,0,14,0,62,1,37,16,112,0.188,34,5,5,52,6,0,12,0,48,1
101,2021-10-19,CSUN,UC Santa Barbara,Away,L,0,3,3,34,13,97,0.216,31,3,3,32,5,1,2,0,39,2,52,11,97,0.423,49,5,4,46,3,0,18,0,66,1
101,2021-10-23,CSUN,Hawaii,Home,L,1,3,4,51,27,142,0.169,49,6,5,54,6,1,6,0,61,6,51,13,125,0.304,48,6,4,53,6,6,14,3,70,2
101,2021-10-29,CSUN,UC San Diego,Away,L,1,3,4,44,17,155,0.174,40,7,7,74,6,4,12,0,61,3,61,24,166,0.223,60,6,11,84,7,2,10,0,74,0
101,2021-10-30,CSUN,UC Irvine,Away,L,2,3,5,64,31,195,0.169,61,9,9,81,6,0,14,0,80,1,68,26,184,0.228,64,6,4,78,9,0,22,3,85,5
101,2021-11-05,CSUN,Cal Poly,Home,W,3,1,4,45,19,125,0.208,40,8,8,41,5,3,14,0,63,0,59,22,142,0.261,57,5,11,55,8,1,4,0,67,0
101,2021-11-06,CSUN,CSU Bakersfield,Home,L,1,3,4,55,25,168,0.179,52,3,9,61,11,2,10,3,65,2,48,18,145,0.207,46,11,3,69,3,2,16,3,69,2
101,2021-11-12,CSUN,Long Beach St.,Away,L,1,3,4,39,27,145,0.083,37,2,11,61,5,1,4,1,44,4,44,19,132,0.189,39,5,11,69,2,5,12,1,60,3
101,2021-11-13,CSUN,Cal St. Fullerton,Away,L,1,3,4,57,31,196,0.133,51,3,3,97,6,3,4,0,65,2,51,16,182,0.192,47,6,5,87,3,2,16,0,67,0
101,2021-11-19,CSUN,UC Riverside,Home,W,3,1,4,65,18,164,0.287,59,8,6,67,5,2,8,1,79,4,56,20,152,0.237,52,5,5,69,8,1,4,0,64,3
101,2021-11-20,CSUN,UC Davis,Home,W,3,1,4,60,20,134,0.299,53,5,7,47,5,0,18,0,74,4,61,22,136,0.287,57,5,14,45,5,1,10,0,72,1
101,2021-11-23,CSUN,UC Santa Barbara,Home,L,0,3,3,36,17,101,0.188,32,2,9,32,2,2,6,0,43,3,44,13,95,0.326,41,2,4,37,2,0,12,1,52,0
101,2021-11-26,CSUN,Hawaii,Away,L,1,3,4,43,19,146,0.164,35,3,10,66,4,3,2,2,50,7,58,15,154,0.279,51,4,6,72,3,4,12,3,72,0
172,2021-09-03,Dartmouth,Binghamton ,Away,W,3,0,3,42,12,91,0.33,36,8,5,51,4,0,4,1,52,1,23,10,88,0.148,22,4,11,35,8,1,10,0,33,4
172,2021-09-03,Dartmouth,Lehigh,Away,W,3,2,5,62,26,172,0.209,54,7,5,92,7,2,8,1,75,2,59,29,191,0.157,56,7,11,74,7,1,26,2,80,1
172,2021-09-04,Dartmouth,St. Francis Brooklyn ,Away,W,3,1,4,58,15,167,0.257,52,6,7,81,5,1,10,0,70,1,60,21,171,0.228,51,5,9,77,6,1,0,0,66,1
172,2021-09-10,Dartmouth,New Hampshire,Home,W,3,1,4,70,22,178,0.27,58,6,10,81,4,3,6,0,82,2,45,19,157,0.166,37,4,1,66,6,2,18,3,60,0
172,2021-09-11,Dartmouth,Holy Cross,Home,W,3,1,4,57,26,181,0.171,53,6,8,89,4,4,16,0,75,1,44,28,170,0.094,37,4,4,80,6,2,12,2,56,0
172,2021-09-11,Dartmouth,UConn,Home,W,3,1,4,46,28,154,0.117,45,8,7,63,4,0,12,2,60,0,54,23,149,0.208,45,4,8,68,8,2,20,1,70,2
172,2021-09-17,Dartmouth,Sacred Heart ,Away,L,1,3,4,47,23,148,0.162,42,4,4,66,4,5,9,3,60.5,4,56,15,143,0.287,53,4,10,67,4,2,12,2,68,2
172,2021-09-17,Dartmouth,Hartford,Away,W,3,1,4,62,17,159,0.283,58,4,5,65,5,1,6,1,70,2,42,25,144,0.118,42,5,3,65,4,2,12,0,55,3
172,2021-09-18,Dartmouth,Central Conn. St. ,Away,W,3,2,5,65,21,168,0.262,60,5,0,83,11,3,12,1,79,0,66,22,187,0.235,64,11,9,71,5,2,16,2,87,0
172,2021-09-24,Dartmouth,Harvard,Home,L,2,3,5,50,30,174,0.115,44,12,5,75,6,3,8,0,69,1,70,27,178,0.242,66,6,12,79,12,2,30,0,93,2
172,2021-10-01,Dartmouth,Princeton,Away,L,0,3,3,29,22,102,0.069,28,2,5,37,6,2,4,0,35,0,41,9,93,0.344,40,6,8,42,2,4,6,0,54,0
172,2021-10-02,Dartmouth,Penn,Away,L,2,3,5,67,27,180,0.222,62,10,8,76,5,0,10,3,82,2,55,16,164,0.238,49,5,5,76,10,5,16,0,73,2
172,2021-10-08,Dartmouth,Brown,Away,L,0,3,3,27,20,118,0.059,26,0,5,47,7,2,6,2,32,3,40,15,111,0.225,37,7,5,59,0,3,18,1,59,1
172,2021-10-09,Dartmouth,Yale,Away,L,1,3,4,43,15,161,0.174,39,4,5,77,4,3,8,8,54,2,71,22,180,0.272,58,4,10,94,4,4,12,3,85,2
172,2021-10-15,Dartmouth,Columbia,Home,W,3,0,3,39,13,106,0.245,34,7,7,51,2,0,6,0,49,1,32,14,113,0.159,31,2,7,43,7,2,8,2,40,5
172,2021-10-16,Dartmouth,Cornell,Home,W,3,1,4,60,13,163,0.288,56,8,8,71,5,3,16,0,79,1,50,22,154,0.182,46,5,5,71,8,2,12,5,63,1
172,2021-10-23,Dartmouth,Harvard,Away,L,2,3,5,63,26,170,0.218,56,11,8,79,7,0,16,5,82,2,54,26,166,0.169,49,7,6,70,11,0,16,4,69,2
172,2021-10-29,Dartmouth,Penn,Home,W,3,0,3,42,6,97,0.371,38,5,6,44,3,0,8,0,51,0,38,16,105,0.21,35,3,7,40,5,0,4,0,43,4
172,2021-10-30,Dartmouth,Princeton,Home,W,3,2,5,62,26,212,0.17,55,5,8,101,3,2,8,0,73,0,64,21,197,0.218,57,3,6,108,5,4,18,1,80,0
172,2021-11-05,Dartmouth,Cornell,Away,W,3,1,4,58,21,187,0.198,55,9,6,102,8,3,12,0,76,3,50,25,195,0.128,47,8,8,90,9,0,18,2,67,1
172,2021-11-06,Dartmouth,Columbia,Away,W,3,1,4,57,18,172,0.227,54,1,8,86,4,4,10,0,67,1,57,27,177,0.169,52,4,9,85,1,4,4,6,67,4
172,2021-11-12,Dartmouth,Yale,Home,W,3,2,5,61,22,177,0.22,55,6,5,80,5,3,18,3,79,0,58,28,171,0.175,53,5,10,85,6,6,14,3,76,0
172,2021-11-13,Dartmouth,Brown,Home,L,0,3,3,35,20,118,0.127,31,2,4,32,6,1,4,2,40,1,42,7,85,0.412,40,6,4,46,2,3,18,1,60,0
173,2021-08-27,Davidson,UNC Asheville,Home,W,3,2,5,65,24,170,0.241,63,11,10,69,1,3,16,3,87,2,51,21,150,0.2,50,1,5,71,11,6,8,2,62,3
173,2021-08-28,Davidson,Western Caro.,Home,W,3,1,4,69,17,187,0.278,60,6,8,89,6,1,14,2,83,0,61,20,179,0.229,54,6,4,88,6,3,14,2,77,2
173,2021-09-04,Davidson,"Virginia Tech Jacksonville, Fla.",Away,L,2,3,5,72,31,202,0.203,69,6,10,88,4,0,8,1,82,0,62,13,173,0.283,58,4,6,80,6,1,20,4,77,1
173,2021-09-04,Davidson,Georgia St. ,Away,W,3,1,4,56,28,177,0.158,53,7,4,79,7,1,15,0,71.5,2,52,26,165,0.158,49,7,9,78,7,2,20,2,71,3
173,2021-09-05,Davidson,North Florida,Away,L,0,3,3,17,20,80,-0.038,15,0,5,28,9,0,4,1,19,0,40,11,89,0.326,34,9,10,38,0,0,18,2,58,1
173,2021-09-11,Davidson,Campbell ,Away,W,3,2,5,63,24,188,0.207,59,5,4,104,9,0,20,1,78,3,73,27,219,0.21,62,9,10,90,5,1,14,3,90,6
173,2021-09-11,Davidson,Idaho St. ,Away,L,2,3,5,68,31,206,0.18,60,5,6,91,6,1,24,6,86,0,67,23,194,0.227,60,6,7,88,5,1,26,4,87,1
173,2021-09-12,Davidson,Col. of Charleston,Away,L,1,3,4,39,24,144,0.104,33,6,4,63,7,2,10,4,52,3,59,26,160,0.206,52,7,10,73,6,1,12,1,73,0
173,2021-09-17,Davidson,Wake Forest,Away,L,0,3,3,31,19,108,0.111,23,3,6,48,8,1,10,1,40,0,41,25,121,0.132,29,8,6,54,3,3,8,1,56,0
173,2021-09-18,Davidson,North Carolina,Away,L,0,3,3,39,11,91,0.308,36,0,4,26,5,3,4,0,44,1,52,16,105,0.343,45,5,2,36,0,1,8,0,62,0
