ncaa_id,date,team,opponent,home_away,result,team_score,opponent_score,s,ms,kills,errors,total_attacks,hit_pct,assists,aces,s_err,digs,r_err,block_solos,block_assists,b_err,tb,pts.x,bhe.x,defensive_ms,defensive_kills,defensive_errors,defensive_total_attacks,defensive_hit_pct,defensive_assists,defensive_aces,defensive_s_err,defensive_digs,defensive_r_err,defensive_block_solos,defensive_block_assists,defensive_b_err,defensive_tb,pts.y,bhe.y
26172,2021-01-22,A&M-Corpus Christi,UTRGV,Home,W,3,0,3,0,48,10,117,0.325,45,3,7,50,4,3,12,0,9,60,1,0,33,20,110,0.118,30,4,3,46,3,3,0,1,3,40,1
26172,2021-01-23,A&M-Corpus Christi,UTSA,Home,W,3,1,4,0,66,16,160,0.313,61,4,7,65,3,4,10,0,9,79,NA,0,55,22,160,0.206,48,3,7,61,4,1,4,0,3,61,1
26172,2021-02-04,A&M-Corpus Christi,SFA,Home,L,2,3,5,0,71,27,182,0.242,66,10,12,69,9,2,2,0,3,84,3,0,59,16,154,0.279,54,9,6,65,10,5,14,1,12,80,2
26172,2021-02-06,A&M-Corpus Christi,Abilene Christian,Home,W,3,1,4,0,55,14,117,0.35,42,10,8,52,2,1,4,0,3,68,5,0,44,20,126,0.19,36,2,6,40,10,1,14,0,8,54,5
26172,2021-02-11,A&M-Corpus Christi,Northwestern St.,Away,W,3,0,3,0,39,16,120,0.192,32,6,4,50,3,4,2,0,5,50,NA,0,29,16,102,0.127,28,3,8,48,6,3,12,1,9,41,4
26172,2021-02-13,A&M-Corpus Christi,Central Ark.,Away,W,3,0,3,0,54,13,124,0.331,49,4,8,55,3,1,12,2,7,65,3,0,30,14,112,0.143,29,3,1,47,4,2,12,2,8,41,2
26172,2021-02-25,A&M-Corpus Christi,UIW,Away,W,3,1,4,0,68,10,148,0.392,55,2,10,67,1,1,8,0,5,75,NA,0,51,17,155,0.219,44,1,6,48,2,2,6,0,5,57,1
26172,2021-02-27,A&M-Corpus Christi,Southeastern La.,Home,L,2,3,5,0,62,22,189,0.212,57,6,5,90,6,2,14,1,9,77,2,0,65,29,197,0.183,59,6,12,85,6,8,8,3,12,83,NA
26172,2021-03-04,A&M-Corpus Christi,Sam Houston,Away,L,1,3,4,0,52,27,162,0.154,50,3,2,76,5,2,4,0,4,59,NA,0,60,15,161,0.28,57,5,9,70,3,1,16,0,9,74,NA
26172,2021-03-06,A&M-Corpus Christi,Houston Christian,Home,W,3,0,3,0,54,14,126,0.317,49,3,4,64,2,2,0,1,2,59,3,0,39,10,119,0.244,37,2,8,47,3,7,2,1,8,49,NA
26172,2021-03-10,A&M-Corpus Christi,Texas,Away,L,0,3,3,0,37,11,106,0.245,33,2,3,46,8,0,2,0,1,40,2,0,49,8,107,0.383,47,8,12,48,2,0,8,1,4,61,NA
26172,2021-03-18,A&M-Corpus Christi,Nicholls,Away,W,3,0,3,0,44,8,100,0.36,40,4,7,49,7,1,10,0,6,54,NA,0,35,17,108,0.167,30,7,6,39,4,1,6,0,4,46,NA
26172,2021-03-20,A&M-Corpus Christi,New Orleans,Away,W,3,0,3,0,47,3,90,0.489,39,6,7,46,4,2,6,0,5,58,5,0,21,18,89,0.034,21,4,3,31,6,0,4,1,2,27,1
26172,2021-03-25,A&M-Corpus Christi,McNeese,Home,W,3,0,3,0,45,18,127,0.213,43,2,6,64,2,5,10,0,10,57,NA,0,39,21,135,0.133,35,2,7,56,2,6,10,3,11,52,NA
26172,2021-03-27,A&M-Corpus Christi,Lamar University,Home,W,3,1,4,0,52,9,113,0.381,47,13,10,38,3,3,0,0,3,68,1,0,49,17,120,0.267,44,3,6,43,13,2,0,0,2,54,3
26172,2021-04-01,A&M-Corpus Christi,Houston Christian ,Away,W,3,1,4,0,55,19,154,0.234,50,7,11,62,5,2,10,0,7,69,NA,0,50,26,139,0.173,43,5,6,65,7,3,10,0,8,63,1
26172,2021-04-02,A&M-Corpus Christi,SFA ,Away,W,3,0,3,0,38,11,97,0.278,36,5,8,42,3,4,8,0,8,51,1,0,28,22,99,0.061,27,3,6,39,5,3,2,1,4,35,4
26172,2021-04-03,A&M-Corpus Christi,Sam Houston ,Away,W,3,2,5,0,77,25,208,0.25,75,3,12,95,9,3,8,0,7,87,2,0,64,16,185,0.259,59,9,9,90,3,8,2,5,9,82,3
26172,2021-04-14,A&M-Corpus Christi,San Diego ,Away,L,0,3,3,0,30,15,84,0.179,30,2,6,30,8,1,4,0,3,35,NA,0,46,8,89,0.427,41,8,5,34,2,2,12,1,8,62,1
2,2021-01-29,Abilene Christian,UT Arlington,Home,L,2,3,5,0,53,32,182,0.115,51,3,8,69,6,0,10,1,5,61,5,0,45,22,156,0.147,43,7,5,72,3,1,26,0,14,66,2
2,2021-01-30,Abilene Christian,UT Arlington,Home,W,3,2,5,0,64,28,177,0.203,60,8,7,80,4,0,16,3,8,80,1,0,61,31,188,0.16,60,4,6,77,8,0,20,3,10,75,2
2,2021-02-04,Abilene Christian,UIW,Away,W,3,2,5,0,69,20,222,0.221,63,4,8,90,3,1,12,0,7,80,1,0,82,18,212,0.302,73,3,10,109,4,2,14,0,9,94,5
2,2021-02-06,Abilene Christian,A&M-Corpus Christi,Away,L,1,3,4,0,44,20,126,0.19,36,2,6,40,10,1,14,0,8,54,5,0,55,14,117,0.35,42,10,8,52,2,1,4,0,3,68,5
2,2021-02-11,Abilene Christian,McNeese,Home,W,3,1,4,0,44,25,124,0.153,42,6,3,59,3,1,10,1,6,56,1,0,46,25,135,0.156,42,3,14,47,6,2,22,1,13,62,1
2,2021-02-13,Abilene Christian,Lamar University,Home,W,3,0,3,0,38,8,94,0.319,36,7,3,37,1,0,18,0,9,54,1,0,35,22,101,0.129,34,1,5,42,7,0,6,2,3,39,1
2,2021-02-25,Abilene Christian,Nicholls,Home,W,3,1,4,0,55,22,156,0.212,54,4,4,67,3,4,16,0,12,71,2,0,52,30,159,0.138,51,3,8,71,4,3,10,1,8,63,2
2,2021-02-27,Abilene Christian,SFA,Home,L,1,3,4,0,37,21,125,0.128,33,3,7,57,9,1,14,5,8,48,1,0,55,23,137,0.234,51,9,8,59,3,0,15,2,7.5,71.5,NA
2,2021-03-11,Abilene Christian,Southeastern La.,Away,L,1,3,4,0,38,21,125,0.136,35,2,5,45,11,1,16,1,9,49,2,0,56,25,144,0.215,54,11,7,55,2,1,16,0,9,76,4
2,2021-03-13,Abilene Christian,New Orleans,Away,W,3,1,4,0,52,14,150,0.253,48,8,4,68,5,0,14,1,7,67,NA,0,57,24,159,0.208,52,5,11,68,8,2,8,2,6,68,NA
2,2021-03-18,Abilene Christian,Northwestern St.,Home,W,3,0,3,0,46,21,100,0.25,23,4,7,38,1,2,4,0,4,54,2,0,30,19,88,0.125,19,1,8,29,4,6,2,0,7,38,1
2,2021-03-20,Abilene Christian,Central Ark.,Home,L,0,3,3,0,35,22,126,0.103,32,2,3,53,1,1,10,0,6,43,2,0,47,13,130,0.262,45,1,6,56,2,0,12,0,6,54,1
2,2021-03-23,Abilene Christian,Houston Christian,Away,L,0,3,3,0,30,17,117,0.111,29,3,2,52,4,0,6,0,3,36,1,0,51,16,125,0.28,48,4,7,63,3,2,14,0,9,64,2
2,2021-03-27,Abilene Christian,Sam Houston,Away,L,1,3,4,0,46,24,145,0.152,40,1,6,59,8,0,8,1,4,51,NA,0,58,17,139,0.295,54,8,8,68,1,1,29,1,15.5,81.5,NA
2,2021-03-31,Abilene Christian,Central Ark. ,Away,L,1,3,4,0,44,29,138,0.109,42,3,5,40,4,3,6,2,6,53,NA,0,60,17,125,0.344,57,4,5,52,3,5,14,0,12,76,2
721,2021-02-05,Air Force,Colorado St.,Away,L,1,3,4,0,41,24,122,0.139,37,9,6,44,11,2,0,1,2,52,1,0,54,17,128,0.289,48,11,3,49,9,3,14,2,10,75,2
721,2021-02-06,Air Force,Colorado St.,Away,W,3,0,3,0,43,12,103,0.301,42,10,7,33,8,0,12,1,6,59,NA,0,35,14,95,0.221,32,8,3,45,10,0,10,2,5,48,1
721,2021-02-12,Air Force,San Jose St.,Home,W,3,1,4,0,56,21,140,0.25,48,4,14,53,4,2,18,0,11,71,NA,0,45,27,137,0.131,42,4,8,54,4,0,12,3,6,55,1
721,2021-02-13,Air Force,San Jose St.,Home,L,2,3,5,0,51,20,135,0.23,48,9,17,47,7,0,17,2,8.5,68.5,NA,0,52,33,136,0.14,46,7,11,53,9,4,10,0,9,68,1
721,2021-02-19,Air Force,Nevada,Away,L,1,3,4,0,47,30,112,0.152,41,7,8,37,13,1,16,0,9,63,3,0,40,18,105,0.21,38,13,12,28,7,2,20,0,12,65,4
721,2021-02-20,Air Force,Nevada,Away,W,3,0,3,0,35,15,85,0.235,32,8,4,33,7,5,8,0,9,52,1,0,25,24,86,0.012,24,7,4,29,8,0,6,2,3,35,2
721,2021-02-26,Air Force,New Mexico,Home,W,3,1,4,0,65,30,152,0.23,60,4,15,66,4,2,10,1,7,76,NA,0,30,22,126,0.063,27,4,5,47,4,0,12,1,6,40,1
721,2021-02-27,Air Force,New Mexico,Home,L,2,3,5,0,58,35,175,0.131,54,5,8,84,9,0,10,1,5,68,1,0,49,20,160,0.181,46,9,8,73,5,1,14,3,8,66,1
721,2021-03-05,Air Force,Fresno St.,Home,W,3,1,4,0,62,21,147,0.279,58,8,10,68,2,0,18,2,9,79,NA,0,34,24,147,0.068,32,2,1,60,8,0,8,3,4,40,2
721,2021-03-06,Air Force,Fresno St.,Home,L,2,3,5,0,64,31,194,0.17,60,4,11,81,10,3,16,3,11,79,2,0,65,30,189,0.185,61,10,12,86,4,1,24,6,13,88,1
721,2021-03-19,Air Force,Utah St.,Away,L,2,3,5,0,58,33,149,0.168,55,13,12,54,11,0,4,4,2,73,1,0,51,16,131,0.267,48,11,6,51,13,3,22,3,14,76,1
721,2021-03-20,Air Force,Utah St.,Away,W,3,0,3,0,38,21,106,0.16,34,5,11,48,3,0,12,1,6,49,1,0,26,24,109,0.018,21,3,5,40,5,0,14,0,7,36,2
721,2021-03-27,Air Force,Boise St.,Home,W,3,1,4,0,56,25,151,0.205,51,3,10,66,7,2,12,2,8,67,1,0,44,25,143,0.133,41,7,6,59,3,1,20,0,11,62,2
5,2021-01-22,Akron,Ball St.,Away,L,0,3,3,0,29,26,131,0.023,28,3,1,63,5,0,14,0,7,39,2,0,40,9,122,0.254,38,5,2,60,3,1,18,0,10,55,2
5,2021-01-23,Akron,Ball St.,Away,L,1,3,4,0,53,27,170,0.153,50,4,8,73,3,3,8,1,7,64,NA,0,58,18,159,0.252,53,3,5,81,4,0,16,1,8,69,1
5,2021-01-28,Akron,Miami (OH),Home,W,3,2,5,0,55,31,187,0.128,49,15,11,65,5,1,13,0,7.5,77.5,NA,0,54,25,161,0.18,48,5,5,81,15,4,18,1,13,72,NA
5,2021-01-29,Akron,Miami (OH),Home,L,2,3,5,0,67,21,171,0.269,60,9,9,61,10,0,6,1,3,79,1,0,64,14,154,0.325,59,10,3,74,9,3,10,1,8,82,3
5,2021-02-04,Akron,Ohio,Home,L,1,3,4,0,40,20,155,0.129,38,10,7,61,9,0,18,0,9,59,NA,0,55,27,148,0.189,52,9,7,78,10,0,14,2,7,71,2
5,2021-02-05,Akron,Ohio,Home,W,3,2,5,0,47,24,163,0.141,45,6,7,69,3,1,20,1,11,64,NA,0,54,33,165,0.127,48,3,5,81,6,5,8,0,9,66,1
5,2021-02-11,Akron,Kent St.,Away,L,1,3,4,0,53,22,160,0.194,53,0,4,71,4,3,4,2,5,58,1,0,62,19,163,0.264,58,4,8,74,0,4,14,2,11,77,2
5,2021-02-12,Akron,Kent St.,Away,L,1,3,4,0,54,21,165,0.2,52,11,5,71,8,0,16,5,8,73,1,0,58,20,160,0.238,56,8,7,75,11,7,6,1,10,76,2
5,2021-02-18,Akron,Eastern Mich.,Home,W,3,1,4,0,60,22,188,0.202,50,6,7,96,4,0,22,0,11,77,NA,0,48,26,182,0.121,45,4,2,94,6,0,24,0,12,64,1
5,2021-02-19,Akron,Eastern Mich.,Home,L,1,3,4,0,52,29,184,0.125,49,8,5,95,4,0,22,1,11,71,NA,0,47,18,170,0.171,42,4,2,92,8,1,14,1,8,59,NA
5,2021-02-25,Akron,Central Mich.,Away,L,2,3,5,0,57,30,208,0.13,51,5,4,96,6,5,4,0,7,69,NA,0,69,17,196,0.265,64,6,11,100,5,5,6,3,8,83,NA
5,2021-02-26,Akron,Central Mich.,Away,L,1,3,4,0,41,26,156,0.096,37,4,8,71,6,1,8,2,5,50,NA,0,50,19,152,0.204,47,6,11,78,4,6,10,1,11,67,NA
5,2021-03-04,Akron,NIU,Away,L,0,3,3,0,40,19,115,0.183,35,3,9,44,8,0,6,1,3,46,1,0,36,6,90,0.333,34,8,7,46,3,0,14,2,7,51,NA
5,2021-03-05,Akron,NIU,Away,W,3,0,3,0,48,13,108,0.324,47,5,11,40,2,1,12,0,7,60,1,0,36,15,93,0.226,35,2,7,37,5,3,10,1,8,46,1
5,2021-03-12,Akron,Western Mich.,Home,L,1,3,4,0,50,19,162,0.191,47,7,6,80,6,1,18,0,10,67,1,0,59,26,172,0.192,57,6,6,83,7,1,4,1,3,68,NA
5,2021-03-13,Akron,Western Mich.,Home,L,0,3,3,0,41,21,137,0.146,37,3,3,67,2,1,8,0,5,49,3,0,51,17,141,0.241,50,2,5,70,3,1,14,1,8,61,NA
5,2021-03-16,Akron,Buffalo,Away,L,0,3,3,0,42,14,101,0.277,36,2,7,38,5,1,6,1,4,48,2,0,44,11,97,0.34,41,5,4,38,2,0,16,0,8,57,NA
5,2021-03-19,Akron,Bowling Green,Away,L,2,3,5,0,48,20,158,0.177,44,15,10,83,9,2,18,0,11,74,1,0,56,24,172,0.186,51,9,7,78,15,0,10,2,5,70,2
5,2021-03-20,Akron,Bowling Green,Away,L,1,3,4,0,46,32,181,0.077,45,4,10,94,3,1,18,0,10,60,1,0,44,19,162,0.154,43,3,5,87,4,1,28,2,15,62,2
5,2021-03-23,Akron,Buffalo,Home,L,1,3,4,0,57,21,152,0.237,43,4,10,55,3,1,6,1,4,65,1,0,64,15,147,0.333,60,3,10,62,4,0,16,0,8,75,1
5,2021-03-26,Akron,Toledo,Home,W,3,2,5,0,63,24,160,0.244,55,6,12,65,5,1,18,1,10,79,1,0,59,25,159,0.214,53,5,7,61,6,2,8,1,6,70,NA
5,2021-03-27,Akron,Toledo,Home,W,3,2,5,0,58,25,167,0.198,53,13,9,72,7,0,10,0,5,76,NA,0,64,29,173,0.202,53,8,8,74,13,1,18,0,10,82,NA
8,2020-10-21,Alabama,Missouri,Home,L,1,3,4,0,51,21,141,0.213,46,8,17,53,4,4,2,1,5,64,NA,0,53,17,135,0.267,48,4,14,58,8,2,14,2,9,66,1
8,2020-10-22,Alabama,Missouri,Home,L,0,3,3,0,36,20,88,0.182,32,5,11,30,4,0,2,1,1,42,1,0,39,4,85,0.412,35,4,7,27,5,3,16,2,11,54,1
8,2020-10-30,Alabama,Florida,Away,L,0,3,3,0,40,18,114,0.193,38,2,5,42,5,2,2,0,3,45,NA,0,47,7,99,0.404,46,5,7,45,2,2,12,1,8,60,1
8,2020-10-31,Alabama,Florida,Away,L,0,3,3,0,38,27,116,0.095,37,0,6,47,4,1,4,0,3,41,1,0,37,13,103,0.233,35,4,8,41,0,2,35,3,19.5,60.5,1
8,2020-11-07,Alabama,Georgia,Away,W,3,1,4,0,53,29,139,0.173,50,7,8,49,1,4,6,1,7,67,3,0,49,22,131,0.206,43,1,11,48,7,8,12,1,14,64,2
8,2020-11-08,Alabama,Georgia,Away,L,0,3,3,0,33,23,90,0.111,31,4,7,36,8,2,6,1,5,42,3,0,33,20,92,0.141,28,8,8,26,4,5,10,4,10,51,1
8,2020-11-15,Alabama,LSU,Home,W,3,1,4,0,65,16,158,0.31,52,7,12,61,4,1,8,1,5,77,1,0,52,15,136,0.272,50,4,6,63,7,4,10,1,9,65,1
8,2020-11-16,Alabama,LSU,Home,L,0,3,3,0,26,15,83,0.133,25,3,11,32,13,0,2,1,1,30,2,0,31,10,78,0.269,28,13,11,36,3,3,6,2,6,50,1
8,2021-01-29,Alabama,South Carolina,Home,L,1,3,4,0,49,29,142,0.141,41,5,11,47,1,5,8,0,9,63,1,0,55,23,132,0.242,53,1,7,56,5,4,18,1,13,69,1
8,2021-01-30,Alabama,South Carolina,Home,L,2,3,5,0,48,25,138,0.167,44,4,10,45,3,5,16,4,13,65,2,0,64,27,152,0.243,56,3,9,51,4,3,16,3,11,78,2
8,2021-02-05,Alabama,Ole Miss,Away,W,3,2,5,0,61,26,166,0.211,59,3,12,65,6,4,20,6,14,78,1,0,62,27,165,0.212,60,6,11,62,3,1,16,3,9,77,NA
8,2021-02-06,Alabama,Ole Miss,Away,W,3,2,5,0,65,29,159,0.226,59,10,10,50,4,2,10,2,7,82,NA,0,70,23,149,0.315,66,4,19,53,10,3,20,1,13,87,NA
8,2021-02-12,Alabama,Arkansas,Away,L,0,3,3,0,20,24,106,-0.038,19,2,1,45,11,3,12,1,9,31,1,0,38,16,108,0.204,35,11,5,53,2,1,22,0,12,61,2
8,2021-02-13,Alabama,Arkansas,Away,L,1,3,4,0,38,18,122,0.164,37,8,8,59,11,1,22,2,12,58,2,0,53,22,144,0.215,50,11,13,59,8,1,20,0,11,75,NA
8,2021-02-26,Alabama,Mississippi St.,Home,W,3,1,4,0,58,25,166,0.199,54,11,8,80,6,2,8,1,6,75,2,0,45,20,153,0.163,43,6,7,74,11,3,12,0,9,60,1
8,2021-02-27,Alabama,Mississippi St.,Home,W,3,1,4,0,61,16,134,0.336,57,7,7,53,6,1,10,0,6,74,1,0,50,17,128,0.258,47,6,9,48,7,3,4,0,5,61,NA
8,2021-03-05,Alabama,Texas A&M,Away,L,1,3,4,0,44,30,141,0.099,38,12,15,59,11,5,16,1,13,69,NA,0,51,19,138,0.232,49,11,17,60,12,2,20,0,12,74,NA
8,2021-03-06,Alabama,Texas A&M,Away,L,0,3,3,0,44,18,137,0.19,41,3,2,71,3,0,6,3,3,50,2,0,52,11,145,0.283,49,3,4,71,3,1,6,2,4,59,2
8,2021-03-19,Alabama,Tennessee,Home,W,3,1,4,0,52,21,118,0.263,45,3,11,51,3,3,10,1,8,63,NA,0,44,17,124,0.218,39,3,18,35,3,1,14,1,8,55,NA
8,2021-03-20,Alabama,Tennessee,Home,L,1,3,4,0,39,27,133,0.09,39,8,9,59,2,5,8,0,9,56,2,0,57,16,146,0.281,49,2,15,56,8,1,22,1,12,71,1
8,2021-03-24,Alabama,Kentucky,Away,L,0,3,3,0,33,19,97,0.144,31,5,5,35,9,0,4,1,2,40,NA,0,42,6,86,0.419,40,9,6,39,5,0,13,0,6.5,57.5,NA
8,2021-03-25,Alabama,Kentucky,Away,L,0,3,3,0,25,21,89,0.045,24,0,5,32,4,0,4,1,2,27,1,0,43,5,81,0.469,39,4,8,36,0,0,18,1,9,56,NA
14,2021-02-20,Albany (NY),Sacred Heart,Home,W,3,2,5,0,60,32,202,0.139,56,8,13,104,2,1,22,2,12,80,4,0,52,26,202,0.129,47,2,5,105,8,0,16,5,8,62,5
14,2021-02-20,Albany (NY),Sacred Heart,Home,L,0,3,3,0,33,24,102,0.088,31,5,4,35,5,0,8,3,4,42,NA,0,40,13,99,0.273,39,5,2,42,5,0,16,2,8,53,1
14,2021-02-27,Albany (NY),NJIT,Home,W,3,2,5,0,61,20,178,0.23,51,6,8,84,6,1,18,4,10,77,1,0,50,27,182,0.126,48,6,11,83,6,1,12,5,7,63,3
14,2021-02-28,Albany (NY),New Hampshire,Home,W,3,1,4,0,60,26,184,0.185,55,5,8,93,5,1,14,4,8,73,2,0,44,23,175,0.12,41,5,7,73,5,0,8,2,4,53,NA
14,2021-03-07,Albany (NY),UMBC ,Away,W,3,1,4,0,51,26,137,0.182,49,8,5,51,4,0,20,1,10,69,NA,0,51,31,151,0.132,46,4,3,53,8,1,8,0,5,60,NA
14,2021-03-07,Albany (NY),Binghamton,Away,W,3,0,3,0,35,10,93,0.269,28,5,9,44,1,1,8,0,5,45,NA,0,39,20,109,0.174,32,1,11,45,5,0,6,0,3,43,1
14,2021-03-14,Albany (NY),Binghamton ,Away,W,3,0,3,0,43,16,104,0.26,38,6,6,48,5,0,8,0,4,53,NA,0,25,14,95,0.116,24,5,8,33,6,0,12,1,6,36,2
14,2021-03-14,Albany (NY),UMBC,Away,W,3,2,5,0,70,27,181,0.238,65,5,3,96,8,0,18,1,9,84,4,0,62,19,190,0.226,54,8,5,71,5,1,22,2,12,82,2
14,2021-03-21,Albany (NY),Hartford,Home,W,3,0,3,0,42,11,106,0.292,38,6,6,39,3,0,12,0,6,54,NA,0,40,19,116,0.181,36,3,6,45,6,0,4,1,2,45,1
14,2021-03-21,Albany (NY),Stony Brook,Home,W,3,2,5,0,70,21,178,0.275,63,3,7,80,5,2,12,0,8,81,2,0,63,21,176,0.239,59,5,6,75,3,0,4,0,2,70,1
14,2021-03-22,Albany (NY),Hartford,Home,W,3,0,3,0,40,19,118,0.178,39,3,2,55,3,0,26,1,13,56,1,0,34,27,122,0.057,32,3,4,49,3,1,12,2,7,44,NA
14,2021-03-22,Albany (NY),Stony Brook,Home,L,0,3,3,0,40,23,151,0.113,37,2,2,74,0,1,14,1,8,50,NA,0,51,20,161,0.193,48,0,4,72,2,0,10,1,5,56,1
14,2021-04-02,Albany (NY),UMBC,Home,L,2,3,5,0,57,25,188,0.17,56,3,6,85,3,1,22,2,12,72,2,0,70,34,203,0.177,63,3,11,95,3,5,14,1,12,85,3
17,2021-01-31,Alcorn,Prairie View,Home,L,0,3,3,0,36,24,108,0.111,35,1,6,51,5,1,8,1,5,42,NA,0,32,17,107,0.14,31,5,6,44,1,1,12,0,7,44,NA
17,2021-02-07,Alcorn,Mississippi Val.,Away,W,3,0,3,0,25,19,73,0.082,22,16,6,30,8,0,4,0,2,43,1,0,20,22,77,-0.026,17,8,8,25,16,0,2,0,1,29,NA
17,2021-02-08,Alcorn,Jackson St.,Away,L,0,3,3,0,23,17,79,0.076,16,8,5,38,9,2,2,0,3,34,NA,0,37,7,84,0.357,33,9,5,36,8,4,0,0,4,50,NA
17,2021-03-01,Alcorn,Grambling,Away,L,1,3,4,0,31,23,164,0.049,25,4,4,71,4,4,8,0,8,43,5,0,49,18,162,0.191,38,4,8,74,4,0,16,0,8,61,5
17,2021-03-02,Alcorn,Ark.-Pine Bluff,Away,L,0,3,3,0,26,20,116,0.052,24,0,5,51,5,2,0,1,2,28,NA,0,38,4,98,0.347,37,5,7,62,0,5,2,4,6,49,NA
17,2021-03-05,Alcorn,Southern U.,Home,L,1,3,4,0,51,36,176,0.085,45,6,7,70,3,1,8,3,5,62,NA,0,50,24,157,0.166,44,3,9,75,6,3,16,1,11,64,NA
17,2021-03-14,Alcorn,Jackson St.,Home,L,0,3,3,0,23,26,92,-0.033,19,1,3,43,5,1,0,0,1,25,5,0,35,12,94,0.245,29,5,7,40,1,3,12,0,9,49,2
17,2021-03-15,Alcorn,Mississippi Val.,Home,W,3,0,3,0,31,13,77,0.234,31,6,3,34,4,1,4,1,3,40,4,0,26,19,83,0.084,23,4,11,27,6,0,0,1,0,30,3
17,2021-03-18,Alcorn,Texas Southern,Home,W,3,1,4,0,44,17,125,0.216,43,4,8,63,2,0,6,4,3,51,9,0,46,25,144,0.146,44,2,11,57,4,0,0,1,0,48,8
17,2021-03-26,Alcorn,"Ark.-Pine Bluff Birmingham, Ala.",Away,L,0,3,3,0,31,22,108,0.083,31,3,5,53,4,0,8,5,4,38,1,0,41,17,117,0.205,36,4,4,50,3,0,6,1,3,48,1
23,2021-03-05,American,Bucknell,Home,W,3,1,4,0,57,21,162,0.222,50,6,8,70,8,2,16,1,10,73,1,0,45,21,144,0.167,40,8,6,70,6,1,22,4,12,65,1
23,2021-03-07,American,Bucknell,Away,L,2,3,5,0,58,26,182,0.176,51,3,10,86,6,4,16,2,12,73,2,0,63,28,187,0.187,56,6,12,82,3,2,22,3,13,82,1
23,2021-03-12,American,Lafayette,Home,W,3,0,3,0,45,9,93,0.387,43,3,2,41,3,0,10,2,5,53,1,0,40,20,111,0.18,39,3,5,34,3,0,2,1,1,44,1
23,2021-03-19,American,Loyola Maryland,Home,L,1,3,4,0,34,14,131,0.153,32,2,10,72,12,0,18,3,9,45,2,0,57,27,167,0.18,51,12,11,75,2,1,6,0,4,73,2
23,2021-03-24,American,Navy,Home,L,0,3,3,0,26,21,93,0.054,24,1,7,38,7,0,2,0,1,28,1,0,39,11,91,0.308,38,7,8,42,1,1,16,1,9,55,2
23,2021-03-26,American,Loyola Maryland,Away,W,3,1,4,0,55,15,157,0.255,48,5,15,76,4,2,10,0,7,67,1,0,55,32,172,0.134,53,4,8,79,5,0,14,3,7,66,1
23,2021-03-28,American,Navy,Away,W,3,1,4,0,46,19,125,0.216,43,8,10,44,7,0,14,1,7,61,1,0,47,21,120,0.217,44,7,10,52,8,2,4,0,4,58,1
23,2021-04-02,American,Colgate,Away,L,2,3,5,0,62,18,159,0.277,57,4,12,56,7,3,16,2,11,77,9,0,56,33,153,0.15,52,7,7,60,4,0,14,4,7,70,NA
27,2020-10-09,App State,South Alabama,Home,L,0,3,3,0,24,25,87,-0.011,23,7,8,27,6,0,10,0,5,36,NA,0,35,13,79,0.278,29,6,7,36,7,1,6,0,4,45,2
27,2020-10-09,App State,South Alabama,Home,L,0,3,3,0,24,25,87,-0.011,23,7,8,27,6,0,10,0,5,36,NA,0,37,10,74,0.365,34,8,3,39,4,1,14,0,8,53,1
27,2020-10-09,App State,South Alabama,Home,L,0,3,3,0,30,19,98,0.112,27,4,8,25,8,1,4,1,3,37,3,0,35,13,79,0.278,29,6,7,36,7,1,6,0,4,45,2
27,2020-10-09,App State,South Alabama,Home,L,0,3,3,0,30,19,98,0.112,27,4,8,25,8,1,4,1,3,37,3,0,37,10,74,0.365,34,8,3,39,4,1,14,0,8,53,1
27,2020-10-10,App State,South Alabama,Home,L,1,3,4,0,42,30,150,0.08,36,4,12,60,7,6,6,2,9,55,2,0,42,19,124,0.185,35,7,5,70,4,8,2,0,9,58,5
27,2020-10-23,App State,Georgia St.,Home,W,3,1,4,0,49,23,162,0.16,42,4,10,73,4,3,14,1,10,63,NA,0,47,36,164,0.067,41,4,8,82,4,1,12,1,7,58,1
27,2020-10-24,App State,Georgia St.,Home,L,1,3,4,0,47,18,127,0.228,43,7,10,55,5,1,8,0,5,59,1,0,51,21,136,0.221,40,5,9,57,7,3,4,2,5,61,NA
27,2020-10-24,App State,Georgia St.,Home,L,1,3,4,0,47,18,127,0.228,43,7,10,55,5,1,8,0,5,59,1,0,52,19,142,0.232,45,1,6,56,0,1,8,0,5,58,2
27,2020-10-24,App State,Georgia St.,Home,L,1,3,4,0,50,26,138,0.174,47,0,9,60,1,2,4,4,4,54,2,0,51,21,136,0.221,40,5,9,57,7,3,4,2,5,61,NA
27,2020-10-24,App State,Georgia St.,Home,L,1,3,4,0,50,26,138,0.174,47,0,9,60,1,2,4,4,4,54,2,0,52,19,142,0.232,45,1,6,56,0,1,8,0,5,58,2
27,2020-10-30,App State,Coastal Carolina,Home,L,0,3,3,0,34,25,105,0.086,32,5,9,33,3,0,8,3,4,43,2,0,40,10,87,0.345,33,3,6,43,5,2,4,1,4,47,NA
27,2020-10-31,App State,Coastal Carolina,Home,L,0,3,3,0,24,19,93,0.054,23,7,7,36,10,0,10,0,5,36,1,0,36,15,91,0.231,31,10,5,46,7,1,6,2,4,50,1
27,2020-11-06,App State,Troy,Away,L,1,3,4,0,46,26,137,0.146,42,6,15,55,14,3,24,1,15,67,3,0,49,35,149,0.094,46,14,14,61,6,3,10,0,8,71,NA
