ncaa_id,date,team,opponent,home_away,result,team_score,opponent_score,s,kills,errors,total_attacks,hit_pct,assists,aces,s_err,digs,ret_att,r_err,block_solos,block_assists,b_err,pts,bhe,defensive_kills,defensive_errors,defensive_total_attacks,defensive_hit_pct,defensive_assists,defensive_aces,defensive_s_err,defensive_digs,defensive_ret_att,defensive_r_err,defensive_block_solos,defensive_block_assists,defensive_b_err,defensive_pts
101,2025-09-26,CSUN,Cal Poly,Away,L,0,3,3,31,16,109,0.138,27,6,13,44,64,1,0,12,0,43,NA,44,13,107,0.29,36,1,10,51,49,6,3,6,0,51
101,2025-09-27,CSUN,UC Santa Barbara,Away,L,1,3,4,44,20,168,0.143,41,9,4,60,91,4,2,6,0,58,NA,67,22,177,0.254,58,4,7,70,90,9,4,4,1,77
101,2025-10-02,CSUN,CSU Bakersfield,Away,W,3,1,4,57,22,153,0.229,56,5,9,59,83,4,1,18,1,72,NA,53,25,150,0.187,52,4,8,56,87,5,1,22,1,69
101,2025-10-04,CSUN,Hawaii,Home,W,3,0,3,41,11,90,0.333,39,3,5,40,48,3,0,26,0,57,NA,35,21,111,0.126,35,3,8,30,68,3,1,2,5,40
101,2025-10-09,CSUN,Cal St. Fullerton,Away,W,3,0,3,40,7,95,0.347,34,8,3,48,39,5,5,8,3,57,NA,30,18,102,0.118,25,5,7,40,71,8,0,2,1,36
101,2025-10-11,CSUN,UC Irvine,Away,L,1,3,4,33,24,130,0.069,30,5,5,51,84,7,2,16,0,48,NA,58,23,146,0.24,56,7,11,61,68,5,2,12,0,73
172,2025-09-05,Dartmouth,Rutgers ,Away,L,0,3,3,16,19,87,-0.034,16,1,6,26,64,7,0,8,2,21,NA,43,11,92,0.348,39,7,9,46,33,1,2,8,1,56
172,2025-09-06,Dartmouth,LIU ,Away,W,3,1,4,52,19,126,0.262,47,8,12,46,75,5,1,18,0,70,NA,48,24,124,0.194,46,5,11,51,84,8,5,10,0,63
172,2025-09-07,Dartmouth,Sacred Heart,Away,W,3,1,4,54,18,131,0.275,50,6,7,51,73,6,1,18,4,70,NA,53,22,135,0.23,50,6,13,50,87,6,2,10,3,66
172,2025-09-11,Dartmouth,Sacramento St. ,Away,L,0,3,3,27,15,92,0.13,24,2,8,40,64,9,1,8,1,34,1,42,13,101,0.287,36,9,12,44,50,2,2,12,0,59
172,2025-09-12,Dartmouth,UAlbany ,Away,L,0,3,3,29,16,118,0.11,24,0,9,57,66,3,2,6,0,34,1,40,15,126,0.198,37,3,8,66,47,0,0,4,0,45
172,2025-09-19,Dartmouth,Quinnipiac ,Away,L,1,3,4,40,22,144,0.125,36,2,4,60,90,12,4,6,0,49,NA,54,22,145,0.221,50,12,6,76,68,2,1,6,0,70
172,2025-09-20,Dartmouth,Presbyterian ,Away,L,1,3,4,54,23,165,0.188,51,10,14,76,81,2,0,6,3,67,NA,54,16,152,0.25,53,2,12,81,81,10,7,10,2,68
172,2025-09-21,Dartmouth,Temple,Away,L,0,3,3,26,15,91,0.121,25,5,9,43,63,6,2,6,1,36,NA,43,12,105,0.295,37,6,10,49,47,5,0,8,1,53
172,2025-09-28,Dartmouth,Harvard,Home,L,0,3,3,32,28,97,0.041,31,5,6,41,68,11,1,4,2,40,NA,27,9,82,0.22,26,11,4,34,45,5,1,24,3,51
172,2025-10-03,Dartmouth,Columbia,Away,W,3,0,3,41,14,108,0.25,36,12,10,50,59,4,1,14,1,61,NA,36,19,119,0.143,31,4,7,49,69,12,0,10,0,45
172,2025-10-06,Dartmouth,Cornell,Away,L,0,3,3,23,21,103,0.019,21,4,4,42,67,3,1,4,4,30,NA,44,14,111,0.27,39,3,7,56,53,4,4,14,2,58
172,2025-10-11,Dartmouth,Penn,Home,W,3,2,5,61,23,178,0.213,58,9,12,96,98,11,4,20,0,84,NA,61,26,198,0.177,57,11,11,88,95,9,1,14,1,80
173,2025-08-31,Davidson,Charlotte,Away,W,3,0,3,57,18,147,0.265,51,4,9,66,73,5,3,8,0,68,NA,40,17,130,0.177,39,5,2,67,69,4,3,8,6,52
173,2025-09-05,Davidson,Elon,Home,W,3,0,3,42,19,110,0.209,38,5,5,42,55,2,3,10,1,55,NA,30,20,99,0.101,26,2,3,42,69,5,2,14,0,41
173,2025-09-06,Davidson,Delaware St. ,Away,W,3,0,3,42,18,93,0.258,41,3,5,38,54,2,2,12,0,53,NA,35,19,99,0.162,32,2,8,29,69,3,2,10,1,44
173,2025-09-12,Davidson,Wake Forest,Away,L,0,3,3,35,17,96,0.188,31,2,3,31,67,6,1,4,0,40,NA,48,9,93,0.419,40,6,6,38,52,2,1,8,0,59
173,2025-09-20,Davidson,Duke ,Away,W,3,1,4,59,20,160,0.244,53,3,5,66,73,5,0,6,0,65,NA,50,23,153,0.176,43,5,8,65,89,3,0,10,0,60
173,2025-09-26,Davidson,Dayton,Home,L,2,3,5,56,24,165,0.194,51,5,7,63,92,2,2,6,3,66,NA,63,18,153,0.294,58,2,8,70,82,5,2,14,0,74
173,2025-09-27,Davidson,Dayton,Home,L,0,3,3,32,24,104,0.077,26,2,3,41,65,4,1,2,1,36,NA,43,12,102,0.304,38,4,8,41,53,2,1,20,2,58
173,2025-09-30,Davidson,VCU,Away,L,2,3,5,61,25,167,0.216,60,4,7,53,98,5,1,18,3,75,NA,71,22,156,0.314,64,5,9,67,92,4,3,24,5,91
173,2025-10-03,Davidson,Rhode Island,Away,W,3,2,5,64,38,178,0.146,61,10,7,78,104,8,2,14,1,83,NA,59,21,174,0.218,54,8,9,66,98,10,4,20,6,81
173,2025-10-04,Davidson,Rhode Island,Away,W,3,0,3,41,17,106,0.226,41,7,5,49,56,10,2,4,3,52,NA,28,21,103,0.068,24,10,6,44,69,7,1,8,2,43
173,2025-10-11,Davidson,George Mason,Away,L,0,3,3,28,12,106,0.151,26,4,6,53,64,7,3,6,4,38,NA,48,19,129,0.225,45,7,10,58,56,4,1,10,0,61
173,2025-10-12,Davidson,George Mason,Away,L,0,3,3,32,16,101,0.158,31,3,9,42,67,4,2,4,1,39,NA,44,14,104,0.288,37,4,7,45,50,3,0,16,3,56
175,2025-08-29,Dayton,Lafayette ,Away,W,3,1,4,64,24,155,0.258,61,4,10,71,73,5,0,22,1,79,NA,39,25,151,0.093,34,5,6,51,88,4,1,8,1,49
175,2025-08-29,Dayton,Utah,Away,L,1,3,4,37,26,144,0.076,36,3,6,56,85,7,1,10,0,46,NA,58,22,144,0.25,56,7,12,67,69,3,0,22,1,76
175,2025-09-05,Dayton,Western Ky. ,Away,L,0,3,3,36,17,94,0.202,34,2,5,33,64,3,0,8,4,42,NA,49,10,101,0.386,45,3,9,36,58,2,3,14,1,62
175,2025-09-05,Dayton,Buffalo ,Away,W,3,0,3,34,8,97,0.268,31,11,6,47,45,4,0,17,1,53.5,NA,30,19,113,0.097,28,4,7,42,68,11,0,6,1,37
175,2025-09-12,Dayton,South Dakota St. ,Away,L,0,3,3,34,16,121,0.149,33,1,8,53,67,6,1,16,3,44,NA,45,20,136,0.184,40,6,6,62,56,1,4,10,2,60
175,2025-09-13,Dayton,Minnesota,Away,L,0,3,3,34,17,102,0.167,34,6,5,43,61,4,1,6,2,44,NA,49,13,118,0.305,46,4,12,49,62,6,1,14,1,61
175,2025-09-20,Dayton,Illinois St.,Home,W,3,0,3,38,9,82,0.354,35,9,6,42,42,1,1,6,0,51,NA,32,18,106,0.132,30,1,6,33,69,9,1,2,0,35
175,2025-09-20,Dayton,Wright St.,Home,L,0,3,3,44,18,131,0.198,39,4,6,55,71,6,1,10,3,54,NA,46,18,125,0.224,43,6,3,61,65,4,0,6,1,55
175,2025-09-26,Dayton,Davidson,Away,W,3,2,5,63,18,153,0.294,58,2,8,70,82,5,2,14,0,74,NA,56,24,165,0.194,51,5,7,63,92,2,2,6,3,66
175,2025-09-27,Dayton,Davidson,Away,W,3,0,3,43,12,102,0.304,38,4,8,41,53,2,1,20,2,58,NA,32,24,104,0.077,26,2,3,41,65,4,1,2,1,36
175,2025-09-30,Dayton,Duquesne,Away,W,3,0,3,50,11,112,0.348,49,3,7,47,57,6,1,6,2,57,NA,39,15,104,0.231,39,6,7,39,67,3,1,10,1,51
175,2025-10-03,Dayton,Fordham,Home,W,3,1,4,58,16,127,0.331,52,8,10,59,72,11,2,12,0,74,NA,41,26,136,0.11,37,11,8,42,91,8,0,14,0,59
175,2025-10-04,Dayton,Fordham,Home,W,3,0,3,47,12,108,0.324,41,3,4,54,43,2,2,6,1,55,NA,24,21,109,0.028,22,2,2,44,69,3,0,6,1,29
175,2025-10-10,Dayton,Saint Louis,Home,W,3,0,3,37,8,88,0.33,34,11,5,36,39,1,0,14,0,55,1,28,19,97,0.093,28,1,6,38,68,11,0,6,0,32
180,2025-08-30,Delaware,UMBC ,Away,L,1,3,4,48,25,141,0.163,45,3,11,50,90,8,1,24,0,64,NA,50,25,147,0.17,45,8,5,61,71,3,0,22,1,69
180,2025-08-31,Delaware,Kansas St.,Away,L,0,3,3,28,19,104,0.087,27,1,1,36,63,5,1,2,0,31,NA,50,9,106,0.387,47,5,11,50,50,1,2,16,0,65
180,2025-09-06,Delaware,Hampton,Home,W,3,0,3,43,11,89,0.36,42,14,3,35,40,4,3,21,0,70.5,NA,23,15,78,0.103,20,4,3,28,71,14,0,0,0,27
180,2025-09-07,Delaware,Le Moyne,Home,W,3,0,3,44,14,91,0.33,40,9,4,44,45,4,0,10,0,58,NA,24,18,95,0.063,23,4,3,31,70,9,0,8,1,32
180,2025-09-12,Delaware,Old Dominion,Away,L,0,3,3,29,19,102,0.098,27,3,6,40,66,4,0,12,2,38,NA,43,15,108,0.259,41,4,8,47,50,3,1,6,0,51
180,2025-09-13,Delaware,Villanova ,Away,L,0,3,3,34,14,103,0.194,32,3,7,28,67,8,1,8,0,42,NA,45,15,92,0.326,44,8,6,48,53,3,0,14,1,60
180,2025-09-19,Delaware,Penn,Home,L,0,3,3,36,13,94,0.245,34,1,7,34,63,5,0,14,0,44,NA,50,11,104,0.375,48,5,10,44,55,1,0,6,0,58
180,2025-09-26,Delaware,New Mexico St.,Home,L,2,3,5,56,19,136,0.272,54,9,6,44,87,6,0,24,0,77,NA,62,35,146,0.185,58,6,6,53,103,9,0,16,3,76
180,2025-09-27,Delaware,New Mexico St.,Home,L,0,3,3,31,22,103,0.087,30,5,0,42,67,8,0,16,0,44,NA,45,21,115,0.209,44,8,8,44,70,5,0,12,1,59
180,2025-10-10,Delaware,Middle Tenn.,Home,W,3,2,5,53,19,154,0.221,49,10,11,64,86,7,1,22,2,75,NA,60,29,161,0.193,56,7,12,71,93,10,2,14,3,76
180,2025-10-11,Delaware,Middle Tenn.,Home,W,3,1,4,47,17,141,0.213,43,7,6,55,68,2,0,26,1,67,NA,53,26,143,0.189,50,2,13,66,91,7,0,8,1,59
178,2025-08-29,Delaware St.,Southern U. ,Away,W,3,0,3,37,15,87,0.253,33,10,8,38,45,3,0,6,1,50,NA,24,17,81,0.086,21,3,8,29,66,10,0,2,1,28
178,2025-08-29,Delaware St.,Ark.-Pine Bluff ,Away,W,3,0,3,37,7,84,0.357,35,11,11,39,40,3,1,6,3,52,NA,20,20,82,0,19,3,4,32,63,11,2,0,2,25
178,2025-08-30,Delaware St.,Alabama A&M,Away,W,3,0,3,40,15,97,0.258,39,3,9,47,52,7,5,8,1,52,NA,24,22,98,0.02,22,7,9,37,65,3,5,2,3,37
178,2025-09-06,Delaware St.,Davidson ,Away,L,0,3,3,35,19,99,0.162,32,2,8,29,69,3,2,10,1,44,NA,42,18,93,0.258,41,3,5,38,54,2,2,12,0,53
178,2025-09-10,Delaware St.,Maryland,Away,L,0,3,3,24,24,88,0,22,3,7,33,67,10,3,2,1,31,NA,34,9,85,0.294,31,10,7,35,38,3,2,14,0,53
178,2025-09-12,Delaware St.,Marist ,Away,W,3,0,3,40,11,90,0.322,36,10,9,33,50,4,4,10,4,59,NA,31,18,93,0.14,29,4,7,34,65,10,0,2,1,36
178,2025-09-13,Delaware St.,Tennessee ,Away,L,0,3,3,24,17,83,0.084,21,5,7,14,65,8,1,2,0,31,NA,43,7,68,0.529,42,8,8,34,41,5,3,8,1,58
178,2025-09-13,Delaware St.,St. John's (NY),Away,L,1,3,4,49,18,121,0.256,47,5,16,41,87,16,1,22,0,66,NA,44,25,123,0.154,43,16,8,46,73,5,2,15,2,69.5
178,2025-09-20,Delaware St.,William & Mary ,Away,L,0,3,3,23,21,76,0.026,22,0,9,20,66,9,2,6,0,28,NA,33,12,66,0.318,28,9,8,22,38,0,0,12,0,48
178,2025-09-20,Delaware St.,James Madison,Away,L,0,3,3,28,20,83,0.096,27,1,8,29,64,5,1,4,0,32,NA,39,9,80,0.375,39,5,10,32,42,1,0,14,0,51
178,2025-09-21,Delaware St.,UTRGV ,Away,L,0,3,3,26,15,88,0.125,24,2,11,25,64,4,3,2,0,32,NA,44,15,85,0.341,44,4,10,39,44,2,0,16,2,56
178,2025-09-28,Delaware St.,South Carolina St.,Away,W,3,1,4,46,23,111,0.207,39,16,7,46,63,10,0,2,5,63,NA,23,19,93,0.043,20,10,6,30,86,16,2,0,12,35
178,2025-10-03,Delaware St.,Howard,Home,L,2,3,5,46,27,141,0.135,46,5,18,39,93,7,4,18,4,64,NA,53,26,136,0.199,51,7,14,50,78,5,6,6,6,69
178,2025-10-12,Delaware St.,Coppin St.,Away,L,0,3,3,26,20,90,0.067,25,0,6,27,69,4,0,14,2,33,NA,45,10,84,0.417,40,4,5,39,36,0,1,10,1,55
183,2025-08-29,Denver,Southern California,Away,L,0,3,3,31,14,98,0.173,30,5,14,46,63,1,2,4,2,40,NA,46,12,114,0.298,40,1,14,44,49,5,1,14,1,55
183,2025-08-30,Denver,LMU (CA),Away,W,3,2,5,51,24,143,0.189,44,10,12,45,102,10,6,18,1,76,NA,60,32,151,0.185,57,10,8,60,90,10,0,16,0,78
183,2025-09-04,Denver,Memphis,Home,W,3,2,5,58,21,130,0.285,52,5,12,42,79,5,2,18,0,74,NA,49,32,131,0.13,47,5,9,42,92,5,2,16,3,64
183,2025-09-05,Denver,Texas Southern,Home,W,3,0,3,44,12,82,0.39,39,7,7,32,35,1,1,2,0,53,NA,17,19,71,-0.028,15,1,4,21,66,7,0,4,3,20
183,2025-09-06,Denver,Idaho St.,Home,W,3,0,3,53,11,106,0.396,51,7,9,46,49,3,0,10,1,65,NA,29,11,95,0.189,28,3,4,28,65,7,2,12,1,40
183,2025-09-12,Denver,Toledo ,Away,L,2,3,5,58,25,156,0.212,58,8,6,49,97,7,3,16,0,77,NA,70,29,159,0.258,63,7,12,53,101,8,5,16,1,90
183,2025-09-13,Denver,Arkansas ,Away,W,3,2,5,65,19,154,0.299,61,3,10,51,97,4,1,22,1,80,NA,65,34,161,0.193,62,4,3,57,96,3,0,24,1,81
183,2025-09-14,Denver,Colorado,Away,L,0,3,3,34,24,106,0.094,31,1,3,35,67,4,2,12,2,43,NA,42,15,101,0.267,38,4,6,42,57,1,2,18,0,57
183,2025-09-18,Denver,Air Force,Away,W,3,0,3,42,13,104,0.279,39,3,7,40,61,7,0,20,2,55,NA,38,23,109,0.138,35,7,7,38,66,3,1,8,2,50
183,2025-09-19,Denver,Utah Tech ,Away,W,3,2,5,63,23,163,0.245,60,5,16,57,97,4,2,22,3,81,NA,62,30,161,0.199,58,4,10,60,91,5,1,22,0,78
183,2025-09-20,Denver,Northern Colo. ,Away,W,3,2,5,61,28,143,0.231,58,10,8,52,88,6,0,6,3,74,NA,54,21,132,0.25,49,6,10,48,94,10,2,16,1,70
183,2025-10-02,Denver,South Dakota St.,Home,L,1,3,4,56,29,138,0.196,54,5,8,53,93,7,0,18,1,70,NA,53,22,143,0.217,47,7,4,41,82,5,1,24,0,73
183,2025-10-04,Denver,South Dakota,Home,W,3,1,4,53,28,142,0.176,48,4,11,52,77,2,0,10,2,62,NA,48,22,129,0.202,46,2,13,54,81,4,3,24,0,65
183,2025-10-09,Denver,North Dakota,Away,W,3,0,3,28,9,81,0.235,26,12,7,40,39,1,2,10,2,47,NA,29,26,99,0.03,24,1,9,40,67,12,0,6,1,33
183,2025-10-11,Denver,North Dakota St.,Away,L,0,3,3,42,14,95,0.295,41,7,6,40,67,4,1,2,1,51,NA,49,8,103,0.398,42,4,7,33,60,7,1,12,2,60
176,2025-08-29,DePaul,Illinois St. ,Away,L,0,3,3,32,26,111,0.054,28,3,6,37,69,3,0,12,2,41,NA,38,16,98,0.224,32,3,4,45,53,3,2,16,2,51
176,2025-08-30,DePaul,Oakland ,Away,W,3,2,5,59,29,207,0.145,54,10,8,103,95,2,5,22,4,85,NA,59,25,206,0.165,53,2,4,102,94,10,3,8,1,68
176,2025-08-31,DePaul,Western Mich.,Away,W,3,1,4,61,18,143,0.301,58,5,7,58,79,8,2,20,3,78,NA,50,23,145,0.186,49,8,6,54,87,5,1,8,1,63
176,2025-09-05,DePaul,Lindenwood ,Away,L,2,3,5,56,32,171,0.14,55,7,5,66,93,4,3,8,3,70,NA,65,27,173,0.22,64,4,13,69,102,7,2,14,1,78
176,2025-09-06,DePaul,Missouri St.,Away,W,3,0,3,49,9,104,0.385,46,5,5,44,50,2,1,6,0,58,NA,38,13,104,0.24,36,2,6,41,68,5,1,4,1,43
176,2025-09-14,DePaul,Chicago St.,Home,W,3,0,3,45,19,108,0.241,43,14,8,47,48,5,1,10,0,65,NA,17,12,83,0.06,16,5,2,39,66,14,0,12,0,28
176,2025-09-17,DePaul,Milwaukee,Away,W,3,2,5,68,34,193,0.176,67,9,7,88,99,8,2,22,1,90,NA,60,30,192,0.156,56,8,12,71,112,9,3,16,3,79
176,2025-09-19,DePaul,UIC,Away,L,1,3,4,47,25,134,0.164,44,3,3,36,91,10,1,16,4,59,NA,59,22,125,0.296,54,10,5,51,77,3,1,20,1,80
176,2025-09-21,DePaul,Loyola Chicago,Away,W,3,2,5,71,29,200,0.21,64,9,11,71,107,5,5,14,0,92,NA,69,29,185,0.216,65,5,7,81,105,9,4,20,0,88
176,2025-09-26,DePaul,UConn,Home,W,3,1,4,55,20,137,0.255,52,2,12,57,84,7,2,22,2,70,NA,52,25,140,0.193,46,7,12,54,82,2,4,8,2,67
176,2025-10-04,DePaul,Creighton,Home,L,1,3,4,33,20,113,0.115,33,6,10,38,94,15,0,16,2,47,NA,56,17,124,0.315,47,15,7,55,57,6,0,14,1,78
176,2025-10-11,DePaul,Seton Hall,Away,W,3,2,5,72,25,166,0.283,70,6,7,74,99,9,1,16,0,87,NA,66,20,168,0.274,62,9,9,56,101,6,1,8,0,80
189,2025-08-29,Drake,Loyola Chicago ,Away,L,2,3,5,61,25,174,0.207,58,10,13,72,90,6,2,12,2,79,NA,58,27,170,0.182,55,6,11,73,97,10,6,12,4,76
189,2025-08-29,Drake,Wright St. ,Away,L,2,3,5,58,27,172,0.18,56,7,9,73,97,5,0,18,1,74,NA,63,30,178,0.185,57,5,6,80,93,7,3,16,0,79
189,2025-08-30,Drake,Western Ky.,Away,W,3,2,5,56,28,162,0.173,54,7,12,53,100,3,2,12,2,71,NA,61,25,153,0.235,58,3,5,66,83,7,4,16,1,76
189,2025-09-04,Drake,Miami (FL),Away,L,0,3,3,34,21,108,0.12,30,4,8,35,69,8,2,8,1,44,NA,38,12,88,0.295,34,8,4,46,49,4,1,16,2,55
189,2025-09-05,Drake,North Texas ,Away,W,3,0,3,42,16,105,0.248,40,3,5,52,48,2,0,8,1,49,NA,35,18,111,0.153,32,2,12,40,69,3,1,10,4,43
189,2025-09-06,Drake,FIU,Away,W,3,2,5,62,28,183,0.186,51,7,7,80,90,5,1,20,0,80,NA,57,26,174,0.178,47,5,11,75,104,7,1,16,0,71
189,2025-09-12,Drake,Grand Canyon ,Away,L,2,3,5,63,43,220,0.091,57,2,10,91,104,2,1,20,6,76,NA,56,26,186,0.161,54,2,8,98,91,2,0,28,2,72
189,2025-09-13,Drake,Utah ,Away,L,0,3,3,26,24,111,0.018,26,1,5,44,67,3,1,10,1,33,NA,46,20,122,0.213,45,3,9,55,53,1,3,10,0,57
189,2025-09-18,Drake,Wichita St. ,Away,L,1,3,4,53,31,177,0.124,50,3,4,80,91,6,3,10,1,64,NA,56,22,172,0.198,51,6,5,74,80,3,1,24,2,75
189,2025-09-19,Drake,Villanova ,Away,W,3,0,3,38,9,103,0.282,36,1,4,38,47,4,2,20,2,51,NA,40,24,114,0.14,39,4,11,41,70,1,0,8,0,48
189,2025-09-26,Drake,Valparaiso,Away,L,1,3,4,38,25,150,0.087,37,2,2,73,82,3,2,24,5,54,NA,58,35,183,0.126,54,3,6,80,81,2,0,24,2,73
189,2025-09-27,Drake,UIC,Away,L,2,3,5,69,27,180,0.233,64,5,8,70,99,4,0,12,1,80,NA,69,23,168,0.274,67,4,9,73,99,5,1,16,1,82
189,2025-09-30,Drake,UNI,Home,L,1,3,4,39,28,146,0.075,36,2,2,73,85,6,2,14,2,50,NA,61,22,174,0.224,56,6,13,74,77,2,3,20,1,80
189,2025-10-03,Drake,Murray St.,Home,W,3,0,3,47,10,106,0.349,42,3,5,55,55,8,1,10,0,56,NA,32,19,117,0.111,32,8,3,47,68,3,1,6,1,44
189,2025-10-10,Drake,Bradley,Home,W,3,1,4,64,19,159,0.283,61,7,7,66,82,2,0,16,0,79,NA,52,24,150,0.187,50,2,4,65,91,7,2,6,3,59
193,2025-08-31,Duke,FIU,Home,L,1,3,4,42,16,138,0.188,37,6,12,46,82,11,3,16,1,59,NA,55,20,135,0.259,52,11,12,69,72,6,0,4,1,68
193,2025-09-04,Duke,Alabama St. ,Away,W,3,1,4,70,28,152,0.276,64,8,12,52,87,3,1,8,1,83,1,43,14,122,0.238,40,3,4,40,86,8,2,18,2,57
193,2025-09-05,Duke,Georgia,Away,L,0,3,3,43,27,128,0.125,43,8,5,48,73,5,2,14,3,60,NA,43,13,108,0.278,41,5,5,50,69,8,0,22,1,59
193,2025-09-10,Duke,Mississippi St.,Away,L,2,3,5,54,28,159,0.164,50,4,10,77,97,3,3,14,0,68,NA,57,30,171,0.158,50,3,4,65,84,4,5,16,1,73
193,2025-09-12,Duke,Utah Valley,Home,W,3,1,4,48,12,112,0.321,44,11,9,47,59,4,4,16,1,71,NA,39,26,115,0.113,36,4,6,41,82,11,0,12,2,49
193,2025-09-14,Duke,Cleveland St. ,Away,L,1,3,4,54,25,164,0.177,47,2,9,83,84,8,1,10,0,62,NA,52,18,162,0.21,47,8,11,75,77,2,3,18,0,72
193,2025-09-20,Duke,Davidson ,Away,L,1,3,4,50,23,153,0.176,43,5,8,65,89,3,0,10,0,60,NA,59,20,160,0.244,53,3,5,66,73,5,0,6,0,65
193,2025-10-04,Duke,North Carolina,Home,L,0,3,3,25,22,92,0.033,23,3,7,41,64,8,1,16,2,37,NA,37,16,98,0.214,33,8,10,38,48,3,1,22,0,57
193,2025-10-10,Duke,Georgia Tech,Away,L,1,3,4,48,22,124,0.21,44,2,12,33,90,4,0,14,0,57,NA,56,19,117,0.316,54,4,4,42,65,2,3,20,1,73
193,2025-10-12,Duke,Clemson,Away,W,3,0,3,41,15,127,0.205,38,6,8,65,61,1,3,14,1,57,NA,39,21,133,0.135,37,1,5,65,65,6,2,10,3,47
194,2025-08-29,Duquesne,Canisius ,Away,W,3,0,3,49,15,118,0.288,47,5,8,53,52,6,1,8,2,59,NA,29,12,101,0.168,27,6,9,47,65,5,2,12,2,43
194,2025-08-29,Duquesne,Youngstown St.,Away,W,3,0,3,48,20,133,0.211,43,7,10,50,69,1,4,14,3,66,NA,46,20,123,0.211,43,1,10,58,74,7,3,12,0,56
194,2025-08-30,Duquesne,Mercyhurst ,Away,W,3,0,3,41,12,108,0.269,38,14,6,53,50,5,1,4,0,58,NA,31,14,107,0.159,29,5,6,51,67,14,1,2,4,38
194,2025-09-05,Duquesne,Loyola Maryland,Home,W,3,1,4,61,18,146,0.295,55,9,9,62,80,7,3,12,0,79,NA,47,26,147,0.143,42,7,3,58,90,9,1,10,1,60
194,2025-09-05,Duquesne,FDU,Home,W,3,1,4,48,15,124,0.266,41,13,8,40,67,5,0,22,0,72,NA,43,24,139,0.137,35,5,7,42,88,13,0,10,0,53
194,2025-09-06,Duquesne,Robert Morris,Away,W,3,2,5,64,25,168,0.232,60,4,15,61,90,4,2,20,3,80,NA,51,28,155,0.148,49,4,6,69,87,4,2,26,1,70
194,2025-09-12,Duquesne,Southern Ind. ,Away,W,3,1,4,68,25,181,0.238,65,6,10,74,86,2,1,14,1,82,NA,53,15,155,0.245,52,2,6,75,85,6,0,20,2,65
194,2025-09-12,Duquesne,Middle Tenn. ,Away,L,1,3,4,65,26,168,0.232,63,5,7,70,91,5,2,6,1,75,NA,60,16,155,0.284,55,5,6,61,86,5,2,20,1,77
194,2025-09-13,Duquesne,Miami (OH),Away,L,2,3,5,77,29,221,0.217,74,4,7,109,100,1,5,12,2,92,NA,67,15,209,0.249,63,1,5,97,96,4,5,16,3,81
194,2025-09-19,Duquesne,Buffalo,Home,W,3,0,3,44,20,108,0.222,42,9,8,37,55,3,3,12,0,62,NA,26,14,86,0.14,21,3,6,34,65,9,1,14,4,37
194,2025-09-26,Duquesne,VCU,Away,L,1,3,4,42,21,127,0.165,42,7,13,45,82,4,3,12,2,58,NA,55,19,126,0.286,53,4,10,55,68,7,1,18,3,69
194,2025-09-27,Duquesne,VCU,Away,W,3,2,5,60,17,154,0.279,55,4,3,62,89,8,2,12,3,72,NA,69,24,167,0.269,65,8,9,60,97,4,1,10,2,83
194,2025-09-30,Duquesne,Dayton,Home,L,0,3,3,39,15,104,0.231,39,6,7,39,67,3,1,10,1,51,NA,50,11,112,0.348,49,3,7,47,57,6,1,6,2,57
194,2025-10-03,Duquesne,George Mason,Home,L,2,3,5,47,31,164,0.098,46,7,12,71,87,6,3,14,1,64,NA,49,37,171,0.07,42,6,13,68,92,7,3,30,3,73
194,2025-10-04,Duquesne,George Mason,Home,L,1,3,4,40,17,130,0.177,38,10,10,47,85,9,3,10,0,58,NA,57,19,128,0.297,51,9,8,63,69,10,1,10,0,72
194,2025-10-10,Duquesne,Loyola Chicago,Away,L,0,3,3,32,20,102,0.118,29,2,5,39,68,6,1,14,2,42,NA,43,13,108,0.278,35,6,6,42,50,2,3,12,1,58
196,2025-09-06,East Carolina,West Ga. ,Away,W,3,0,3,41,8,88,0.375,36,9,8,38,55,2,2,14,2,59,NA,36,22,101,0.139,34,2,3,37,66,9,0,6,1,41
196,2025-09-12,East Carolina,William & Mary,Away,W,3,1,4,62,16,136,0.338,52,3,13,63,73,7,2,20,1,77,NA,44,21,133,0.173,43,7,9,49,84,3,2,12,0,59
196,2025-09-13,East Carolina,Liberty ,Away,L,2,3,5,58,24,177,0.192,55,12,6,70,105,12,0,18,2,79,NA,78,22,188,0.298,72,12,15,82,103,12,0,16,0,98
196,2025-09-20,East Carolina,Kansas St. ,Away,L,2,3,5,54,19,149,0.235,52,6,8,61,91,7,3,20,3,73,NA,66,28,169,0.225,60,7,9,65,95,6,2,12,1,81
196,2025-09-21,East Carolina,North Carolina,Away,L,1,3,4,47,24,154,0.149,44,1,5,72,91,2,1,16,0,57,NA,67,22,173,0.26,58,2,6,66,74,1,2,26,1,84
196,2025-09-26,East Carolina,South Fla.,Away,L,1,3,4,28,20,119,0.067,25,4,9,53,82,10,3,10,2,40,NA,59,19,142,0.282,54,10,15,64,60,4,1,12,1,76
196,2025-09-28,East Carolina,Fla. Atlantic,Away,L,0,3,3,41,17,110,0.218,41,1,5,35,71,6,0,12,1,48,NA,44,15,105,0.276,43,6,3,46,56,1,1,16,0,59
196,2025-10-01,East Carolina,Charlotte,Away,L,1,3,4,48,24,167,0.144,42,4,11,69,82,8,0,14,0,59,NA,49,17,154,0.208,46,8,11,79,72,4,2,16,0,67
